rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,swstr_pct,csw_pct,o_swing_pct,strike_pct,f_strike_pct,zone_pct,pitches,strikes,stuff_ceiling_bump,stuff_ceiling_note,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,last3_ks_adj,last3_k9_adj,last3_opp_k_pct,form_opp_factor,form_opp_note,form_ks,form_weight,lineup_k_pct,lineup_k_pct_vs_lhp,lineup_k_pct_vs_rhp,lineup_k_pct_vs_hand,lineup_k_vs_hand_side,lineup_k_vs_hand_pa,lineup_k_vs_hand_n,lineup_k_vs_hand_source,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
17,Grayson Rodriguez,680570,LAA,R,MIA,LAA@MIA,12:40 PM CT,2026-08-09T17:40:00Z,ok,prior:2026-08-08,4.1135299968051955,19,2.111111111111111,season_avg,starter,23.971800606293655,27.140782016590283,4.252643861032684,4.4042192570824605,2.157462054566429,9,9,1.0,19,,19,3.8823532315686715,1.5882354129144567,7.411765260267464,4.996967781627195,17.948718,80.56768600000001,30.3030303,40.0,6.060606,13.939394,9.498399000000001,24.653147999999998,30.79922,64.034151547492,58.119657999999994,45.192308,937.0,600.0,0.0,,balanced,,high,"elev_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.893855,"exit_hr,exit_xfip_bb",5.0,8.4375,5.333333333333333,5.055146231996629,8.530559266494311,22.254549094530528,1.0110292463993258,L3 opp K% 22.3,3.8989679369165415,0.3,20.535714285714285,22.072678331090174,21.304531977975433,21.304531977975433,R,2361.0,9,season_vs_rhp,0.22446449544856256,9.226190476190476,68.75,neutral,recent,0.9858314619066014,neutral,0.9916642857142857,0.9925904761904762,mild,514,422,"805300,669364,669065,672640,665052,681715,683357,691788,691594",Jakob Marsee; Xavier Edwards; Kyle Stowers; Otto Lopez; Griffin Conine; Heriberto Hernandez; Owen Caissie; Joe Mack; Javier Sanoja,,22.30486156768208,96.16239999999999,FF,avg,False,,savant+statcast,False,,6,0.8275862068965517,elite,strong,1.4718006062936553,2.6672686283182223,,"arsenal K% 24.0 (strong solo, +1.5 vs lg, +2.7 vs opp K%, opp K% vs RHP 21.3; slate #6/29 elite); stuff whiff 22.3% (avg), FF 96.2 mph",0,,,,,,,,,,,0,0,,0,0,,
18,Troy Melton,675512,DET,R,SF,DET@SF,3:05 PM CT,2026-08-09T20:05:00Z,ok,prior:2026-08-08,6.166666666666667,24,2.6666666666666665,season_avg,starter,18.101893506235726,25.11654084359258,4.232786636394252,4.121069091764245,1.6291704155612154,9,9,1.0,24,,24,2.7972972972972974,0.972972972972973,7.783783783783784,3.912682819749053,22.456139999999998,76.325758,42.8571428,38.265306100000004,9.3333333,15.306122,11.682243,26.822430000000004,34.10596,64.57943925233644,58.59649099999999,43.551402,1070.0,691.0,0.0,,balanced,,clear,,1.0,,4.666666666666667,6.631578947368421,6.333333333333333,4.6149057965813185,6.55802402672082,22.75236042256444,0.988908384981711,L3 opp K% 22.8,4.4934609071975995,0.3,18.40277777777778,25.911708253358924,20.438426821405546,20.438426821405546,R,1551.0,7,season_vs_rhp,0.23751727041756915,7.986111111111111,71.18055555555556,contact_heavy,recent,0.9515991640203659,neutral,1.002825,1.0,neutral,646,424,"805811,808982,642715,646240,678545,687551,678760,701852,683766",Bryce Eldridge; Jung Hoo Lee; Willy Adames; Rafael Devers; Osleivis Basabe; Drew Gilbert; Eddys Leonard; Drew Cavanaugh; Christian Koss,,25.840565198041833,96.32263157894737,FF,avg,False,,savant+statcast,False,,27,0.10344827586206896,soft,soft,-4.398106493764274,-2.33653331516982,,"arsenal K% 18.1 (soft solo, -4.4 vs lg, -2.3 vs opp K%, opp K% vs RHP 20.4; slate #27/29 soft); stuff whiff 25.8% (avg), FF 96.3 mph; weak under — only 1/2 confirms (opp contact-heavy BIP); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,,,,,,,,,,0,0,,0,0,,
19,Ryan Gusto,687473,MIA,R,LAA,LAA@MIA,12:40 PM CT,2026-08-09T17:40:00Z,ok,prior:2026-08-08,4.444444444444445,20,2.2222222222222223,season_start_est,starter,20.500493822560244,23.264386482716926,4.166326968450562,4.328176722498068,1.845044444030422,9,9,1.0,20,,20,2.6000001653035585,1.0000000635782917,7.800000495910676,4.145466301084875,19.69697,81.5427,41.6666666,36.8055555,9.4339622,11.805556000000001,9.203297000000001,25.686812999999997,32.592593,66.62087912087912,62.626263,44.368131999999996,728.0,485.0,0.0,,balanced,,clear,,1.0,,4.0,7.534883720930233,4.777777777777778,4.0728283580151965,7.672072023237928,22.097665820579664,1.0182070895037991,L3 opp K% 22.1,3.7886775423397174,0.3,23.765432098765434,22.837370242214533,23.00930713547053,23.00930713547053,R,1934.0,9,season_vs_rhp,0.20079023356195305,6.790123456790123,66.9753086419753,neutral,recent,1.0256223887541747,aggressive,1.012079012345679,1.0,low,453,275,"685133,545361,694384,687263,687093,694208,694203,666139,623168",Wade Meckler; Mike Trout; Nolan Schanuel; Zach Neto; Vaughn Grissom; Moisés Ballesteros; Denzer Guzman; Josh Lowe; Tyler Heineman,,20.803092504130877,94.2980487804878,FF,soft,False,,savant+statcast,False,,17,0.4482758620689655,avg,avg,-1.9995061774397556,-2.5088133129102843,,"arsenal K% 20.5 (avg solo, -2.0 vs lg, -2.5 vs opp K%, opp K% vs RHP 23.0; slate #17/29 avg); stuff whiff 20.8% (soft), FF 94.3 mph",1,,2.0,13.0,41.0,1.0,3.0,10.0,.250,.793,31.70731707317073,1,6,6.0,1,7,7.0,2025-06-22 A: 6.0IP 7K; 2025-04-12 H: 4.0IP 6K
20,Michael McGreevy,700241,STL,R,COL,COL@STL,1:15 PM CT,2026-08-09T18:15:00Z,ok,prior:2026-08-08,5.250909090909091,21,2.3333333333333335,season_avg,starter,19.553707750655164,24.56958044555155,4.132397770586549,4.0282012543609556,1.7598336975589646,9,9,1.0,21,,21,2.2437674078592065,1.1966759508582434,6.058172001219858,4.15750017799267,16.632444,83.583815,44.3548387,35.4838709,4.5454545,12.5,7.353703,24.391507,30.289728,61.988606939409635,57.494867000000006,41.015018,1931.0,1197.0,0.0,,balanced,,clear,short_recent_ip,0.96,short_recent_ip,3.3333333333333335,7.297297297297298,4.111111111111111,3.425742249290098,7.49959789709454,21.893065660600104,1.0277226747870294,L3 opp K% 21.9,4.375522975112935,0.3,22.740524781341108,23.9,21.062896148220382,21.062896148220382,R,2051.0,9,season_vs_rhp,0.28988616445559295,5.539358600583091,69.09620991253644,neutral,recent,0.9638229792295878,aggressive,1.0220851311953352,1.0,low,1250,681,"664983,691720,694249,696100,681198,650489,687597,671289,678662",Jake McCarthy; Kyle Karros; Cole Carrigg; Hunter Goodman; TJ Rumfield; Willi Castro; Jordan Beck; Tyler Freeman; Ezequiel Tovar,,18.7898254312571,91.77145790554414,FF,soft,False,,savant+statcast,True,"K9 6.1, soft L3 3.3",20,0.3448275862068966,soft,soft,-2.946292249344836,-1.509188397565218,FILLER,"soft-contact (K9 6.1, soft L3 3.3) + arsenal K% 19.6 (soft solo, -2.9 vs lg, -1.5 vs opp K%, opp K% vs RHP 21.1; slate #20/29 soft); stuff whiff 18.8% (soft), FF 91.8 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,3.0,8.0,69.0,1.0,2.0,18.0,.273,.703,11.594202898550725,1,2,2.0,2,6,3.0,2025-08-13 H: 6.0IP 2K; 2025-07-21 A: 7.0IP 1K; 2024-09-24 A: 5.0IP 5K
21,Eduardo Rodriguez,593958,AZ,L,LAD,LAD@AZ,3:10 PM CT,2026-08-09T20:10:00Z,ok,prior:2026-08-08,5.9275362318840585,24,2.6666666666666665,season_avg,starter,19.80744150946756,22.174443361743972,3.9563358233842414,4.361129134635148,1.7826697358520804,9,9,1.0,24,,24,2.9706602575273306,0.8581907410634511,6.0733498598336535,4.5353395360785225,16.370107,81.970443,40.9090909,38.7559808,9.8765432,14.588235,8.468302,24.155483999999998,34.252874,63.118926422952335,61.032028000000004,39.55535,2161.0,1364.0,0.0,,balanced,,low,elev_xfip,1.0,,3.3333333333333335,4.576271186440677,6.555555555555556,3.3309186290206156,4.572956083909658,22.51631107003419,0.9992755887061847,L3 opp K% 22.5,3.0118180971321262,0.3,18.128654970760234,19.3717277486911,20.794590025359255,19.3717277486911,L,955.0,9,season_vs_lhp,0.2870333657767888,7.60233918128655,73.9766081871345,contact_heavy,recent,0.9299999999999999,neutral,1.006278947368421,1.0,neutral,621,1538,"660271,681624,518692,571970,605141,663656,669242,606192,676439",Shohei Ohtani; Andy Pages; Freddie Freeman; Max Muncy; Mookie Betts; Kyle Tucker; Tommy Edman; Teoscar Hernández; Hunter Feduccia,,20.136313107920337,92.0385167464115,FF,soft,False,,savant,True,"K9 6.1, soft L3 3.3, elev_xFIP 4.54",19,0.3793103448275862,soft,soft,-2.6925584905324413,0.4357137607764585,UNDER_OK,"soft-contact (K9 6.1, soft L3 3.3, elev_xFIP 4.54) + arsenal K% 19.8 (soft solo, -2.7 vs lg, +0.4 vs opp K%, opp K% vs LHP 19.4; slate #19/29 soft); stuff whiff 20.1% (soft), FF 92.0 mph; UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2) — FILLER on K overs (pass/O3.5); under lane preferred when confirms hold; pitcher outs also live if clear/low risk and projected IP holds",2,,10.0,42.0,226.0,17.0,7.0,62.0,.301,.826,18.58407079646018,3,7,2.3333333333333335,4,15,3.75,2026-07-10 A: 6.0IP 5K; 2026-06-01 H: 6.0IP 3K; 2026-03-28 A: 5.0IP 5K; 2025-08-30 A: 6.0IP 4K; 2025-05-09 H: 2.2IP 3K; 2024-09-02 H: 4.0IP 1K; 2023-09-18 A: 3.0IP 1K
22,Davis Martin,663436,CWS,R,CLE,CLE@CWS,1:10 PM CT,2026-08-09T18:10:00Z,ok,prior:2026-08-08,5.42640334502293,23,2.5555555555555554,season_avg,starter,18.7835848226388,20.067015487325925,3.953617677704277,4.203265205782192,1.6905226340374921,9,9,1.0,23,,23,2.7295081967213113,0.7377049180327869,7.89344262295082,3.936209343813482,20.8577,78.586279,42.737430100000005,34.0782122,11.4754098,14.088398,10.419828,25.74608,33.833922,64.13758219524532,57.11501,42.741528,1977.0,1268.0,0.0,,balanced,,clear,,1.0,,3.3333333333333335,5.625,5.333333333333333,3.3132878281869917,5.5911732100655485,22.636125772700975,0.9939863484560975,L3 opp K% 22.6,3.3711067788558093,0.3,23.14540059347181,19.583333333333332,18.912048805287238,18.912048805287238,R,1967.0,8,season_vs_rhp,0.242098824452323,10.089020771513352,63.50148367952522,whiff_prone,recent,1.0035384532267082,patient,0.9608482195845698,0.9785317507418397,elevated,1188,757,"680757,666176,800050,682657,656555,677587,683953,595978,694197",Steven Kwan; Jo Adell; Chase DeLauter; Angel Martínez; Rhys Hoskins; Brayan Rocchio; Travis Bazzana; Austin Hedges; Angel Genao,,24.050806782477732,93.91401151631477,FF,avg,False,,savant+statcast,False,,23,0.2413793103448276,soft,soft,-3.716415177361199,-0.12846398264843728,,"arsenal K% 18.8 (soft solo, -3.7 vs lg, -0.1 vs opp K%, opp K% vs RHP 18.9; slate #23/29 soft); stuff whiff 24.1% (avg), FF 93.9 mph; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,5.0,12.0,104.0,12.0,3.0,30.0,.326,.882,11.538461538461538,2,6,3.0,2,3,1.5,2026-07-02 A: 3.1IP 0K; 2025-09-13 A: 5.0IP 3K; 2025-08-10 H: 5.0IP 2K; 2024-09-11 H: 3.0IP 4K
23,Emerson Hancock,676106,SEA,R,TB,TB@SEA,3:10 PM CT,2026-08-09T20:10:00Z,ok,prior:2026-08-08,5.5396825396825395,22,2.4444444444444446,season_avg,starter,17.423715058421692,18.795605894499403,3.946325557637243,3.7068654223456803,1.5681343552579523,9,9,1.0,22,,22,2.243553106687403,1.1604585034590016,8.35530122490481,3.8074884258817705,23.225806,79.162191,41.7956656,40.866873,7.575757499999999,13.271605000000001,10.694598,24.090408,31.21853,64.88423373759647,63.870968,45.228902,1814.0,1177.0,0.0,,balanced,,clear,,1.0,,4.666666666666667,7.411764705882353,5.666666666666667,4.608333858952344,7.319118481865487,22.784807527784164,0.987500112632645,L3 opp K% 22.8,4.505065873317557,0.3,19.469026548672566,16.39344262295082,17.611524163568774,17.611524163568774,R,2152.0,8,season_vs_rhp,0.24419745723119604,6.489675516224189,70.50147492625369,contact_heavy,recent,0.9299999999999999,aggressive,1.0144825958702064,1.0,low,1083,730,"650490,666018,691406,683748,802415,656775,663743,680700,700246",Yandy Díaz; Jonathan Aranda; Junior Caminero; Victor Mesa; Chandler Simpson; Cedric Mullins; Nick Fortes; Richie Palacios; Carson Williams,,23.925067302175737,95.41498599439777,FF,avg,False,,savant+statcast,False,,28,0.06896551724137931,soft,soft,-5.076284941578308,-0.18780910514708182,UNDER_OK,"arsenal K% 17.4 (soft solo, -5.1 vs lg, -0.2 vs opp K%, opp K% vs RHP 17.6; slate #28/29 soft); stuff whiff 23.9% (avg), FF 95.4 mph; UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2)",2,,3.0,4.0,22.0,2.0,0.0,7.0,.368,.830,18.181818181818183,0,0,,3,4,1.3333333333333333,2026-07-12 A: 1.2IP 2K; 2025-09-03 A: 2.0IP 0K; 2025-09-01 A: 1.0IP 2K
24,J.T. Ginn,669372,ATH,R,BOS,ATH@BOS,12:35 PM CT,2026-08-09T17:35:00Z,ok,official,5.155837888888889,21,2.3333333333333335,season_start_est,starter,15.792361285561517,21.23041251914595,3.945616983219269,3.2334811557636884,1.4213125157005364,9,9,1.0,21,,21,3.9797689945452777,1.014450920178208,8.193642047593219,4.213030377157118,21.829522,74.48609400000001,47.1518987,35.1265822,8.108108099999999,19.122257,11.58704,26.963207,32.401747,61.06534870950028,55.093555,37.053326,1821.0,1112.0,0.0,,balanced,,medium,"elev_bb,elev_xfip",0.95,,6.333333333333333,10.260000000000002,5.5555555555555545,6.041982967357639,9.788012407119377,23.584972147367704,0.9539973106354167,L3 opp K% 23.6,5.607267247282291,0.3,21.05263157894737,21.58365261813538,23.735408560311285,23.735408560311285,R,1799.0,9,season_vs_rhp,0.2813622326658399,11.11111111111111,64.61988304093568,neutral,recent,1.0343022843483873,patient,0.95,0.9662666666666667,elevated,1115,704,"686765,678882,677800,575929,655316,678011,680776,642201,668670",Nick Sogard; Ceddanne Rafaela; Wilyer Abreu; Willson Contreras; Andruw Monasterio; Anthony Seigler; Jarren Duran; Eli White; Jake Rogers,,26.88581638262782,93.52520064205457,SI,strong,True,L3 K9 10.3,savant,False,,29,0.034482758620689655,soft,soft,-6.707638714438483,-7.943047274749768,SPIKE,"arsenal K% 15.8 (soft solo, -6.7 vs lg, -7.9 vs opp K%, opp K% vs RHP 23.7; slate #29/29 soft); stuff whiff 26.9% (strong), SI 93.5 mph; SPIKE (L3 K9 10.3) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+",1,,1.0,3.0,24.0,1.0,1.0,5.0,.227,.659,12.5,0,0,,1,3,3.0,2025-09-18 A: 6.0IP 3K
25,Cristian Javier,664299,HOU,R,SD,HOU@SD,7:20 PM CT,2026-08-10T00:20:00Z,ok,prior:2026-08-08,3.7251208484848477,17,1.8888888888888888,season_start_est,starter,23.478272929091155,24.86698596594904,3.5151462633726984,3.864013383085313,2.113044563618204,9,9,1.0,17,,17,4.939024620010777,1.317073232002874,7.573171084016525,5.663250588719811,18.4,74.485597,25.0,51.190476100000005,13.9534883,15.294118000000001,12.916667,24.375,35.294118000000005,62.5,64.8,39.791667,480.0,300.0,0.0,,fly_popup,"FB% 51.2, IFFB% 14.0",high,"high_bb,elev_hr,high_xfip,short_recent_ip,exit_xfip_bb",0.82,"short_recent_ip,exit_xfip_bb",2.3333333333333335,6.3,3.3333333333333335,2.417033875238274,6.525991463143338,21.720837485086758,1.035871660816403,L3 opp K% 21.7,2.701122984043265,0.3,19.03409090909091,20.408163265306122,20.494127176994734,20.494127176994734,R,2469.0,9,season_vs_rhp,0.26140031544778636,10.511363636363637,67.61363636363636,neutral,recent,0.9783155292237709,patient,0.9551465909090909,0.9734636363636364,elevated,187,293,"665487,630105,592518,664034,701538,669134,657757,593428,650859",Fernando Tatis; Jake Cronenworth; Manny Machado; Ty France; Jackson Merrill; Luis Campusano; Gavin Sheets; Xander Bogaerts; Luis Rengifo,,27.34798449612403,93.05975609756096,FF,strong,False,,savant+statcast,False,,7,0.7931034482758621,strong,strong,0.9782729290911547,2.9841457520964205,,"arsenal K% 23.5 (strong solo, +1.0 vs lg, +3.0 vs opp K%, opp K% vs RHP 20.5; slate #7/29 strong); stuff whiff 27.3% (strong), FF 93.1 mph; pitcher style FLY/popup (FB% 51.2, IFFB% 14.0)",2,,3.0,10.0,42.0,7.0,4.0,8.0,.229,.986,23.80952380952381,1,5,5.0,0,0,,2023-09-09 H: 4.0IP 5K
26,Michael Lorenzen,547179,COL,R,STL,COL@STL,1:15 PM CT,2026-08-09T18:15:00Z,ok,prior:2026-08-08,3.9766421354903945,19,2.111111111111111,season_start_est,starter,18.270688123161204,22.893233214101866,3.063239797570121,3.16923170914291,1.6443619310845081,9,9,1.0,19,,19,3.594427329483914,1.4210526651448032,6.687306659504956,4.761174175718666,15.384614999999998,82.399103,44.6153846,33.076923,6.9767441,10.204082,7.814833,25.037332,27.217391000000003,61.72224987555998,61.730768999999995,42.757591,2009.0,1240.0,0.0,,balanced,,high,"elev_bb,elev_hr,elev_xfip,short_recent_ip",0.8835,short_recent_ip,2.3333333333333335,5.90625,3.5555555555555554,2.5177470427813438,6.373047202040276,20.851975638507152,1.07903444690629,L3 opp K% 20.9,2.815925337233614,0.3,20.348837209302324,16.283716283716284,19.54484605087015,19.54484605087015,R,2241.0,9,season_vs_rhp,0.23610975759776692,10.755813953488373,67.44186046511628,neutral,recent,0.9762166999486483,patient,0.951846511627907,0.9705302325581395,elevated,1121,887,"802139,691023,671056,676475,665877,691026,691458,701675,677592",JJ Wetherholt; Jordan Walker; Iván Herrera; Alec Burleson; José Fermín; Masyn Winn; Blaze Jordan; Nathan Church; Everson Pereira,,18.808996238461834,93.98989637305701,FF,soft,False,,savant+statcast,True,"K9 6.7, soft L3 2.3, elev_xFIP 4.76",26,0.13793103448275862,soft,soft,-4.229311876838796,-1.274157927708945,FILLER,"soft-contact (K9 6.7, soft L3 2.3, elev_xFIP 4.76) + arsenal K% 18.3 (soft solo, -4.2 vs lg, -1.3 vs opp K%, opp K% vs RHP 19.5; slate #26/29 soft); stuff whiff 18.8% (soft), FF 94.0 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,37.0,53.0,271.0,21.0,6.0,63.0,.256,.701,19.55719557195572,1,3,3.0,1,2,2.0,2025-06-03 A: 2.2IP 2K; 2024-08-09 H: 4.1IP 3K
27,Shane Bieber,669456,TOR,R,PHI,TOR@PHI,12:35 PM CT,2026-08-09T17:35:00Z,ok,prior:2026-08-08,3.7668268521302517,17,1.8888888888888888,season_avg,starter,19.265161162828846,22.833639342107084,2.9626541646734976,3.0479102186528575,1.7338645046545964,9,9,1.0,17,,17,4.864865366432125,1.7027028782512437,6.810811513004975,5.004268421683207,16.568047,79.5053,46.2809917,36.3636363,6.8181818000000005,14.876033,8.950617,25.308642,32.159624,60.18518518518518,59.171598,34.259259,648.0,390.0,0.0,,balanced,,high,"high_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.84681,"exit_hr,exit_xfip_bb",3.0,6.074999999999999,4.444444444444445,3.2608918511782834,6.6033059986360225,20.699858529687116,1.086963950392761,L3 opp K% 20.7,2.7637233720549927,0.3,15.126050420168067,22.55005268703899,19.739696312364426,19.739696312364426,R,2305.0,8,season_vs_rhp,0.2803173509347952,11.484593837535014,69.187675070028,contact_heavy,recent,0.9514983979158756,patient,0.95,0.9617848739495798,elevated,355,293,"656941,607208,547180,650333,681082,669016,702222,650559,596117",Kyle Schwarber; Trea Turner; Bryce Harper; Luis Arraez; Bryson Stott; Brandon Marsh; Justin Crawford; Bryan De La Cruz; Garrett Stubbs,statcast_fallback,22.755829488303004,92.29383259911896,FF,avg,False,,statcast,True,"K9 6.8, soft L3 3.0, elev_xFIP 5.00",21,0.3103448275862069,soft,soft,-3.2348388371711536,-0.47453514953557985,UNDER_OK,"soft-contact (K9 6.8, soft L3 3.0, elev_xFIP 5.00) + arsenal K% 19.3 (soft solo, -3.2 vs lg, -0.5 vs opp K%, opp K% vs RHP 19.7; slate #21/29 soft); stuff whiff 22.8% (avg), FF 92.3 mph; UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2) — FILLER on K overs (pass/O3.5); under lane preferred when confirms hold; pitcher outs also live if clear/low risk and projected IP holds",2,,1.0,7.0,28.0,0.0,0.0,7.0,.250,.607,25.0,0,0,,0,0,,
28,Erik Miller,669062,BOS,L,ATH,ATH@BOS,12:35 PM CT,2026-08-09T17:35:00Z,ok,prior:2026-08-08,1.35,6,0.6666666666666666,opener_profile,opener_likely,22.77945171105349,22.91112743027291,1.3136735632428171,1.3136735632428171,2.050150653994814,9,9,1.0,6,,6,5.914286842346407,0.5142858123779483,12.600002403259735,3.3849124190897153,32.236841999999996,67.049808,54.054053999999994,27.027026999999997,5.0,25.974026,12.721893000000001,30.473373,26.651481,56.80473372781065,50.0,35.059172,676.0,384.0,0.0,,whiff,"K% 32.2, Contact% 67.0",medium,high_bb,0.9,,,,,,,,,,,,24.375,23.994811932555123,20.85308056872038,23.994811932555123,L,771.0,8,season_vs_lhp,0.22288874322817734,6.25,68.4375,neutral,recent,1.0172858394847846,free_swing,1.0164,1.0,low,275,401,"703607,805779,641680,691016,695720,661531,671732,691777,675961",Henry Bolte; Jacob Wilson; Jonah Heim; Tyler Soderstrom; Tommy White; Brian Serven; Lawrence Butler; Max Muncy; Alika Williams,,33.43666995397764,96.92149837133552,SI,elite,True,"K9 12.6, stuff whiff 33.4%",savant+statcast,False,,9,0.7241379310344828,strong,strong,0.27945171105348976,-1.2153602215016335,,"arsenal K% 22.8 (strong solo, +0.3 vs lg, -1.2 vs opp K%, opp K% vs LHP 24.0; slate #9/29 strong); stuff whiff 33.4% (elite), SI 96.9 mph; pitcher style WHIFF (K% 32.2, Contact% 67.0); stuff ceiling (K9 12.6, stuff whiff 33.4%); K-first arm — confirms overs / SPIKE caution on soft unders; also opener_likely — fade full-outing chalk",2,,5.0,6.0,19.0,5.0,0.0,2.0,.143,.511,31.57894736842105,3,3,1.0,2,3,1.5,2026-06-25 H: 0.1IP 0K; 2026-06-24 H: 1.0IP 1K; 2026-05-16 A: 0.2IP 1K; 2025-05-18 H: 1.0IP 2K; 2024-08-17 A: 1.0IP 2K
29,Brad Lord,695418,WSH,R,CIN,CIN@WSH,11:15 AM CT,2026-08-09T16:15:00Z,ok,official,1.3232018271028039,5,0.5555555555555556,opener_profile,opener_likely,22.73895983256091,23.19300030599281,1.2592231601649864,1.2592231601649864,2.0465063849304816,9,9,1.0,5,,5,3.203390192965028,1.0677967309883427,7.932204287341975,3.8066685013113943,20.717131,82.170543,58.4795321,26.3157894,6.6666666,20.930233,8.846154,26.25,34.210526,67.3076923076923,64.541833,45.139557,1040.0,700.0,0.0,,contact_gb,GB% 58.5,low,short_recent_ip,0.93,short_recent_ip,1.0,3.8571428571428568,2.3333333333333335,1.0290752351097179,3.969290192566054,21.864290610006854,1.0290752351097179,L3 opp K% 21.9,,,29.595015576323988,25.28409090909091,26.025316455696203,26.025316455696203,R,1975.0,8,season_vs_rhp,0.21872476502885105,14.018691588785046,54.517133956386296,whiff_prone,recent,1.07,three_true,0.9685471962616823,0.9485317757009346,elevated,531,509,"682829,701398,668709,663886,553993,699302,667472,680574,663647",Elly De La Cruz; Sal Stewart; JJ Bleday; Tyler Stephenson; Eugenio Suárez; Héctor Rodríguez; Dane Myers; Matt McLain; Ke'Bryan Hayes,,20.671706349206353,94.50870712401056,FF,soft,False,,savant+statcast,False,,10,0.6896551724137931,strong,strong,0.23895983256090858,-3.286356623135294,,"arsenal K% 22.7 (strong solo, +0.2 vs lg, -3.3 vs opp K%, opp K% vs RHP 26.0; slate #10/29 strong); stuff whiff 20.7% (soft), FF 94.5 mph; pitcher style GB/contact (GB% 58.5); also opener_likely — fade full-outing chalk",3,,2.0,4.0,27.0,0.0,0.0,8.0,.320,.680,14.814814814814815,1,1,1.0,1,3,3.0,2026-05-12 A: 2.2IP 3K; 2025-07-22 H: 4.0IP 1K
