rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,fip,siera,xera,stuff_plus,location_plus,pitching_plus,pitcher_k_pct,pitcher_contact_pct,z_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,swstr_pct,csw_pct,o_swing_pct,strike_pct,f_strike_pct,zone_pct,pitches,strikes,stuff_ceiling_bump,stuff_ceiling_note,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,last3_ks_adj,last3_k9_adj,last3_opp_k_pct,form_opp_factor,form_opp_note,form_ks,form_weight,lineup_k_pct,lineup_k_pct_vs_lhp,lineup_k_pct_vs_rhp,lineup_k_pct_vs_hand,lineup_k_vs_hand_side,lineup_k_vs_hand_pa,lineup_k_vs_hand_n,lineup_k_vs_hand_source,lineup_avg,lineup_bb_pct,lineup_bip_pct,lineup_woba,lineup_wrc_plus,lineup_iso,lineup_quality_n,lineup_quality_source,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,xba,xslg,xwoba,ba_against,slg_against,woba_against,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent,odds_status,odds_updated,odds_event_id,k_line,k_over_price,k_under_price,k_book,hits_line,hits_over_price,hits_under_price,hits_book,er_line,er_over_price,er_under_price,er_book,bb_line,bb_over_price,bb_under_price,bb_book,outs_line,outs_over_price,outs_under_price,outs_book,k_edge
19,Shane Baz,669358,BAL,R,MIN,BAL@MIN,12:40 PM CT,2026-08-12T17:40:00Z,ok,official,5.9275362318840585,25,2.7777777777777777,season_avg,starter,17.385897939526046,21.070500999938407,4.262465459047207,4.0382293756683225,1.5647308145573442,9,9,1.0,25,,25,3.0366749299168267,0.6601467238949623,7.921760686739549,4.125671734696011,3.3536916458631167,4.276884879393329,4.14,98.61002269632326,102.83646845211075,102.90729913753977,20.725389,80.483271,90.412979,38.7254901,37.990196,7.0967741,12.926829000000001,9.493670999999999,25.180832,32.463294999999995,64.46654611211574,62.003454000000005,44.449479,2212.0,1426.0,0.0,,balanced,,clear,,1.0,,5.0,7.232142857142858,6.222222222222221,5.023602027031359,7.266281503384644,22.394289873013808,1.0047204054062717,L3 opp K% 22.4,4.785682986931272,0.3,20.238095238095237,20.951302378255946,19.05839746491625,19.05839746491625,R,2209.0,9,season_vs_rhp,0.23620901386891782,8.333333333333334,69.3452380952381,0.31841233659748536,102.84527166040289,0.15990580931978057,9,fangraphs,neutral,recent,0.9539537770572483,neutral,0.9997,1.0,neutral,1296,910,"663616,668904,605137,665019,686797,807712,605170,702176,668952",Trevor Larnach; Royce Lewis; Josh Bell; Kody Clemens; Brooks Lee; Luke Keaschall; Victor Caratini; Alan Roden; Ryan Kreidler,,21.919703953129044,96.00492021276595,FF,soft,False,,savant+statcast,0.254,0.399,0.314,0.259,0.4,0.313,False,,22,0.25,soft,soft,-5.114102060473954,-1.6724995253902044,,"arsenal K% 17.4 (soft solo, -5.1 vs lg, -1.7 vs opp K%, opp K% vs RHP 19.1; slate #22/28 soft); stuff whiff 21.9% (soft), FF 96.0 mph; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",0,,2.0,6.0,33.0,3.0,1.0,10.0,.345,1.045,18.181818181818183,1,4,4.0,0,0,,2026-03-29 H: 5.1IP 4K,ok,2026-08-12T14:37:25Z,382fb88aee61d73f9cc4f47fabd2c7e7,4.5,-140,110,draftkings,5.5,-122,-109,draftkings,2.5,-127,-104,draftkings,1.5,-175,131,draftkings,17.5,-164,123,draftkings,-0.23753454095279292
20,Zac Thornton,804267,NYM,L,ATL,NYM@ATL,6:15 PM CT,2026-08-12T23:15:00Z,ok,prior:2026-08-11,5.6190476190476195,22,2.4444444444444446,season_avg,starter,21.691586136094678,24.630552840230255,4.208345591979089,4.503675534744111,1.952242752248521,9,9,1.0,22,,22,2.74576280062927,0.6864407001573175,6.177966301415857,4.244386263304671,3.692467503957248,4.608410697645143,4.63,97.14115107913669,92.86341726618703,90.05341726618704,17.647059000000002,80.935252,90.449438,40.5405405,36.036035999999996,5.0,11.504425,9.464286,25.357142999999997,32.786885,65.71428571428571,61.43790799999999,45.438283,560.0,368.0,0.0,,balanced,,low,elev_xfip,1.0,,3.3333333333333335,5.625,5.333333333333333,3.340297863777393,5.63675264512435,22.453087436695203,1.0020893591332178,L3 opp K% 22.5,3.519242392194039,0.3,19.70149253731343,19.653179190751445,21.74468085106383,19.653179190751445,L,1211.0,8,season_vs_lhp,0.2607982760909546,7.164179104477612,71.64179104477611,0.33206388234057554,108.43630107878312,0.18298222080747767,9,fangraphs,contact_heavy,recent,0.9333826930771665,neutral,1.0102223880597014,1.0,neutral,180,378,"686948,660670,621566,671739,645277,643289,573262,663586,805347",Drake Baldwin; Ronald Acuña Jr.; Matt Olson; Michael Harris II; Ozzie Albies; Mauricio Dubón; Mike Yastrzemski; Austin Riley; Jim Jarvis,statcast_fallback,19.49600932463869,88.5031055900621,FC,soft,False,,statcast,0.268,0.423,0.33,0.217,0.312,0.268,True,"K9 6.2, soft L3 3.3, elev_xFIP 4.24",13,0.5714285714285714,avg,avg,-0.8084138639053222,2.038406945343233,FILLER,"soft-contact (K9 6.2, soft L3 3.3, elev_xFIP 4.24) + arsenal K% 21.7 (avg solo, -0.8 vs lg, +2.0 vs opp K%, opp K% vs LHP 19.7; slate #13/28 avg); stuff whiff 19.5% (soft), FC 88.5 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",1,,1.0,5.0,23.0,1.0,1.0,6.0,.273,.713,21.73913043478261,1,5,5.0,0,0,,2026-07-27 H: 6.1IP 5K,no_player_props,2026-08-12T14:36:49Z,19261384ae25b556afee649a8ebe7008,,,,,,,,,,,,,,,,,,,,,
21,Dustin May,669160,MIL,R,SD,MIL@SD,3:10 PM CT,2026-08-12T20:10:00Z,ok,prior:2026-08-11,5.2272727272727275,22,2.4444444444444446,season_avg,starter,18.179993468991416,22.327345298414482,3.9588253082758516,3.65945376274098,1.6361994122092276,9,9,1.0,22,,22,2.973913043478261,0.6260869565217392,8.68695652173913,3.9091760040625285,3.2562110361845598,3.9696663370482654,4.06,101.63097266284927,101.91558568855834,103.97674006010494,23.029046,79.254079,89.285714,42.1875,36.875,7.6271186,14.506173,9.626825,27.690644,32.566697,64.68361276365603,59.751037,41.147807,1849.0,1196.0,0.0,,balanced,,clear,,1.0,,5.333333333333333,8.470588235294118,5.666666666666667,5.048847055165023,8.018757087615038,23.767802567368076,0.9466588228434419,L3 opp K% 23.8,4.657358914523885,0.3,16.022099447513813,19.64512040557668,20.646876384581304,20.646876384581304,R,2257.0,9,season_vs_rhp,0.28418888626883426,7.734806629834254,75.13812154696133,0.3171670453517369,102.36164139868035,0.14987876858994448,9,fangraphs,contact_heavy,recent,0.9299999999999999,neutral,1.0050867403314918,1.0,neutral,1166,681,"665487,650859,592518,664034,701538,669720,669134,593428,630105",Fernando Tatis Jr.; Luis Rengifo; Manny Machado; Ty France; Jackson Merrill; Austin Hays; Luis Campusano; Xander Bogaerts; Jake Cronenworth,,22.903390933506873,96.90924024640658,FF,avg,False,,savant+statcast,0.248,0.377,0.311,0.251,0.36,0.305,False,,21,0.2857142857142857,soft,soft,-4.320006531008584,-2.4668829155898884,UNDER_OK,"arsenal K% 18.2 (soft solo, -4.3 vs lg, -2.5 vs opp K%, opp K% vs RHP 20.6; slate #21/28 soft); stuff whiff 22.9% (avg), FF 96.9 mph; UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2)",2,,15.0,69.0,311.0,23.0,9.0,53.0,.189,.579,22.186495176848876,2,12,6.0,3,14,4.666666666666667,2026-06-15 H: 9.0IP 9K; 2026-05-09 A: 6.0IP 7K; 2025-06-09 A: 5.0IP 1K; 2023-05-12 H: 6.2IP 3K; 2023-05-06 A: 6.0IP 6K,ok,2026-08-12T14:37:38Z,08b25f6a0f8cef91660f3825d3a5a34e,4.5,-131,102,draftkings,5.5,107,-142,draftkings,2.5,122,-163,draftkings,1.5,-107,-124,draftkings,17.5,-129,-103,draftkings,-0.5411746917241484
22,George Klassen,691946,LAA,R,TEX,TEX@LAA,9:10 PM CT,2026-08-13T02:10:00Z,ok,prior:2026-08-11,3.1483360188638803,16,1.7777777777777777,season_shrunk,starter,24.612914707948956,28.340591168091166,3.725222513566341,3.9685775124762115,2.215162323715406,9,9,1.0,16,,16,14.538462604996798,1.0384616146426284,9.346154531783656,7.427623026360459,7.351529075125994,7.802848776236537,7.8,96.66570175438598,80.45166666666667,79.68859649122807,17.307692,69.791667,81.818182,51.851851800000006,33.3333333,0.0,17.241379000000002,12.719298000000002,23.245614,21.276596,52.63157894736842,48.076923,38.157894999999996,228.0,120.0,0.0,,contact_gb,GB% 51.9,high,"high_bb,high_xfip,short_recent_ip,exit_xfip_bb",0.82,"short_recent_ip,exit_xfip_bb",3.0,9.346153846153847,2.888888888888889,2.897200590347858,9.025894146852943,23.29835228699007,0.9657335301159526,L3 opp K% 23.3,3.1573941827766436,0.3,24.758842443729904,25.987841945288753,22.544642857142858,22.544642857142858,R,2240.0,9,season_vs_rhp,0.22609281898645034,10.289389067524116,63.344051446945336,0.3191120980998024,105.51262832131427,0.17091159825500346,9,fangraphs,whiff_prone,recent,1.0470990822308794,patient,0.9581432475884244,0.9761273311897106,elevated,124,104,"592626,694671,608369,607043,677649,694497,669394,642851,670032",Joc Pederson; Wyatt Langford; Corey Seager; Brandon Nimmo; Ezequiel Duran; Evan Carter; Jake Burger; Austin Wynns; Nicky Lopez,statcast_fallback,31.719683824946983,96.54193548387099,FF,elite,True,stuff whiff 31.7%,statcast,0.273,0.441,0.411,0.289,0.447,0.42,False,,5,0.8571428571428571,elite,elite,2.1129147079489563,2.0682718508060987,,"arsenal K% 24.6 (elite solo, +2.1 vs lg, +2.1 vs opp K%, opp K% vs RHP 22.5; slate #5/28 elite); stuff whiff 31.7% (elite), FF 96.5 mph; pitcher style GB/contact (GB% 51.9); stuff ceiling (stuff whiff 31.7%)",2,,,,,,,,,,,0,0,,0,0,,,ok,2026-08-12T14:37:40Z,746e8bca45aba61663687aab5e41ca8f,4.5,-117,-109,draftkings,4.5,-121,-109,draftkings,2.5,-108,-123,draftkings,,,,,14.5,-146,110,fanduel,-0.774777486433659
23,Ranger Suarez,624133,BOS,L,TOR,BOS@TOR,6:07 PM CT,2026-08-12T23:07:00Z,ok,prior:2026-08-11,4.7895,20,2.2222222222222223,season_avg,starter,16.58854411425642,17.902358734354408,3.6794298040985076,3.217652617350101,1.4929689702830777,9,9,1.0,20,,20,2.621359223300971,0.5242718446601942,9.436893203883495,3.257803706564371,2.70365721600727,3.5725267804727303,3.57,94.42554878048782,106.42817073170731,100.97985365853658,25.471697999999996,77.777778,86.124402,40.925266900000004,31.672597800000002,14.6067415,17.314488,10.072816,27.305825,32.350049,62.98543689320388,64.858491,38.176292000000004,1648.0,1038.0,0.0,,whiff,K% 25.5,low,short_recent_ip,0.93,short_recent_ip,3.6666666666666665,8.485714285714284,3.8888888888888893,3.862426992562457,8.938759611358828,21.3596270321389,1.053389179789761,L3 opp K% 21.4,4.756909906511456,0.3,17.272727272727273,16.71309192200557,13.720930232558139,16.71309192200557,L,718.0,7,season_vs_lhp,0.24565094447539587,5.151515151515151,74.84848484848484,0.3010173903870902,92.10560073972607,0.11961263033921413,9,fangraphs,contact_heavy,recent,0.9299999999999999,aggressive,1.0251878787878788,1.0,low,448,1197,"807727,703520,665489,543807,672386,676391,665926,664702,664770",Charles McAdoo; Brett Bateman; Vladimir Guerrero Jr.; George Springer; Alejandro Kirk; Ernie Clement; Andrés Giménez; Myles Straw; Nathan Lukes,,22.08106060606061,90.36683937823835,SI,avg,False,,savant,0.247,0.349,0.293,0.235,0.338,0.281,False,,26,0.10714285714285714,soft,soft,-5.911455885743582,-0.12454780774915264,UNDER_OK,"arsenal K% 16.6 (soft solo, -5.9 vs lg, -0.1 vs opp K%, opp K% vs LHP 16.7; slate #26/28 soft); stuff whiff 22.1% (avg), SI 90.4 mph; pitcher style WHIFF (K% 25.5); UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2); K-first arm — confirms overs / SPIKE caution on soft unders",2,,4.0,23.0,77.0,2.0,0.0,11.0,.151,.387,29.87012987012987,2,12,6.0,1,10,10.0,2026-07-26 H: 4.0IP 6K; 2026-04-27 A: 8.0IP 10K; 2025-06-13 H: 7.0IP 6K,ok,2026-08-12T14:37:52Z,275215c7903b36c511b863b276f1010b,4.5,111,-142,draftkings,4.5,-121,-109,draftkings,1.5,-134,101,draftkings,1.5,104,-139,draftkings,15.5,106,-140,draftkings,-0.8205701959014924
24,Framber Valdez,664285,DET,L,CLE,CLE@DET,5:40 PM CT,2026-08-12T22:40:00Z,ok,prior:2026-08-11,5.353361403508772,23,2.5555555555555554,season_avg,starter,16.068875800144774,19.670455794102452,3.6122001330110374,3.3307159058305147,1.4461988220130297,9,9,1.0,23,,23,3.180628399299837,0.8481675731466233,7.28010500284185,4.1423869151380615,4.03255981076872,4.244842751655061,4.29,102.53528479445269,97.38555720653792,101.68382367508666,18.458781,81.104034,91.087344,53.5532994,28.426395900000003,6.25,13.567839000000001,8.77712,26.5286,32.370433,64.54635108481263,60.752688,41.876543,2028.0,1309.0,0.0,,contact_gb,GB% 53.6,clear,,1.0,,5.0,7.105263157894737,6.333333333333333,5.050467702137999,7.176980418827682,22.2751647243236,1.0100935404275997,L3 opp K% 22.3,4.268996663098926,0.3,20.526315789473685,17.98941798941799,18.44973758578926,17.98941798941799,L,945.0,9,season_vs_lhp,0.24414360616441558,11.052631578947368,65.0,0.31437734414596485,100.85044145545336,0.14203897647895966,9,fangraphs,neutral,recent,0.979852987347785,patient,0.95,0.9669684210526316,elevated,466,1559,"680757,800050,608070,663993,666176,683953,682657,672275,677587",Steven Kwan; Chase DeLauter; José Ramírez; Nathaniel Lowe; Jo Adell; Travis Bazzana; Angel Martínez; Patrick Bailey; Brayan Rocchio,,19.664552238805975,93.86651982378855,SI,soft,False,,savant,0.255,0.389,0.319,0.259,0.378,0.318,False,,27,0.07142857142857142,soft,soft,-6.431124199855226,-1.9205421892732168,UNDER_OK,"arsenal K% 16.1 (soft solo, -6.4 vs lg, -1.9 vs opp K%, opp K% vs LHP 18.0; slate #27/28 soft); stuff whiff 19.7% (soft), SI 93.9 mph; pitcher style GB/contact (GB% 53.6); UNDER_OK — 2/2+ confirms (GB/FLY style, Exp K ≤4.2); GB/contact out-getter — soft matchup strengthens under; elite mix alone is not a nuke over without length",2,,6.0,25.0,141.0,13.0,2.0,24.0,.190,.572,17.73049645390071,2,10,5.0,0,0,,2026-05-18 H: 5.0IP 3K; 2023-08-01 H: 9.0IP 7K,ok,2026-08-12T14:37:20Z,e2e25c66df409559d9d80cd2f5c0583e,4.5,-105,-122,draftkings,5.5,-124,-107,draftkings,2.5,128,-171,draftkings,1.5,-119,-111,draftkings,17.5,-153,115,draftkings,-0.8877998669889626
25,José Soriano,667755,TOR,R,BOS,BOS@TOR,6:07 PM CT,2026-08-12T23:07:00Z,ok,prior:2026-08-11,4.757286738574447,20,2.2222222222222223,season_avg,starter,17.013796068896106,20.75276335415963,3.4827387790602318,3.0497612872676605,1.5312416462006495,9,9,1.0,20,,20,4.229765034119155,0.8459530068238311,9.16449090725817,3.7146993226679506,3.7715930353034945,4.08931728002978,4.38,97.52252367681098,104.60476356317888,104.73225152289412,24.482108999999998,71.356275,85.501859,51.796407099999996,29.341317300000004,8.163265299999999,16.320475000000002,13.242863999999999,28.96584,34.324943000000005,62.18998596162845,58.380414,38.623596,2137.0,1329.0,0.0,,balanced,,medium,high_bb,0.9,,5.0,8.1,5.555555555555556,5.246944599757372,8.500050251606941,21.441049712093818,1.0493889199514743,L3 opp K% 21.4,4.493019593242899,0.3,16.36828644501279,18.303571428571427,20.518266779949023,20.518266779949023,R,2354.0,9,season_vs_rhp,0.2748660423748028,12.27621483375959,67.26342710997443,0.3328562309496464,109.91386007730408,0.17861157785507692,9,fangraphs,neutral,recent,0.9783544466059941,patient,0.95,0.9522854219948849,elevated,1161,975,"807799,678882,668939,575929,677800,702332,680776,655316,686765",Masataka Yoshida; Ceddanne Rafaela; Adley Rutschman; Willson Contreras; Wilyer Abreu; Caleb Durbin; Jarren Duran; Andruw Monasterio; Nick Sogard,,31.6636129815984,96.34537521815008,SI,elite,True,stuff whiff 31.7%,savant+statcast,0.243,0.383,0.322,0.218,0.322,0.289,False,,25,0.14285714285714285,soft,soft,-5.486203931103894,-3.5044707110529174,SPIKE,"arsenal K% 17.0 (soft solo, -5.5 vs lg, -3.5 vs opp K%, opp K% vs RHP 20.5; slate #25/28 soft); stuff whiff 31.7% (elite), SI 96.3 mph; SPIKE (stuff whiff 31.7%) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+",1,,2.0,4.0,35.0,4.0,2.0,11.0,.407,1.153,11.428571428571429,1,1,1.0,1,3,3.0,2025-06-04 A: 3.2IP 3K; 2024-04-05 H: 3.0IP 1K,ok,2026-08-12T14:37:52Z,275215c7903b36c511b863b276f1010b,5.5,117,-149,draftkings,4.5,-120,-111,draftkings,1.5,-152,114,draftkings,2.5,123,-164,draftkings,16.5,-120,-111,draftkings,-2.0172612209397682
26,Ryan Feltner,663372,COL,R,AZ,COL@AZ,2:40 PM CT,2026-08-12T19:40:00Z,ok,prior:2026-08-11,4.311535882352941,19,2.111111111111111,season_avg,starter,21.027309916777543,23.631680568576847,3.4359299810869923,3.8158727473261194,1.8924578925099789,9,9,1.0,19,,19,3.6219512195121952,1.975609756097561,6.475609756097561,4.886124460362806,5.740834578072153,4.951554489285288,5.46,92.24865716429107,96.73188297074275,91.81381845461365,16.480447,77.725857,88.619855,43.1297709,41.221374,12.962962899999999,15.849057,10.71161,25.093632999999997,30.091984,62.62172284644195,61.452514,42.996255,1335.0,836.0,0.0,,fly_popup,"FB% 41.2, IFFB% 13.0",high,"elev_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.893855,"exit_hr,exit_xfip_bb",3.0,4.959183673469388,5.444444444444444,3.2192819331905875,5.32167013445791,20.9674086957341,1.0730939777301958,L3 opp K% 21.0,2.549396859862364,0.3,19.060773480662984,16.730038022813687,19.559099437148216,19.559099437148216,R,2132.0,9,season_vs_rhp,0.25383808959058235,8.011049723756907,69.88950276243094,0.330223875619043,106.87870144375616,0.17216554628209518,9,fangraphs,contact_heavy,recent,0.9499054968305323,neutral,1.0026005524861878,1.0,neutral,676,659,"663457,682998,672515,606466,571448,543510,694374,545121,814439",Lars Nootbaar; Corbin Carroll; Gabriel Moreno; Ketel Marte; Nolan Arenado; James McCann; Tim Tawa; Ildemaro Vargas; Ryan Waldschmidt,,23.547226493199297,94.82884615384614,FF,avg,False,,savant+statcast,0.263,0.495,0.355,0.269,0.516,0.364,True,"K9 6.5, soft L3 3.0, elev_xFIP 4.89",15,0.5,avg,avg,-1.4726900832224565,1.4682104796293274,UNDER_OK,"soft-contact (K9 6.5, soft L3 3.0, elev_xFIP 4.89) + arsenal K% 21.0 (avg solo, -1.5 vs lg, +1.5 vs opp K%, opp K% vs RHP 19.6; slate #15/28 avg); stuff whiff 23.5% (avg), FF 94.8 mph; pitcher style FLY/popup (FB% 41.2, IFFB% 13.0) — FILLER on K overs (pass/O3.5); under lane preferred when confirms hold; pitcher outs also live if clear/low risk and projected IP holds; fly/popup out-getter — BIP outs over Ks; same under cue as GB style",3,,4.0,12.0,87.0,10.0,2.0,21.0,.288,.836,13.793103448275861,1,2,2.0,1,4,4.0,2024-09-17 H: 6.2IP 2K; 2024-03-31 A: 5.0IP 4K,ok,2026-08-12T14:37:48Z,728cc32aaa264e0fe4b6cf664f88bf6e,3.5,128,-164,draftkings,5.5,106,-141,draftkings,2.5,-152,114,draftkings,2.5,104,-139,draftkings,14.5,-171,128,draftkings,-0.06407001891300768
27,Bryan King,687911,HOU,L,SF,HOU@SF,2:45 PM CT,2026-08-12T19:45:00Z,ok,prior:2026-08-11,1.5,7,0.7777777777777778,opener_profile,opener_likely,24.624768099264585,22.300867890682706,1.8074929759196066,1.8074929759196066,2.2162291289338127,9,9,1.0,7,,7,3.101351910912369,1.2770272574345047,7.297298613911456,4.398273466268509,4.643109085126249,4.051862749118701,4.11,98.85869618696192,106.4636900369004,103.16595325953263,18.518519,84.275184,91.60000000000001,46.4052287,33.9869281,7.6923076,17.532468,7.852761,23.926379999999998,33.909287,66.13496932515338,62.5,43.190183999999995,815.0,539.0,0.0,,balanced,,medium,"elev_hr,elev_xfip",1.0,,,,,,,,,,,,20.65868263473054,26.67844522968198,20.309708159618822,26.67844522968198,L,566.0,6,season_vs_lhp,0.24573697129990568,7.18562874251497,70.65868263473054,0.32087116368037033,103.76728204754136,0.17198793898380035,9,fangraphs,neutral,recent,1.0197612883741096,neutral,1.0100293413173653,1.0,neutral,324,491,"808982,642715,805811,646240,682674,687551,678545,701852,683766",Jung Hoo Lee; Willy Adames; Bryce Eldridge; Rafael Devers; Victor Bericoto; Drew Gilbert; Osleivis Basabe; Drew Cavanaugh; Christian Koss,,18.030638747716544,91.93586497890297,FF,soft,False,,savant+statcast,0.252,0.378,0.313,0.262,0.414,0.329,False,,4,0.8928571428571429,elite,elite,2.1247680992645854,-2.0536771304173946,,"arsenal K% 24.6 (elite solo, +2.1 vs lg, -2.1 vs opp K%, opp K% vs LHP 26.7; slate #4/28 elite); stuff whiff 18.0% (soft), FF 91.9 mph; also opener_likely — fade full-outing chalk",1,,1.0,3.0,4.0,0.0,0.0,0.0,.000,.000,75.0,1,3,3.0,0,0,,2025-04-01 H: 1.0IP 3K,no_player_props,,f29dc80a9001791b4c29705a39d2237f,,,,,,,,,,,,,,,,,,,,,
28,Daniel Lynch IV,663738,KC,L,LAD,KC@LAD,9:10 PM CT,2026-08-13T02:10:00Z,ok,prior:2026-08-11,1.395,6,0.6666666666666666,opener_profile,opener_likely,18.32620956147633,22.166275016412143,0.9470236114738995,0.9470236114738995,1.6493588605328697,9,9,1.0,6,,6,2.643357101702421,0.3776224431003459,6.986015197356398,4.2243785769916595,3.0822979927062986,3.9178722395485543,3.37,105.9662621271594,96.12983342079298,105.39386230347807,19.170984,71.732523,79.473684,50.0,38.4057971,7.547169800000001,15.714286,13.098592,29.014085,33.016627,62.816901408450704,56.476684,40.704225,710.0,446.0,0.0,,contact_gb,GB% 50.0,medium,"elev_xfip,short_recent_ip",0.93,short_recent_ip,2.0,10.8,1.6666666666666665,2.073495145631068,11.196873786407767,21.702486304256215,1.036747572815534,L3 opp K% 21.7,,,19.661016949152543,19.144385026737968,19.304837952090182,19.144385026737968,L,935.0,8,season_vs_lhp,0.25299317029224083,7.796610169491525,71.86440677966101,0.3473591818238771,119.62659971080598,0.182430369019544,9,fangraphs,contact_heavy,recent,0.9299999999999999,neutral,1.0045305084745764,1.0,neutral,289,421,"660271,518692,681624,663656,571970,605141,669242,669743,666163",Shohei Ohtani; Freddie Freeman; Andy Pages; Kyle Tucker; Max Muncy; Mookie Betts; Tommy Edman; Alex Call; Ben Rortvedt,,27.64768147345612,94.42142857142858,SI,strong,True,L3 K9 10.8,savant+statcast,0.231,0.349,0.285,0.193,0.295,0.25,True,"K9 7.0, soft L3 2.0, elev_xFIP 4.22",20,0.32142857142857145,soft,soft,-4.173790438523671,-0.8181754652616391,SPIKE,"soft-contact (K9 7.0, soft L3 2.0, elev_xFIP 4.22) + arsenal K% 18.3 (soft solo, -4.2 vs lg, -0.8 vs opp K%, opp K% vs LHP 19.1; slate #20/28 soft); stuff whiff 27.6% (strong), SI 94.4 mph; pitcher style GB/contact (GB% 50.0); SPIKE (L3 K9 10.8) — no soft U6; prefer U6.5+ or pass; GB/contact out-getter — soft matchup strengthens under; elite mix alone is not a nuke over without length; also opener_likely — fade full-outing chalk",3,,3.0,9.0,51.0,7.0,1.0,8.0,.186,.596,17.647058823529413,2,6,3.0,0,0,,2025-06-28 H: 1.1IP 2K; 2023-07-01 H: 5.0IP 4K,ok,2026-08-12T14:37:05Z,b0c3869f276e1d63fbbce0cfdcbf8f1c,,,,,,,,,1.5,-165,125,betmgm,,,,,,,,,
,Jackson Kent,800600,WSH,L,CHC,CHC@WSH,5:45 PM CT,2026-08-12T22:45:00Z,missing_arsenal,prior:2026-08-11,5.333815831134564,22,2.47833866901202,default,starter,,,,,,9,0,,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,clear,,1.0,,,,,,,,,,,,19.525065963060687,21.811460258780038,21.61978990172823,21.811460258780038,L,1082.0,8,season_vs_lhp,0.27090436913153776,10.817941952506596,67.81002638522428,0.3361120179560321,113.36724292070042,0.17372770251435643,9,fangraphs,neutral,recent,,patient,0.951007783641161,0.9697846965699208,elevated,0,0,,,,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,no_player_props,2026-08-12T14:37:07Z,ef65849259f26e9d34360ce6755ee236,,,,,,,,,,,,,,,,,,,,,
