batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
Brett Callahan,814430,7,L,DET,Sean Burke,CWS,R,CWS@DET,12:40 PM CT,official,0.5,recent,,,,,113.75,113.75,False,19.346773929857566,1
Daz Cameron,663662,7,R,TOR,Ryan Weathers,NYY,L,NYY@TOR,12:37 PM CT,official,0.5,recent,,,,,113.75,113.75,False,22.861912291064293,2
Yordan Alvarez,670541,2,L,HOU,Bryan Woo,SEA,R,SEA@HOU,6:20 PM CT,prior:2026-08-15,0.34591194968553457,vs_rhp,17.7,53.5,0.463,0.33,75.22650746855346,75.39778498427674,False,18.466824813513973,3
Rafael Flores Jr.,804668,5,R,PIT,Patrick Sandoval,BOS,L,BOS@PIT,12:35 PM CT,official,0.3684210526315789,vs_lhp,18.5,48.1,0.388,0.262,72.05241776315789,69.00574013157895,False,16.48230088495575,4
Abimelec Ortiz,694673,2,L,WSH,Christian Scott,NYM,R,WSH@NYM,12:40 PM CT,official,0.3235294117647059,vs_rhp,17.9,50.0,0.417,0.302,69.8266911764706,69.92022058823531,False,16.332615290708286,5
Andrés Chaparro,665953,7,R,WSH,Christian Scott,NYM,R,WSH@NYM,12:40 PM CT,official,0.38095238095238093,vs_rhp,12.8,47.4,0.368,0.242,69.1121130952381,64.09074404761904,False,26.47748478701825,6
Brandon Nimmo,607043,3,L,TEX,Jacob Lopez,ATH,L,TEX@ATH,3:05 PM CT,official,0.3387096774193548,vs_lhp,10.7,51.4,0.369,0.291,65.93034274193548,63.46360887096774,False,18.1867351305092,7
Alec Burleson,676475,3,L,STL,Edward Cabrera,CHC,R,STL@CHC,2:15 PM CT,official,0.3259493670886076,vs_rhp,11.5,49.7,0.387,0.299,65.63587420886076,64.19403085443038,False,13.932606019109919,8
Shohei Ohtani,660271,1,L,LAD,Logan Henderson,MIL,R,MIL@LAD,3:10 PM CT,official,0.2872340425531915,vs_rhp,16.4,52.3,0.405,0.293,65.21559175531915,66.76201462765957,False,24.61001605853264,9
Kaelen Culpepper,701785,9,R,MIN,Andrew Painter,PHI,R,PHI@MIN,1:10 PM CT,official,0.3,vs_rhp,7.7,46.2,0.279,0.206,63.75,63.75,True,41.355421686746986,10
Mike Trout,545361,2,R,LAA,Noah Cameron,KC,L,KC@LAA,3:07 PM CT,official,0.29292929292929293,vs_lhp,16.0,47.3,0.387,0.258,63.00199179292929,63.284902146464646,False,22.65399680679333,11
Otto Lopez,672640,1,R,MIA,Nick Lodolo,CIN,L,MIA@CIN,12:40 PM CT,official,0.37272727272727274,vs_lhp,5.9,40.8,0.318,0.278,62.53835227272727,56.15573863636364,False,12.94804751682222,12
Jac Caglianone,695506,3,L,KC,Ryan Johnson,LAA,R,KC@LAA,3:07 PM CT,official,0.28113879003558717,vs_rhp,14.8,55.4,0.363,0.281,62.440129003558724,63.44318950177936,False,22.222351231666845,13
Andrew Vaughn,683734,5,R,MIL,Tarik Skubal,LAD,L,MIL@LAD,3:10 PM CT,official,0.36363636363636365,vs_lhp,5.5,41.8,0.339,0.267,62.21176136363637,56.51619318181818,False,12.213997792099297,14
Pete Alonso,624413,2,R,BAL,Freddy Peralta,TB,R,BAL@TB,11:15 AM CT,official,0.2701863354037267,vs_rhp,13.9,56.4,0.39,0.281,62.205508540372676,64.12744177018634,False,26.1764280455338,15
Munetaka Murakami,808959,2,L,CWS,Drew Anderson,DET,R,CWS@DET,12:40 PM CT,official,0.2571428571428571,vs_rhp,20.5,59.5,0.366,0.218,62.137723214285714,64.77370535714286,False,31.32977656808313,16
Drake Baldwin,686948,1,L,ATL,Michael Soroka,AZ,R,AZ@ATL,12:35 PM CT,official,0.2863247863247863,vs_rhp,13.3,51.3,0.373,0.279,61.78591613247863,62.235301816239314,False,29.038069233907667,17
Junior Caminero,691406,3,R,TB,Trevor Rogers,BAL,L,BAL@TB,11:15 AM CT,official,0.288135593220339,vs_lhp,13.6,50.4,0.37,0.272,61.6373093220339,61.868029661016955,False,17.12556320132287,18
Freddie Freeman,518692,2,L,LAD,Logan Henderson,MIL,R,MIL@LAD,3:10 PM CT,official,0.31893687707641194,vs_rhp,8.8,42.4,0.374,0.297,61.6199377076412,59.5155938538206,False,12.906426336557372,19
Fernando Tatis Jr.,665487,1,R,SD,Tanner Bibee,CLE,R,SD@CLE,12:40 PM CT,official,0.27837837837837837,vs_rhp,11.6,52.6,0.366,0.289,60.394712837837844,61.06704391891893,False,13.008164465642896,20
