batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
James Wood,695578,1,L,WSH,Grant Holmes,ATL,R,WSH@ATL,6:15 PM CT,official,0.2781954887218045,vs_rhp,21.5,58.5,0.424,0.279,68.40861137218045,71.62571193609023,False,28.163109716047362,1
Shohei Ohtani,660271,1,L,LAD,Bryan Woo,SEA,R,SEA@LAD,9:10 PM CT,prior:2026-07-29,0.296875,vs_rhp,16.7,53.7,0.411,0.296,66.9184375,68.2303125,False,23.64118696343232,2
Griffin Conine,665052,6,L,MIA,Nolan McLean,NYM,R,MIA@NYM,6:10 PM CT,official,0.3010752688172043,vs_rhp,16.0,56.0,0.386,0.28,66.03877688172044,66.60751344086022,False,21.425469753073,3
Alec Burleson,676475,3,L,STL,Javier Assad,CHC,R,CHC@STL,1:15 PM CT,official,0.32616487455197135,vs_rhp,11.4,48.4,0.381,0.298,65.08461245519715,63.437618727598576,False,14.259799737704274,4
Drake Baldwin,686948,1,L,ATL,Jake Irvin,WSH,R,WSH@ATL,6:15 PM CT,official,0.30412371134020616,vs_rhp,14.7,50.6,0.386,0.283,64.72987113402061,64.6936855670103,False,18.272478063327735,5
Esmerlyn Valdez,699013,4,R,PIT,Rhett Lowder,CIN,R,PIT@CIN,6:10 PM CT,prior:2026-07-29,0.25882352941176473,vs_rhp,26.9,53.8,0.37,0.226,64.62610294117647,67.88242647058824,False,36.694578163491315,6
Brandon Nimmo,607043,3,L,TEX,Shane McClanahan,TB,L,TEX@TB,11:10 AM CT,official,0.3173076923076923,vs_lhp,11.7,52.2,0.37,0.291,64.46951923076922,63.27163461538461,False,21.509744128987027,7
Tommy Edman,669242,5,S,LAD,Bryan Woo,SEA,R,SEA@LAD,9:10 PM CT,prior:2026-07-29,0.35064935064935066,vs_rhp,7.1,40.0,0.368,0.318,63.78181006493507,59.83559253246754,False,20.37617909150185,8
Freddie Freeman,518692,3,L,LAD,Bryan Woo,SEA,R,SEA@LAD,9:10 PM CT,prior:2026-07-29,0.3284671532846715,vs_rhp,9.8,43.3,0.382,0.298,63.58140282846715,61.32867016423357,False,16.727956115400247,9
Heliot Ramos,671218,3,R,SF,JP Sears,SD,L,SF@SD,8:40 PM CT,prior:2026-07-29,0.3220338983050847,vs_lhp,14.1,49.5,0.333,0.271,63.56245233050848,61.50513241525424,False,27.65644860197368,10
Nick Kurtz,701762,2,L,ATH,Sonny Gray,BOS,R,BOS@ATH,8:40 PM CT,prior:2026-07-29,0.27358490566037735,vs_rhp,18.2,57.4,0.375,0.245,63.30224056603774,65.09799528301888,False,29.144298296376927,11
John Rave,670231,2,L,KC,Bailey Ober,MIN,R,KC@MIN,12:40 PM CT,official,0.29411764705882354,vs_rhp,27.3,63.6,0.419,0.27,62.279411764705884,62.279411764705884,True,36.832256897787076,12
Ryan Jeffers,680777,2,R,MIN,Noah Cameron,KC,L,KC@MIN,12:40 PM CT,official,0.3114754098360656,vs_lhp,13.0,41.2,0.377,0.264,61.95566598360656,60.453145491803284,False,7.878428989955357,13
Ben Rice,700250,2,L,NYY,Sean Burke,CWS,R,NYY@CWS,1:10 PM CT,official,0.2804878048780488,vs_rhp,15.7,48.2,0.379,0.272,61.81565548780488,62.74001524390244,False,21.065469569362783,14
Michael Harris II,671739,4,L,ATL,Jake Irvin,WSH,R,WSH@ATL,6:15 PM CT,official,0.3004115226337449,vs_rhp,11.9,49.4,0.354,0.293,61.72490226337449,61.001826131687245,False,20.691336574726968,15
Willson Contreras,575929,4,R,BOS,Mason Barnett,ATH,R,BOS@ATH,8:40 PM CT,prior:2026-07-29,0.2874015748031496,vs_rhp,14.2,46.3,0.387,0.266,61.58609498031497,61.921641240157484,False,32.05268494949983,16
Miguel Vargas,678246,3,R,CWS,Ryan Weathers,NYY,L,NYY@CWS,1:10 PM CT,official,0.2773109243697479,vs_lhp,14.5,46.7,0.39,0.27,61.02202993697479,62.014608718487395,False,16.409783106712627,17
Jordan Walker,691023,2,R,STL,Javier Assad,CHC,R,CHC@STL,1:15 PM CT,official,0.27722772277227725,vs_rhp,13.7,49.3,0.362,0.281,60.278084777227726,60.966073638613864,False,18.96798209184779,18
Junior Caminero,691406,3,R,TB,Cole Winn,TEX,R,TEX@TB,11:10 AM CT,official,0.271523178807947,vs_rhp,13.0,50.5,0.369,0.277,59.791380380794706,60.80959644039736,False,12.986807708880189,19
Dominic Canzone,686527,4,L,SEA,Roki Sasaki,LAD,R,SEA@LAD,9:10 PM CT,prior:2026-07-29,0.2629310344827586,vs_rhp,14.8,48.1,0.377,0.279,59.70091594827586,61.41123922413793,False,23.344213047537856,20
Tommy White,695720,3,R,ATH,Sonny Gray,BOS,R,BOS@ATH,8:40 PM CT,prior:2026-07-29,0.34782608695652173,vs_rhp,5.4,35.1,0.323,0.307,59.61354619565218,54.45786684782609,False,10.74886363636364,21
Yandy Díaz,650490,1,R,TB,Cole Winn,TEX,R,TEX@TB,11:10 AM CT,official,0.3087719298245614,vs_rhp,7.1,46.9,0.355,0.284,59.57438048245614,57.558908991228066,False,19.055613376170868,22
Luis García Jr.,671277,2,L,WSH,Grant Holmes,ATL,R,WSH@ATL,6:15 PM CT,official,0.2901023890784983,vs_rhp,11.5,45.1,0.353,0.289,59.51430140784983,58.95355695392492,False,16.018092968684833,23
CJ Abrams,682928,4,L,WSH,Grant Holmes,ATL,R,WSH@ATL,6:15 PM CT,official,0.3037037037037037,vs_rhp,11.2,42.2,0.352,0.261,59.418495370370366,57.677060185185184,False,20.064054654963385,24
Elly De La Cruz,682829,1,S,CIN,Yohan Ramírez,PIT,R,PIT@CIN,6:10 PM CT,official,0.2559055118110236,vs_rhp,14.8,52.9,0.366,0.275,59.39648868110236,61.50933809055118,False,42.71083224474473,25
Pete Crow-Armstrong,691718,1,L,CHC,Andre Pallante,STL,R,CHC@STL,1:15 PM CT,official,0.2867383512544803,vs_rhp,11.7,48.4,0.361,0.254,59.37383512544803,58.974417562724014,False,24.39067208941686,26
Jac Caglianone,695506,3,L,KC,Bailey Ober,MIN,R,KC@MIN,12:40 PM CT,official,0.2589641434262948,vs_rhp,14.6,55.7,0.347,0.264,59.11047684262948,60.78164467131474,False,26.84523317936035,27
Jonathan Aranda,666018,2,L,TB,Cole Winn,TEX,R,TEX@TB,11:10 AM CT,official,0.29454545454545455,vs_rhp,10.5,44.8,0.358,0.263,58.97142045454545,57.85539772727273,False,19.586494709793882,28
Ronald Acuña Jr.,660670,2,R,ATL,Jake Irvin,WSH,R,WSH@ATL,6:15 PM CT,official,0.2781954887218045,vs_rhp,13.2,43.4,0.372,0.251,58.62892387218045,58.730399436090224,False,20.392269635795948,29
Matt Olson,621566,3,L,ATL,Jake Irvin,WSH,R,WSH@ATL,6:15 PM CT,official,0.26382978723404255,vs_rhp,14.4,50.7,0.357,0.246,58.47266622340426,59.574301861702125,False,20.488750838281955,30
