rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
1,Reid Detmers,672282,LAA,L,BAL,LAA@BAL,5:35 PM CT,2026-08-05T22:35:00Z,ok,official,5.3426086956521734,22,2.4444444444444446,season_avg,starter,24.955393181207814,28.28862448955816,6.388105105512922,5.691330274956349,2.2459853863087034,9,9,1.0,22,,22,2.7360001669921976,1.0800000659179727,10.44000063720707,3.579477363965553,28.265107,74.675972,34.9845201,45.510835900000004,10.2040816,13.846153999999999,whiff,"K% 28.3, Contact% 74.7",clear,short_recent_ip,0.96,short_recent_ip,6.666666666666667,13.500000000000002,4.444444444444444,8.013913043478261,0.3,26.8,0.22208452280772056,8.8,60.4,whiff_prone,recent,1.07,neutral,0.9955,1.0,neutral,513,1535,"681047,624413,683002,641933,691723,687952,702616,669236,665966",Christian Franklin; Pete Alonso; Gunnar Henderson; Tyler O'Neill; Coby Mayo; Christian Encarnacion-Strand; Jackson Holliday; Jeremiah Jackson; Carlos Narváez,,29.520046549648264,94.1086393088553,FF,strong,True,"K9 10.4, L3 K9 13.5, stuff whiff 29.5%",savant+statcast,False,,3,0.9310344827586207,elite,elite,2.455393181207814,-1.8446068187921867,,"arsenal K% 25.0 (elite solo, +2.5 vs lg, -1.8 vs opp K%, opp K% 26.8; slate #3/29 elite); stuff whiff 29.5% (strong), FF 94.1 mph; pitcher style WHIFF (K% 28.3, Contact% 74.7); stuff ceiling (K9 10.4, L3 K9 13.5, stuff whiff 29.5%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 6.4 (≥5.5)",0,trust,6.0,28.0,120.0,9.0,2.0,22.0,.200,.576,23.333333333333332,3,10,3.3333333333333335,2,12,6.0,2026-08-05 A: 3.0IP 5K; 2025-05-09 H: 1.0IP 1K; 2024-04-22 H: 7.0IP 4K; 2024-03-31 A: 5.0IP 7K; 2023-09-05 H: 6.2IP 5K
2,Sean Burke,680732,CWS,R,BOS,CWS@BOS,6:10 PM CT,2026-08-05T23:10:00Z,ok,official,6.1305263157894725,25,2.7777777777777777,season_start_est,starter,19.144227210857466,20.389644532311795,6.192614374523261,4.602381437288871,1.7229804489771718,9,9,1.0,25,,25,2.6782842918696383,0.9410188052514945,10.134048671939171,3.6489157628304207,27.722772000000003,76.828012,34.9206349,44.4444444,10.7142857,13.479624000000001,whiff,K% 27.7,clear,short_recent_ip,0.96,short_recent_ip,7.0,14.538461538461538,4.333333333333333,9.903157894736841,0.3,20.71005917159763,0.2848236387246283,8.579881656804734,67.45562130177515,neutral,recent,0.9761491199046417,neutral,0.9974810650887574,1.0,neutral,1230,769,"686765,678882,677800,575929,807799,702332,680776,655316,657136",Nick Sogard; Ceddanne Rafaela; Wilyer Abreu; Willson Contreras; Masataka Yoshida; Caleb Durbin; Jarren Duran; Andruw Monasterio; Connor Wong,,25.98151561699949,94.86621803499325,FF,avg,True,"K9 10.1, L3 K9 14.5",savant+statcast,False,,21,0.3103448275862069,soft,soft,-3.3557727891425344,-1.5658319607401658,SPIKE,"arsenal K% 19.1 (soft solo, -3.4 vs lg, -1.6 vs opp K%, opp K% 20.7; slate #21/29 soft); stuff whiff 26.0% (avg), FF 94.9 mph; pitcher style WHIFF (K% 27.7); SPIKE (K9 10.1, L3 K9 14.5) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",0,,1.0,5.0,25.0,3.0,1.0,5.0,.238,.836,20.0,0,0,,2,6,3.0,2026-08-05 A: 1.0IP 1K; 2025-04-20 A: 5.0IP 5K
3,Paul Skenes,694973,PIT,R,MIL,PIT@MIL,6:40 PM CT,2026-08-05T23:40:00Z,ok,official,5.2935001164237825,21,2.3333333333333335,season_avg,starter,22.71405522125137,25.233824097210967,5.810234588436616,4.689026009011012,2.0442649699126236,9,9,1.0,21,,21,2.310160474933491,0.9385026929417308,11.26203231530077,3.1234474310180493,30.46875,73.756906,39.6774193,41.2903225,11.71875,17.460317,whiff,"K% 30.5, Contact% 73.8, FB% 41.3, IFFB% 11.7",clear,,1.0,,8.666666666666666,14.326530612244898,5.444444444444444,8.426387940429695,0.3,20.498614958448755,0.24804725521746324,10.249307479224377,66.4819944598338,neutral,recent,0.991885693120842,patient,0.958684349030471,0.9766083102493075,elevated,1278,837,"668930,694192,669003,661388,592885,683734,800325,806198,666152",Brice Turang; Jackson Chourio; Garrett Mitchell; William Contreras; Christian Yelich; Andrew Vaughn; Luis Lara; Cooper Pratt; David Hamilton,,28.162517814726844,96.86944127708095,FF,strong,True,"K9 11.3, L3 K9 14.3, stuff whiff 28.2%",savant,False,,8,0.7586206896551724,strong,strong,0.2140552212513711,2.215440262802616,,"arsenal K% 22.7 (strong solo, +0.2 vs lg, +2.2 vs opp K%, opp K% 20.5; slate #8/29 strong); stuff whiff 28.2% (strong), FF 96.9 mph; pitcher style WHIFF (K% 30.5, Contact% 73.8, FB% 41.3, IFFB% 11.7); stuff ceiling (K9 11.3, L3 K9 14.3, stuff whiff 28.2%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 5.8 (≥5.5)",0,trust,6.0,41.0,128.0,8.0,2.0,18.0,.151,.455,32.03125,2,15,7.5,4,26,6.5,2026-07-12 H: 5.1IP 7K; 2026-04-24 A: 7.0IP 7K; 2025-08-12 A: 4.0IP 4K; 2025-06-25 A: 4.0IP 4K; 2025-05-23 H: 6.0IP 8K; 2024-07-11 A: 7.0IP 11K
4,Andre Pallante,669467,STL,R,NYY,STL@NYY,6:05 PM CT,2026-08-05T23:05:00Z,ok,official,5.650793650793651,24,2.6666666666666665,season_avg,starter,22.88909871513475,25.91907936142551,5.347000595171383,5.822245748204017,2.060018884362128,9,9,1.0,24,,24,2.5786517406560434,0.7584269825458951,6.522472049894699,3.9957931124441584,17.33871,80.163361,55.4347826,28.260869500000002,6.7307692,17.837838,contact_gb,GB% 55.4,clear,,1.0,,4.666666666666667,6.750000000000001,6.222222222222221,4.238095238095239,0.3,24.914675767918087,0.22067370848103485,7.849829351535837,65.8703071672355,neutral,recent,1.0506029039377618,neutral,1.0040515358361775,1.0,neutral,968,947,"663757,700250,671277,671218,682987,665862,641857,806146,669224",Trent Grisham; Ben Rice; Luis García Jr.; Heliot Ramos; Spencer Jones; Jazz Chisholm Jr.; Ryan McMahon; George Lombard Jr.; Austin Wells,,21.683296230905043,95.17247863247863,FF,soft,False,,savant+statcast,True,"K9 6.5, low-K volume",7,0.7931034482758621,strong,strong,0.38909871513475025,-2.025577052783337,MATCHUP_OK,"soft-contact profile (K9 6.5, low-K volume) but arsenal K% 22.9 (strong solo, +0.4 vs lg, -2.0 vs opp K%, opp K% 24.9; slate #7/29 strong); stuff whiff 21.7% (soft), FF 95.2 mph; pitcher style GB/contact (GB% 55.4) — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds; GB/contact out-getter — soft matchup strengthens under; elite mix alone is not a nuke over without length",1,,3.0,10.0,39.0,5.0,1.0,9.0,.265,.800,25.641025641025642,2,8,4.0,0,0,,2025-08-15 H: 5.0IP 8K; 2023-07-01 H: 0.2IP 0K
5,Trevor Rogers,669432,BAL,L,LAA,LAA@BAL,5:35 PM CT,2026-08-05T22:35:00Z,ok,official,5.412698412698413,23,2.5555555555555554,season_avg,starter,21.79380806922586,25.07292357391822,5.151247600600508,5.039197252558548,1.9614427262303276,9,9,1.0,23,,23,2.6261398785284413,0.8206687120401379,7.303951537157228,4.39434221847039,19.222462,78.441836,39.0532544,42.899408199999996,14.4827586,15.542522,fly_popup,"FB% 42.9, IFFB% 14.5",low,elev_xfip,1.0,,5.666666666666667,9.0,5.666666666666667,5.412698412698413,0.3,24.642857142857142,0.22126074644544733,8.214285714285714,65.35714285714286,neutral,recent,1.0522205276743524,neutral,1.0007714285714286,1.0,neutral,476,1307,"687263,545361,694384,687093,694208,518595,666139,642350,624428",Zach Neto; Mike Trout; Nolan Schanuel; Vaughn Grissom; Moisés Ballesteros; Travis d'Arnaud; Josh Lowe; Jose Siri; Adam Frazier,,23.369009638837078,93.52594458438288,FF,avg,False,,savant+statcast,False,,11,0.6551724137931034,strong,avg,-0.7061919307741391,-2.8490490736312815,,"arsenal K% 21.8 (avg solo, -0.7 vs lg, -2.8 vs opp K%, opp K% 24.6; slate #11/29 strong); stuff whiff 23.4% (avg), FF 93.5 mph; pitcher style FLY/popup (FB% 42.9, IFFB% 14.5)",1,,1.0,5.0,21.0,2.0,0.0,4.0,.235,.675,23.80952380952381,1,4,4.0,0,0,,2026-08-05 H: 3.2IP 4K
6,Bryan Woo,693433,SEA,R,DET,DET@SEA,8:40 PM CT,2026-08-06T01:40:00Z,ok,official,5.576041948175281,23,2.5555555555555554,season_avg,starter,21.19180389485711,21.045436756639425,5.052530675901533,4.230735636194004,1.90726235053714,9,9,1.0,23,,23,1.9445984201446458,0.9722992100723229,9.124654125294107,3.618340291308083,24.547284,77.687627,38.5507246,41.7391304,14.583333300000001,16.473988000000002,whiff,"K% 24.5, FB% 41.7, IFFB% 14.6",clear,,1.0,,6.666666666666667,11.25,5.333333333333333,6.970052435219102,0.3,18.803418803418804,0.32137842534872374,10.54131054131054,68.37606837606837,neutral,recent,0.9387066757141012,patient,0.9547423076923077,0.9731042735042735,elevated,1140,720,"805808,650402,693307,682985,690993,679529,703601,680664,656716",Kevin McGonigle; Gleyber Torres; Dillon Dingler; Riley Greene; Colt Keith; Spencer Torkelson; Max Clark; Eduardo Valencia; Zach McKinstry,,25.136821071752948,95.87456846950518,FF,avg,True,L3 K9 11.2,savant+statcast,False,,14,0.5517241379310345,avg,avg,-1.3081961051428905,2.3883850914383054,,"arsenal K% 21.2 (avg solo, -1.3 vs lg, +2.4 vs opp K%, opp K% 18.8; slate #14/29 avg); stuff whiff 25.1% (avg), FF 95.9 mph; pitcher style WHIFF (K% 24.5, FB% 41.7, IFFB% 14.6); stuff ceiling (L3 K9 11.2)",0,,3.0,20.0,78.0,1.0,1.0,18.0,.234,.543,25.641025641025642,1,7,7.0,2,13,6.5,2026-06-05 A: 6.1IP 7K; 2024-08-14 A: 7.0IP 6K; 2024-08-08 H: 6.2IP 7K
7,Shota Imanaga,684007,CHC,L,LAD,LAD@CHC,1:20 PM CT,2026-08-05T18:20:00Z,ok,official,5.5950724637681155,22,2.4444444444444446,season_avg,starter,23.874312517819522,24.519470454982002,4.9170004969081305,4.852614093204045,2.148688126603757,9,9,1.0,22,,22,2.044386463700864,1.691906038924853,8.389034109669062,3.8852265761634683,23.333333,72.959685,37.640449399999994,44.6629213,13.2075471,16.713092,fly_popup,"FB% 44.7, IFFB% 13.2",medium,"high_hr,exit_hr",0.97,exit_hr,5.333333333333333,8.150943396226415,5.888888888888889,5.067235438884331,0.3,19.705882352941178,0.2718919217758227,5.882352941176471,73.23529411764706,contact_heavy,recent,0.9299999999999999,aggressive,1.0193411764705882,1.0,low,516,1469,"660271,681624,518692,669242,663656,605141,571970,500743,676439",Shohei Ohtani; Andy Pages; Freddie Freeman; Tommy Edman; Kyle Tucker; Mookie Betts; Max Muncy; Miguel Rojas; Hunter Feduccia,,28.511158117398203,91.67127139364304,FF,strong,True,stuff whiff 28.5%,savant,False,,5,0.8620689655172413,elite,strong,1.3743125178195221,4.168430164878345,,"arsenal K% 23.9 (strong solo, +1.4 vs lg, +4.2 vs opp K%, opp K% 19.7; slate #5/29 elite); stuff whiff 28.5% (strong), FF 91.7 mph; pitcher style FLY/popup (FB% 44.7, IFFB% 13.2); stuff ceiling (stuff whiff 28.5%)",2,,6.0,27.0,129.0,9.0,7.0,30.0,.252,.773,20.930232558139537,4,17,4.25,2,10,5.0,2026-08-05 H: 5.0IP 6K; 2026-04-26 A: 5.1IP 6K; 2025-04-22 H: 5.2IP 6K; 2025-03-18 H: 4.0IP 2K; 2024-09-10 A: 7.0IP 4K; 2024-04-07 H: 4.0IP 3K
8,Eury Pérez,691587,MIA,R,ATL,MIA@ATL,6:15 PM CT,2026-08-05T23:15:00Z,ok,official,5.283333333333333,21,2.3333333333333335,season_avg,starter,25.1753725208466,25.866728034717834,4.828767264577035,5.280892010620254,2.265783526876194,9,9,1.0,21,,21,3.4394905294306697,1.1178344220649676,9.630573482405875,4.038327334760079,26.477541,73.647871,38.3141762,44.8275862,13.6752136,17.110266,whiff,"K% 26.5, Contact% 73.6, FB% 44.8, IFFB% 13.7",clear,,1.0,,3.3333333333333335,6.428571428571429,4.666666666666667,3.7738095238095237,0.3,22.570532915360502,0.20877704875492079,6.58307210031348,69.27899686520377,neutral,recent,0.9982853616357212,aggressive,1.0137354231974922,1.0,low,995,707,"686948,660670,621566,671739,645277,643289,657041,663586,669221",Drake Baldwin; Ronald Acuña Jr.; Matt Olson; Michael Harris II; Ozzie Albies; Mauricio Dubón; Lane Thomas; Austin Riley; Sean Murphy,,28.678370990926545,98.24768786127167,FF,strong,True,stuff whiff 28.7%,savant+statcast,False,,2,0.9655172413793104,elite,elite,2.675372520846601,2.6048396054860987,,"arsenal K% 25.2 (elite solo, +2.7 vs lg, +2.6 vs opp K%, opp K% 22.6; slate #2/29 elite); stuff whiff 28.7% (strong), FF 98.2 mph; pitcher style WHIFF (K% 26.5, Contact% 73.6, FB% 44.8, IFFB% 13.7); stuff ceiling (stuff whiff 28.7%); K-first arm — confirms overs / SPIKE caution on soft unders",0,,4.0,9.0,71.0,6.0,5.0,25.0,.391,1.156,12.67605633802817,1,6,6.0,4,5,1.25,2026-08-05 A: 1.0IP 2K; 2026-04-13 A: 4.0IP 2K; 2025-08-07 A: 5.1IP 1K; 2025-06-21 H: 4.2IP 6K; 2023-07-01 A: 0.1IP 0K
9,Kyle Harrison,690986,MIL,L,PIT,PIT@MIL,6:40 PM CT,2026-08-05T23:40:00Z,ok,official,4.549071848641211,18,2.0,season_avg,starter,24.084845841102677,31.891331236728565,4.8005581684746765,4.518417575662629,2.1676361256992407,9,9,1.0,18,,18,2.1513944877045312,1.0756972438522656,10.864542162907883,3.1297772841822757,29.618768,72.878999,37.0892018,40.8450704,8.045977,14.351852000000001,whiff,"K% 29.6, Contact% 72.9",low,short_recent_ip,0.93,short_recent_ip,4.666666666666667,10.8,3.888888888888889,5.458886218369455,0.3,24.269005847953217,0.24312399591201678,9.064327485380117,64.61988304093568,neutral,recent,1.0494646150570834,neutral,0.9931210526315789,0.993885380116959,mild,408,1049,"663968,664040,668804,699013,693304,682848,669707,804668,691373",Jake Mangum; Brandon Lowe; Bryan Reynolds; Esmerlyn Valdez; Nick Gonzales; Endy Rodríguez; Jared Triolo; Rafael Flores Jr.; Jhostynxon Garcia,,29.014412574001504,95.02476303317535,FF,strong,True,"K9 10.9, L3 K9 10.8, stuff whiff 29.0%",savant+statcast,False,,4,0.896551724137931,elite,elite,1.584845841102677,-0.18416000685054001,,"arsenal K% 24.1 (elite solo, +1.6 vs lg, -0.2 vs opp K%, opp K% 24.3; slate #4/29 elite); stuff whiff 29.0% (strong), FF 95.0 mph; pitcher style WHIFF (K% 29.6, Contact% 72.9); stuff ceiling (K9 10.9, L3 K9 10.8, stuff whiff 29.0%); K-first arm — confirms overs / SPIKE caution on soft unders",0,,2.0,19.0,42.0,1.0,0.0,6.0,.146,.362,45.23809523809524,2,19,9.5,0,0,,2026-04-26 H: 6.0IP 12K; 2024-04-26 H: 6.0IP 7K
10,Sonny Gray,543243,BOS,R,CWS,CWS@BOS,6:10 PM CT,2026-08-05T23:10:00Z,ok,official,5.428160795563206,22,2.4444444444444446,season_avg,starter,21.047351780966423,25.48995395668893,4.704102731871535,4.975380789814019,1.894261660286978,9,9,1.0,22,,22,2.3753666220604375,0.9501466488241749,7.7595309653974285,3.626057033526109,21.258134000000002,79.460847,47.7203647,31.3069908,2.9126213,11.212121,balanced,,clear,,1.0,,3.3333333333333335,6.75,4.444444444444445,4.0711205966724044,0.3,27.710843373493976,0.2004822656850118,9.036144578313253,61.144578313253014,whiff_prone,recent,1.07,neutral,0.9933746987951807,0.994110843373494,mild,1082,573,"803011,808959,678246,695657,643217,695731,671976,805367,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Colson Montgomery; Andrew Benintendi; Braden Montgomery; Tristan Peters; Chase Meidroth; Drew Romo,,21.902546989532528,92.08779069767442,SI,soft,False,,savant+statcast,False,,15,0.5172413793103449,avg,avg,-1.452648219033577,-6.663491592527553,,"arsenal K% 21.0 (avg solo, -1.5 vs lg, -6.7 vs opp K%, opp K% 27.7; slate #15/29 avg); stuff whiff 21.9% (soft), SI 92.1 mph",0,,14.0,69.0,320.0,25.0,7.0,62.0,.216,.612,21.5625,4,17,4.25,1,6,6.0,2026-08-05 H: 1.1IP 2K; 2024-05-03 H: 7.0IP 6K; 2023-09-17 A: 7.0IP 6K; 2023-07-22 H: 6.0IP 4K; 2023-04-12 H: 5.0IP 5K
