batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
Bryan De La Cruz,650559,7,R,PHI,Ryan Gusto,MIA,R,PHI@MIA,11:10 AM CT,official,0.4,vs_rhp,11.1,22.2,0.347,0.268,88.75,88.75,True,17.4357090723813,1
Christian Encarnacion-Strand,687952,5,R,BAL,Tarik Skubal,DET,L,BAL@DET,12:10 PM CT,official,0.5384615384615384,vs_lhp,18.2,40.9,0.383,0.273,87.56646634615385,75.60026442307692,False,23.56062437059416,2
Yordan Alvarez,670541,2,L,HOU,Grayson Rodriguez,LAA,R,HOU@LAA,8:38 PM CT,prior:2026-07-28,0.3404255319148936,vs_rhp,18.7,53.9,0.477,0.338,76.00661569148936,76.91971409574468,False,16.920906544435958,3
Eduardo Valencia,680664,6,R,DET,Trevor Rogers,BAL,L,BAL@DET,12:10 PM CT,official,0.3333333333333333,vs_lhp,25.0,66.7,0.461,0.311,72.08333333333333,72.08333333333333,True,49.650056328898515,4
Esmerlyn Valdez,699013,4,R,PIT,Eduardo Rodriguez,AZ,L,AZ@PIT,11:35 AM CT,official,0.3125,vs_lhp,28.0,54.7,0.372,0.227,70.8065625,71.62343750000001,False,31.634691098523337,5
James Wood,695578,1,L,WSH,Trey Yesavage,TOR,R,TOR@WSH,12:05 PM CT,official,0.2781954887218045,vs_rhp,21.8,58.7,0.423,0.276,68.47673637218045,71.70008693609023,False,29.156776357043366,6
Elly De La Cruz,682829,1,S,CIN,Joey Cantillo,CLE,L,CLE@CIN,6:10 PM CT,official,0.3263157894736842,vs_lhp,14.9,53.1,0.367,0.276,66.59064144736843,65.23422697368422,False,32.87408275580922,7
Tommy Edman,669242,6,S,LAD,Emerson Hancock,SEA,R,SEA@LAD,9:10 PM CT,prior:2026-07-28,0.3698630136986301,vs_rhp,7.2,41.0,0.378,0.327,66.57942636986301,61.995025684931505,False,16.820253364171574,8
Shohei Ohtani,660271,1,L,LAD,Emerson Hancock,SEA,R,SEA@LAD,9:10 PM CT,prior:2026-07-28,0.2924901185770751,vs_rhp,16.5,53.4,0.411,0.295,66.2996368577075,67.77638092885374,False,21.220670768386633,9
Otto Lopez,672640,1,R,MIA,Jesús Luzardo,PHI,L,PHI@MIA,11:10 AM CT,official,0.39215686274509803,vs_lhp,6.6,41.8,0.331,0.286,65.7431862745098,58.8328431372549,False,12.239880353463793,10
