rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,fip,siera,xera,stuff_plus,location_plus,pitching_plus,pitcher_k_pct,pitcher_contact_pct,z_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,swstr_pct,csw_pct,o_swing_pct,strike_pct,f_strike_pct,zone_pct,pitches,strikes,stuff_ceiling_bump,stuff_ceiling_note,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,last3_ks_adj,last3_k9_adj,last3_opp_k_pct,form_opp_factor,form_opp_note,form_ks,form_weight,lineup_k_pct,lineup_k_pct_vs_lhp,lineup_k_pct_vs_rhp,lineup_k_pct_vs_hand,lineup_k_vs_hand_side,lineup_k_vs_hand_pa,lineup_k_vs_hand_n,lineup_k_vs_hand_source,lineup_avg,lineup_bb_pct,lineup_bip_pct,lineup_woba,lineup_wrc_plus,lineup_iso,lineup_quality_n,lineup_quality_source,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,xba,xslg,xwoba,ba_against,slg_against,woba_against,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
11,Hayden Wesneski,669713,HOU,R,SF,HOU@SF,8:45 PM CT,2026-08-11T01:45:00Z,ok,official,5.933333333333334,24,2.6666666666666665,season_shrunk,starter,21.096734673034526,21.899242665604675,4.63142166072258,4.945976091646426,1.8987061205731073,9,9,1.0,24,,24,3.0857144538723786,0.0,6.171428907744757,4.3041383929834165,3.0011069796036702,4.702205714617634,5.65,95.95212903225806,100.07354838709678,98.08516129032259,16.666667,75.641026,91.176471,41.1764705,29.4117647,0.0,5.7142859999999995,12.101911,27.388535000000005,43.564356,65.60509554140127,70.833333,35.66879,157.0,103.0,0.0,,balanced,,low,elev_xfip,1.0,,4.0,5.785714285714286,6.222222222222222,4.087225356299914,5.911879533219518,22.019828160753843,1.0218063390749785,L3 opp K% 22.0,3.8974613219002756,0.3,21.069182389937108,25.93984962406015,20.508166969147005,20.508166969147005,R,1653.0,9,season_vs_rhp,0.20412053734553903,8.176100628930818,68.86792452830188,0.3183589216268546,102.00254767461881,0.16727973983401548,9,fangraphs,neutral,recent,0.9814942980849418,neutral,1.0011150943396225,1.0,neutral,48,109,"808982,642715,805811,646240,678545,687551,701852,687529,683766",Jung Hoo Lee; Willy Adames; Bryce Eldridge; Rafael Devers; Osleivis Basabe; Drew Gilbert; Drew Cavanaugh; Grant McCray; Christian Koss,statcast_fallback,26.4758064516129,92.7864864864865,SI,strong,False,,statcast,0.313,0.425,0.36,0.262,0.381,0.322,True,"K9 6.2, soft L3 4.0, elev_xFIP 4.30",10,0.55,avg,avg,-1.4032653269654745,0.5885677038875201,FILLER,"soft-contact (K9 6.2, soft L3 4.0, elev_xFIP 4.30) + arsenal K% 21.1 (avg solo, -1.4 vs lg, +0.6 vs opp K%, opp K% vs RHP 20.5; slate #10/20 avg); stuff whiff 26.5% (strong), SI 92.8 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",0,,7.0,25.0,106.0,13.0,11.0,19.0,.211,.932,23.58490566037736,3,7,2.3333333333333335,3,15,5.0,2026-08-10 A: 7.0IP 4K; 2025-04-01 H: 5.0IP 6K; 2024-06-26 A: 4.0IP 7K; 2024-06-17 H: 1.0IP 1K; 2023-09-05 H: 0.2IP 0K; 2023-06-11 A: 3.0IP 4K
12,Trevor Rogers,669432,BAL,L,MIN,BAL@MIN,6:40 PM CT,2026-08-10T23:40:00Z,ok,official,5.4393939393939394,23,2.5555555555555554,season_avg,starter,17.982715171268666,23.61869386318525,4.582156280435261,3.852822476292895,1.61844436541418,9,9,1.0,23,,23,2.4899135994136405,0.8559077997984389,7.625360398204274,4.20650672701658,3.4845158032286925,4.212977402109228,3.76,101.38923895689199,104.36801490154339,102.82998403406066,20.247934,78.265306,86.949153,39.714285700000005,42.5714285,14.0939597,15.580737,11.347896,27.224294,37.463977,68.46030900372935,69.421488,44.48,1877.0,1285.0,0.0,,fly_popup,"FB% 42.6, IFFB% 14.1",low,elev_xfip,1.0,,6.333333333333333,10.6875,5.333333333333333,6.16140717320931,10.39737460479071,23.127833625346273,0.9728537641909436,L3 opp K% 23.1,6.283935156767448,0.3,18.78980891719745,19.096509240246405,18.951392681594758,19.096509240246405,L,974.0,8,season_vs_lhp,0.25169065461402607,8.280254777070065,70.06369426751593,0.31805719695437085,102.52072375093483,0.14821924904650327,9,fangraphs,contact_heavy,recent,0.9440174349614374,neutral,1.0001777070063693,1.0,neutral,507,1369,"668885,680777,668904,605137,807712,686797,701785,605170,668952",Austin Martin; Ryan Jeffers; Royce Lewis; Josh Bell; Luke Keaschall; Brooks Lee; Kaelen Culpepper; Victor Caratini; Ryan Kreidler,,23.497245340119683,93.57845238095237,FF,avg,True,L3 K9 10.7,savant+statcast,0.246,0.386,0.3,0.249,0.392,0.301,False,,19,0.1,soft,soft,-4.517284828731334,-1.1137940689777395,SPIKE,"arsenal K% 18.0 (soft solo, -4.5 vs lg, -1.1 vs opp K%, opp K% vs LHP 19.1; slate #19/20 soft); stuff whiff 23.5% (avg), FF 93.6 mph; pitcher style FLY/popup (FB% 42.6, IFFB% 14.1); SPIKE (L3 K9 10.7) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; fly/popup out-getter — BIP outs over Ks; same under cue as GB style",2,,1.0,5.0,27.0,4.0,0.0,3.0,.136,.432,18.51851851851852,1,5,5.0,1,4,4.0,2026-08-10 A: 4.0IP 4K; 2026-03-26 H: 7.0IP 5K
13,Logan Henderson,701656,MIL,R,SD,MIL@SD,8:40 PM CT,2026-08-11T01:40:00Z,ok,official,5.121212121212121,20,2.2222222222222223,season_avg,starter,19.95028843134313,24.842642108013287,4.579090347516882,3.8461809744691164,1.7955259588208816,9,9,1.0,20,,20,1.8,1.26,11.16,2.9390448260307314,3.086821269989014,2.8200211161856705,2.62,104.95106821106822,105.15758043758044,105.76535392535392,32.291667000000004,75.862069,79.078014,29.661016899999996,46.610169400000004,14.545454499999998,17.647059000000002,12.911726000000002,28.985507,33.243968,69.6969696969697,69.791667,50.85639,759.0,529.0,0.0,,whiff,"K% 32.3, FB% 46.6, IFFB% 14.5",low,elev_hr,1.0,,7.333333333333333,11.0,6.0,7.368426148854498,11.052639223281748,22.392841655290397,1.0047853839347043,L3 opp K% 22.4,6.289212217961668,0.3,18.97590361445783,21.352785145888593,20.230473751600513,20.230473751600513,R,2343.0,9,season_vs_rhp,0.25083916473631684,8.734939759036145,69.57831325301204,0.3111228124855351,98.28230002162049,0.15163494493112412,9,fangraphs,contact_heavy,recent,0.9605053639306178,neutral,0.9960855421686747,1.0,neutral,530,229,"665487,630105,592518,664034,701538,650859,657757,666023,823550",Fernando Tatis Jr.; Jake Cronenworth; Manny Machado; Ty France; Jackson Merrill; Luis Rengifo; Gavin Sheets; Freddy Fermin; Sung-Mun Song,,28.955353218210362,92.96882352941176,FF,strong,True,"K9 11.2, L3 K9 11.0, stuff whiff 29.0%",savant+statcast,0.201,0.325,0.252,0.193,0.359,0.262,False,,14,0.35,soft,soft,-2.549711568656871,-0.2801853202573845,SPIKE,"arsenal K% 20.0 (soft solo, -2.5 vs lg, -0.3 vs opp K%, opp K% vs RHP 20.2; slate #14/20 soft); stuff whiff 29.0% (strong), FF 93.0 mph; pitcher style WHIFF (K% 32.3, FB% 46.6, IFFB% 14.5); SPIKE (K9 11.2, L3 K9 11.0, stuff whiff 29.0%) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",1,,,,,,,,,,,0,0,,1,7,7.0,2026-08-10 A: 6.1IP 7K
14,Gabriel Hughes,687312,COL,R,AZ,COL@AZ,8:40 PM CT,2026-08-11T01:40:00Z,ok,official,5.331653943125183,23,2.5555555555555554,season_start_est,starter,20.873189086533355,21.44275253368972,4.534265836290205,4.331833076483434,1.878587017788002,9,9,1.0,23,,23,2.7303371371652227,0.30337079301835806,8.494382204514025,3.7477009577350335,2.648619013406941,3.8509351429766636,2.42,88.24041468903438,103.69822790507364,91.04251667348609,23.140496,82.84518800000001,94.904459,44.4444444,37.037037,6.6666666,7.228916000000001,8.723404,24.893617000000003,32.156863,67.02127659574468,65.289256,45.744681,470.0,315.0,0.0,,balanced,,clear,,1.0,,4.0,7.5348837209302335,4.777777777777778,4.486499912165632,8.451313788032936,20.060180934352683,1.121624978041408,L3 vs soft K opps (20.1%),5.006608942506003,0.3,19.261213720316622,17.1875,19.235895157707684,19.235895157707684,R,2251.0,9,season_vs_rhp,0.24221379048620784,10.026385224274406,67.54617414248021,0.3280357660520372,105.33211672717071,0.16590278568037445,9,fangraphs,neutral,recent,0.9705078842520568,patient,0.9616937994722955,0.9792833773087072,elevated,296,174,"672695,682998,672515,606466,663457,571448,596146,694374,814439",Geraldo Perdomo; Corbin Carroll; Gabriel Moreno; Ketel Marte; Lars Nootbaar; Nolan Arenado; Max Kepler; Tim Tawa; Ryan Waldschmidt,,20.015311683463977,92.46332046332046,FF,soft,False,,savant+statcast,0.191,0.276,0.242,0.241,0.343,0.285,False,,11,0.5,avg,avg,-1.6268109134666453,1.6372939288256703,,"arsenal K% 20.9 (avg solo, -1.6 vs lg, +1.6 vs opp K%, opp K% vs RHP 19.2; slate #11/20 avg); stuff whiff 20.0% (soft), FF 92.5 mph",0,,,,,,,,,,,0,0,,1,3,3.0,2026-08-10 A: 4.0IP 3K
15,Freddy Peralta,642547,TB,R,ATH,TB@ATH,8:40 PM CT,2026-08-11T01:40:00Z,ok,official,4.881944444444444,22,2.4444444444444446,season_avg,starter,21.959325951039844,24.815114359313572,4.3448372387729375,4.483477947948911,1.976339335593586,9,9,1.0,22,,22,3.758522829102463,1.457386403121363,8.897727513793585,4.252284139542766,4.59534403813218,4.291062494122638,3.95,95.7166770821768,103.97298820642982,100.72550642001556,21.845574,75.790514,84.589041,40.896358500000005,38.095237999999995,11.029411699999999,16.620499,11.316397,25.034642,31.916480000000004,60.739030023094685,58.003766,38.031423,2165.0,1315.0,0.0,,balanced,,medium,"elev_bb,elev_hr,elev_xfip",0.95,,3.6666666666666665,7.2439024390243905,4.555555555555555,3.7524900660830105,7.413455984212777,21.985401306103014,1.0234063816590029,L3 opp K% 22.0,4.021342250695665,0.3,23.19277108433735,21.8707015130674,18.317853457172344,18.317853457172344,R,1938.0,9,season_vs_rhp,0.2335123588452694,6.325301204819277,67.7710843373494,0.3162571424950586,99.19925966337782,0.15119552450583365,9,fangraphs,neutral,recent,0.9610196125528477,aggressive,1.0157975903614458,1.0,low,1376,788,"643446,691016,805779,666126,671732,641680,703607,622268,680869",Jeff McNeil; Tyler Soderstrom; Jacob Wilson; Carlos Cortes; Lawrence Butler; Jonah Heim; Henry Bolte; Donovan Walton; Zack Gelof,,26.49304527788808,94.1784535186794,FF,strong,False,,savant+statcast,0.239,0.372,0.307,0.273,0.467,0.354,False,,9,0.6,avg,avg,-0.540674048960156,3.6414724938675,,"arsenal K% 22.0 (avg solo, -0.5 vs lg, +3.6 vs opp K%, opp K% vs RHP 18.3; slate #9/20 avg); stuff whiff 26.5% (strong), FF 94.2 mph",0,,5.0,23.0,99.0,8.0,5.0,21.0,.233,.725,23.232323232323232,3,16,5.333333333333333,1,5,5.0,2026-08-10 A: 6.0IP 5K; 2026-04-12 H: 6.0IP 6K; 2025-04-18 H: 5.0IP 5K; 2023-06-11 H: 5.0IP 5K
16,Bryce Elder,693821,ATL,R,NYM,NYM@ATL,6:15 PM CT,2026-08-10T23:15:00Z,ok,official,5.676171122994653,24,2.6666666666666665,season_avg,starter,19.643976942249317,22.315158276748676,4.309534477497869,4.767336408664482,1.7679579248024384,9,9,1.0,24,,24,2.984210586230842,1.3500000271044286,7.389473832571609,4.167045917364916,4.436821297093442,4.37386388556917,3.92,85.00497331910351,105.00993596584843,93.82696905016012,19.659735,80.73394499999999,91.304348,42.7807486,37.433155,11.4285714,12.631579,8.917197,25.212314000000003,30.873086999999998,62.95116772823779,62.003781000000004,40.998407,1884.0,1186.0,0.0,,balanced,,low,elev_hr,1.0,,3.3333333333333335,5.0,6.0,3.4262497389955726,5.139374608493359,21.88982290064668,1.0278749216986718,L3 opp K% 21.9,3.2413299714424393,0.3,23.529411764705884,24.02777777777778,22.106631989596877,22.106631989596877,R,2307.0,9,season_vs_rhp,0.24762414854010986,9.358288770053475,64.97326203208556,0.3059091584789365,94.57099578727451,0.1417596018599665,9,fangraphs,neutral,recent,1.0224542404669696,neutral,0.9904754010695187,0.9915336898395722,mild,1209,674,"805999,596019,666182,701807,676724,543760,683146,593871,682626",A.J. Ewing; Francisco Lindor; Bo Bichette; Carson Benge; Jared Young; Marcus Semien; Brett Baty; Jorge Polanco; Francisco Alvarez,,20.98003186404674,91.13484848484848,SI,soft,False,,savant,0.245,0.389,0.306,0.23,0.386,0.299,False,,16,0.25,soft,soft,-2.856023057750683,-2.4626550473475604,,"arsenal K% 19.6 (soft solo, -2.9 vs lg, -2.5 vs opp K%, opp K% vs RHP 22.1; slate #16/20 soft); stuff whiff 21.0% (soft), SI 91.1 mph; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",0,,7.0,33.0,154.0,11.0,6.0,36.0,.261,.745,21.428571428571427,4,21,5.25,3,14,4.666666666666667,2026-08-10 H: 5.0IP 4K; 2026-06-14 A: 4.0IP 2K; 2025-08-24 H: 6.0IP 6K; 2025-08-14 A: 7.0IP 6K; 2024-05-12 A: 5.1IP 6K; 2023-08-22 H: 5.1IP 3K; 2023-06-06 H: 6.0IP 8K
17,Michael Soroka,647336,AZ,R,COL,COL@AZ,8:40 PM CT,2026-08-11T01:40:00Z,ok,official,5.18,21,2.3333333333333335,season_avg,starter,18.871264393029563,25.095683400683033,3.9560620578601013,3.7246488402315765,1.6984137953726608,9,9,1.0,21,,21,1.8658536585365855,0.6585365853658537,8.670731707317072,3.5963076661272746,2.9160895626719405,3.6233283577806055,4.0,94.4550776397516,106.54700310559004,98.81855590062115,23.723723999999997,81.064163,91.530055,38.2608695,38.2608695,6.8181818000000005,13.362068999999998,9.379845000000001,26.511627999999998,36.842105000000004,66.74418604651163,64.564565,42.55814,1290.0,861.0,0.0,,balanced,,clear,short_recent_ip,0.96,short_recent_ip,3.6666666666666665,8.027027027027028,4.111111111111111,3.5682747875608407,7.8116285889845445,23.12041670321987,0.9731658511529566,L3 opp K% 23.1,4.49602623232666,0.3,21.306818181818183,23.70689655172414,21.438515081206496,21.438515081206496,R,2155.0,9,season_vs_rhp,0.27348812471420125,6.534090909090909,69.88636363636364,0.3519832576435559,108.7141397427518,0.19433692658702068,9,fangraphs,neutral,recent,0.9647551044468451,aggressive,1.0141272727272728,1.0,low,782,508,"664983,694249,681198,696100,666160,691720,650489,687859,687597",Jake McCarthy; Cole Carrigg; TJ Rumfield; Hunter Goodman; Mickey Moniak; Kyle Karros; Willi Castro; Troy Johnston; Jordan Beck,,22.424063464970498,93.68883610451306,FF,avg,False,,savant+statcast,0.249,0.408,0.309,0.233,0.359,0.284,False,,18,0.15,soft,soft,-3.6287356069704373,-2.5672506881769337,,"arsenal K% 18.9 (soft solo, -3.6 vs lg, -2.6 vs opp K%, opp K% vs RHP 21.4; slate #18/20 soft); stuff whiff 22.4% (avg), FF 93.7 mph; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,5.0,29.0,108.0,9.0,2.0,19.0,.209,.621,26.85185185185185,4,21,5.25,1,8,8.0,2026-08-10 H: 4.1IP 4K; 2026-05-22 H: 6.0IP 2K; 2026-05-17 A: 5.2IP 8K; 2025-06-17 H: 6.0IP 9K; 2024-06-30 H: 4.0IP 6K
18,Jacob Lopez,682052,ATH,L,TB,TB@ATH,8:40 PM CT,2026-08-11T01:40:00Z,ok,official,4.181124375,19,2.111111111111111,season_start_est,starter,17.70692223631713,21.204031364928117,3.8251007490230498,3.139671657115187,1.5936230012685417,9,9,1.0,19,,19,5.160000393676788,1.5600001190185637,8.40000064086919,5.411402447350655,5.313488106536878,5.057445433496069,3.52,95.88725482597619,101.29519312570288,97.20077750749907,20.289855000000003,78.095238,82.849604,31.415929199999997,51.327433600000006,14.6551724,21.39738,9.766454,25.760793,29.952267,60.65109695682944,60.57971,40.651558,1413.0,857.0,0.0,,fly_popup,"FB% 51.3, IFFB% 14.7",high,"high_bb,high_hr,high_xfip,exit_hr,exit_xfip_bb",0.84681,"exit_hr,exit_xfip_bb",7.333333333333333,11.423076923076923,5.777777777777778,7.495874052991078,11.676265351774564,22.012109439613656,1.0221646435896925,L3 opp K% 22.0,5.424435296808064,0.3,19.461077844311376,17.333333333333332,17.961914565105506,17.333333333333332,L,1050.0,8,season_vs_lhp,0.26217519953764723,5.389221556886228,72.45508982035928,0.3327366631323306,112.62808834018686,0.14866259145554814,9,fangraphs,contact_heavy,recent,0.9299999999999999,aggressive,1.0232862275449102,1.0,low,384,1028,"650490,666018,691406,668723,676356,802415,663743,670764,700246",Yandy Díaz; Jonathan Aranda; Junior Caminero; Ryan Vilade; Jonny DeLuca; Chandler Simpson; Nick Fortes; Taylor Walls; Carson Williams,,24.327003831417624,90.52736625514405,FF,avg,True,L3 K9 11.4,savant+statcast,0.211,0.323,0.291,0.27,0.451,0.358,False,,20,0.05,soft,soft,-4.79307776368287,0.37358890298379777,SPIKE,"arsenal K% 17.7 (soft solo, -4.8 vs lg, +0.4 vs opp K%, opp K% vs LHP 17.3; slate #20/20 soft); stuff whiff 24.3% (avg), FF 90.5 mph; pitcher style FLY/popup (FB% 51.3, IFFB% 14.7); SPIKE (L3 K9 11.4) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; fly/popup out-getter — BIP outs over Ks; same under cue as GB style",4,,3.0,15.0,67.0,2.0,2.0,14.0,.215,.577,22.388059701492537,2,14,7.0,1,1,1.0,2026-08-10 H: 7.0IP 5K; 2025-08-12 H: 7.0IP 9K; 2025-06-30 A: 3.1IP 1K
19,Jameson Taillon,592791,TOR,R,BOS,BOS@TOR,6:07 PM CT,2026-08-10T23:07:00Z,ok,official,4.638112471849866,20,2.2222222222222223,season_avg,starter,19.89109552231242,24.915599902983214,3.681128420691916,3.5992627071991796,1.7901985970081176,9,9,1.0,20,,20,3.2625,2.925,8.1,4.748628659546375,6.674321269989013,4.493749759642643,6.07,92.38731871173775,99.72128278877126,96.60340627861683,20.809248999999998,75.555556,85.714286,33.4710743,50.0,5.7851239,13.99177,11.382114,27.420547,33.131068,62.67553584626755,56.936416,39.0983,1353.0,848.0,0.0,,balanced,,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,3.3333333333333335,7.5,4.0,3.3394174396096683,7.513689239121753,22.459007104175175,1.0018252318829004,L3 opp K% 22.5,3.872148418841637,0.3,17.42627345844504,18.68686868686869,21.0431654676259,21.0431654676259,R,2224.0,9,season_vs_rhp,0.2713555624021395,10.99195710455764,67.5603217158177,0.3309089303140141,107.97693473045601,0.17391068973221477,9,fangraphs,neutral,recent,0.9820714513671779,patient,0.95,0.9676965147453084,elevated,757,596,"686765,678882,677800,575929,807799,702332,680776,678011,657136",Nick Sogard; Ceddanne Rafaela; Wilyer Abreu; Willson Contreras; Masataka Yoshida; Caleb Durbin; Jarren Duran; Anthony Seigler; Connor Wong,,25.96317377974074,91.82479999999998,FF,avg,False,,savant+statcast,0.264,0.543,0.371,0.26,0.543,0.371,False,,15,0.3,soft,soft,-2.608904477687581,-1.1520699453134817,,"arsenal K% 19.9 (soft solo, -2.6 vs lg, -1.2 vs opp K%, opp K% vs RHP 21.0; slate #15/20 soft); stuff whiff 26.0% (avg), FF 91.8 mph; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 · Soft%≥20 (or take U6.5+ / pass)",1,,8.0,36.0,189.0,11.0,5.0,38.0,.215,.638,19.047619047619047,1,3,3.0,0,0,,2026-08-10 H: 4.0IP 3K
20,Blade Tidwell,694918,SF,R,HOU,HOU@SF,8:45 PM CT,2026-08-11T01:45:00Z,ok,official,1.4409789473684211,6,0.6666666666666666,opener_profile,opener_likely,24.01783600636585,26.855856416640727,1.2975209798230372,1.3123035453152407,2.1616052405729267,9,9,1.0,6,,6,2.1176470588235294,0.5294117647058824,6.882352941176471,4.317660557522493,3.2044683288125433,4.032090048410339,3.3,107.82248963298841,94.04907103825137,96.24954152617913,18.840580000000003,75.93984999999999,89.156627,39.2156862,41.1764705,47.619047599999995,29.411765000000003,11.347517999999999,27.659574,30.864198,63.47517730496454,69.565217,42.553191,282.0,179.0,0.0,,fly_popup,"FB% 41.2, IFFB% 47.6",low,elev_xfip,1.0,,4.5,7.593749999999999,5.333333333333334,4.583516301389697,7.7346837585951125,22.090027250323416,1.0185591780865992,L3 opp K% 22.1,1.238390717854223,0.19999999999999998,20.263157894736842,19.04176904176904,20.594965675057207,20.594965675057207,R,2622.0,9,season_vs_rhp,0.2544112421327869,11.578947368421053,66.3157894736842,0.3373854107286631,117.35837055022431,0.18779282630889282,9,fangraphs,neutral,recent,0.9928022237917461,patient,0.95,0.9606526315789474,elevated,156,126,"665161,670541,670623,514888,666211,572233,662139,701358,543877",Jeremy Peña; Yordan Alvarez; Isaac Paredes; Jose Altuve; Taylor Trammell; Christian Walker; Daulton Varsho; Cam Smith; Christian Vázquez,statcast_fallback,27.871448325081406,95.81941747572816,FF,strong,True,stuff whiff 27.9% + FB 95.8,statcast,0.239,0.334,0.282,0.25,0.328,0.285,True,"K9 6.9, soft L3 4.5, elev_xFIP 4.32, Soft% 29.4",6,0.75,strong,elite,1.517836006365851,3.422870331308644,MATCHUP_OK,"soft-contact profile (K9 6.9, soft L3 4.5, elev_xFIP 4.32, Soft% 29.4) but arsenal K% 24.0 (elite solo, +1.5 vs lg, +3.4 vs opp K%, opp K% vs RHP 20.6; slate #6/20 strong); stuff whiff 27.9% (strong), FF 95.8 mph; pitcher style FLY/popup (FB% 41.2, IFFB% 47.6) — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds; fly/popup out-getter — BIP outs over Ks; same under cue as GB style; also opener_likely — fade full-outing chalk",3,,1.0,6.0,22.0,1.0,0.0,4.0,.200,.477,27.272727272727273,1,6,6.0,0,0,,2026-08-10 H: 5.2IP 6K
