batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
George Lombard Jr.,806146,6,R,NYY,Chris Sale,ATL,L,ATL@NYY,2:05 PM CT,official,0.5,vs_lhp,14.3,57.1,0.361,0.252,113.75,113.75,True,33.951582986728425,1
Ronny Simon,682927,6,S,PIT,Robert Stock,NYM,R,NYM@PIT,5:40 PM CT,official,0.36363636363636365,vs_rhp,0.0,11.1,0.378,0.342,79.6590909090909,79.6590909090909,True,2.419936535321482,2
Yordan Alvarez,670541,2,L,HOU,Michael King,SD,R,HOU@SD,6:15 PM CT,official,0.3475409836065574,vs_rhp,18.0,53.6,0.471,0.336,76.02847336065574,76.35517418032788,False,16.647495432390745,3
Angel Genao,694197,9,S,CLE,Anthony Kay,CWS,L,CLE@CWS,6:15 PM CT,official,0.3333333333333333,vs_lhp,16.7,50.0,0.34,0.305,72.08333333333333,72.08333333333333,True,2.4289375881071384,4
Max Clark,703601,7,L,DET,Landen Roupp,SF,R,DET@SF,6:15 PM CT,official,0.32,vs_rhp,0.0,43.8,0.329,0.258,68.75,68.75,True,45.81896500635095,5
Elly De La Cruz,682829,1,S,CIN,Andrew Alvarez,WSH,L,CIN@WSH,5:45 PM CT,official,0.330188679245283,vs_lhp,14.3,51.9,0.37,0.275,66.5498054245283,64.88849646226416,False,32.826943573667705,6
Shohei Ohtani,660271,1,L,LAD,Brandon Pfaadt,AZ,R,LAD@AZ,7:10 PM CT,official,0.2878228782287823,vs_rhp,16.6,52.8,0.413,0.3,65.96916282287823,67.74176891143912,False,25.80709762716186,7
Spencer Jones,682987,7,L,NYY,Chris Sale,ATL,L,ATL@NYY,2:05 PM CT,official,0.3333333333333333,vs_lhp,12.1,60.0,0.31,0.217,63.51270833333333,60.292291666666664,False,31.052804766834267,8
Drake Baldwin,686948,1,L,ATL,Gerrit Cole,NYY,R,ATL@NYY,2:05 PM CT,official,0.2922374429223744,vs_rhp,14.1,51.1,0.38,0.281,63.057181792237444,63.443434646118725,False,24.503880070546735,9
Freddie Freeman,518692,3,L,LAD,Brandon Pfaadt,AZ,R,LAD@AZ,7:10 PM CT,official,0.3230240549828179,vs_rhp,9.1,43.3,0.378,0.3,62.58771799828179,60.4658902491409,False,11.875665740400043,10
Chase DeLauter,800050,3,L,CLE,Anthony Kay,CWS,L,CLE@CWS,6:15 PM CT,official,0.3474576271186441,vs_lhp,6.4,45.7,0.347,0.276,62.34482521186441,58.0213188559322,False,18.568471937726862,11
Riley Greene,682985,4,L,DET,Landen Roupp,SF,R,DET@SF,6:15 PM CT,official,0.2951388888888889,vs_rhp,14.7,48.6,0.366,0.261,62.0751388888889,61.83069444444445,False,26.256229691467016,12
Munetaka Murakami,808959,2,L,CWS,Gavin Williams,CLE,R,CLE@CWS,6:15 PM CT,official,0.25757575757575757,vs_rhp,19.9,59.1,0.362,0.217,61.62601325757576,64.06035037878789,False,32.772246472712126,13
Ryan Jeffers,680777,2,R,MIN,Robert Gasser,MIL,L,MIN@MIL,6:10 PM CT,official,0.3188405797101449,vs_lhp,11.6,41.3,0.366,0.26,61.49124547101449,59.21484148550724,False,12.856905628492752,14
Bobby Witt Jr.,677951,2,R,KC,Clay Holmes,CHC,R,CHC@KC,6:10 PM CT,official,0.27303754266211605,vs_rhp,12.1,52.5,0.386,0.307,61.344066766211604,62.8515646331058,False,19.3151966982976,15
Jordan Walker,691023,2,R,STL,Kyle Freeland,COL,L,COL@STL,6:15 PM CT,official,0.2972972972972973,vs_lhp,13.1,47.8,0.354,0.276,61.250979729729735,60.588614864864866,False,13.935943445937877,16
Junior Caminero,691406,3,R,TB,George Kirby,SEA,R,TB@SEA,8:50 PM CT,official,0.27639751552795033,vs_rhp,13.9,51.0,0.378,0.278,61.201001552795034,62.28362577639753,False,21.631196574210467,17
Griffin Conine,665052,5,L,MIA,Walbert Ureña,LAA,R,LAA@MIA,3:10 PM CT,official,0.2711864406779661,vs_rhp,15.6,53.3,0.365,0.263,61.04770656779661,62.39275953389831,False,32.1272561845541,18
Willson Contreras,575929,4,R,BOS,Gage Jump,ATH,L,ATH@BOS,3:10 PM CT,official,0.27835051546391754,vs_lhp,14.5,46.1,0.389,0.267,60.89223904639175,61.75283827319588,False,24.088870786123852,19
Michael Harris II,671739,4,L,ATL,Gerrit Cole,NYY,R,ATL@NYY,2:05 PM CT,official,0.29213483146067415,vs_rhp,11.6,49.6,0.353,0.294,60.77660814606742,60.431116573033705,False,16.89448087108906,20
Jake Bauers,641343,3,L,MIL,Taj Bradley,MIN,R,MIN@MIL,6:10 PM CT,official,0.2744360902255639,vs_rhp,13.9,53.3,0.367,0.258,60.51079652255639,61.4421170112782,False,26.710668446391832,21
Bryce Harper,547180,3,L,PHI,Max Scherzer,TOR,R,TOR@PHI,5:05 PM CT,official,0.2889733840304182,vs_rhp,11.4,45.1,0.388,0.275,60.425150903041825,60.33585670152092,False,17.995431877904707,22
Jac Caglianone,695506,3,L,KC,Clay Holmes,CHC,R,CHC@KC,6:10 PM CT,official,0.2717391304347826,vs_rhp,13.8,54.9,0.352,0.272,60.24860054347826,61.28726902173913,False,20.66221131114748,23
John Rave,670231,6,L,KC,Clay Holmes,CHC,R,CHC@KC,6:10 PM CT,official,0.2727272727272727,vs_rhp,19.4,38.7,0.362,0.261,59.98428977272727,60.88480113636364,False,31.72164893617022,24
Dillon Dingler,693307,3,R,DET,Landen Roupp,SF,R,DET@SF,6:15 PM CT,official,0.2867132867132867,vs_rhp,11.6,44.7,0.375,0.286,59.96351617132867,59.89097683566433,False,22.294848152923937,25
Fernando Tatis Jr.,665487,1,R,SD,Peter Lambert,HOU,R,HOU@SD,6:15 PM CT,official,0.27932960893854747,vs_rhp,11.1,52.9,0.357,0.286,59.86764839385474,60.26429294692737,False,22.423172707118177,26
Matt Olson,621566,3,L,ATL,Gerrit Cole,NYY,R,ATL@NYY,2:05 PM CT,official,0.265625,vs_rhp,15.5,50.5,0.365,0.251,59.592187499999994,60.9240625,False,26.974671110009456,27
Pete Alonso,624413,2,R,BAL,Jacob deGrom,TEX,R,BAL@TEX,6:15 PM CT,official,0.2549019607843137,vs_rhp,13.1,55.3,0.378,0.273,59.388008578431375,61.62728553921569,False,27.347532646338,28
Jonathan Aranda,666018,2,L,TB,George Kirby,SEA,R,TB@SEA,8:50 PM CT,official,0.2983050847457627,vs_rhp,10.2,45.5,0.357,0.266,59.37519597457627,58.083066737288135,False,18.135386484188594,29
Gabriel Moreno,672515,3,R,AZ,Yoshinobu Yamamoto,LAD,R,LAD@AZ,7:10 PM CT,official,0.3056768558951965,vs_rhp,7.2,42.2,0.372,0.293,59.30331058951965,57.55821779475983,False,16.773834954953458,30
CJ Abrams,682928,1,L,WSH,Chase Burns,CIN,R,CIN@WSH,5:45 PM CT,official,0.3047945205479452,vs_rhp,10.8,42.6,0.347,0.259,59.16070205479452,57.23097602739726,False,18.637506788081605,31
Pete Crow-Armstrong,691718,1,L,CHC,Seth Lugo,KC,R,CHC@KC,6:10 PM CT,official,0.27666666666666667,vs_rhp,12.1,49.7,0.366,0.258,59.11822916666667,59.47177083333334,False,29.726265077026028,32
Jeremy Peña,665161,1,R,HOU,Michael King,SD,R,HOU@SD,6:15 PM CT,official,0.31797235023041476,vs_rhp,5.5,41.5,0.355,0.299,59.03629752304147,56.187055011520734,False,18.33319061045726,33
Ronald Acuña Jr.,660670,2,R,ATL,Gerrit Cole,NYY,R,ATL@NYY,2:05 PM CT,official,0.26875,vs_rhp,14.1,45.8,0.376,0.258,58.9275,59.895,False,22.76853307710226,34
