rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source
11,Patrick Sandoval,663776,BOS,L,TOR,TOR@BOS,6:15 PM CT,2026-07-24T23:15:00Z,ok,official,5.166666666666667,22,2.4444444444444446,season_shrunk,starter,23.512712475519137,24.7880926028408,5.138813370681631,5.039588141923467,2.1161441227967224,9,9,1.0,22,,22,1.9285714942581822,0.9642857471290911,9.642857471290911,3.4245658260168557,clear,,5.0,9.642857142857144,4.666666666666666,5.535714285714287,0.19999999999999998,37,104,"676391,665489,672960,543807,672386,676914,662139,649966,664702",Ernie Clement; Vladimir Guerrero Jr.; Kazuma Okamoto; George Springer; Alejandro Kirk; Davis Schneider; Daulton Varsho; Luis Urías; Myles Straw,statcast_fallback
12,Shane McClanahan,663556,TB,L,CLE,CLE@TB,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,5.055555555555555,21,2.3333333333333335,season_avg,starter,27.949226879674296,29.116880408259718,5.098308518090245,5.783297882986064,2.5154304191706864,9,9,1.0,21,,21,3.065934065934066,0.6923076923076923,8.406593406593407,4.003549945518211,clear,,4.0,6.230769230769231,5.777777777777778,3.4999999999999996,0.3,296,1131,"682657,800050,656555,677587,681807,683953,672356,595978,690984",Angel Martínez; Chase DeLauter; Rhys Hoskins; Brayan Rocchio; David Fry; Travis Bazzana; Gabriel Arias; Austin Hedges; Petey Halpin,
13,Eduardo Rodriguez,593958,AZ,L,WSH,AZ@WSH,5:45 PM CT,2026-07-24T22:45:00Z,ok,official,5.833333333333334,24,2.6666666666666665,season_avg,starter,21.589384643783305,22.470872493008233,5.027680875701574,5.307401251002248,1.9430446179404972,9,9,1.0,24,,24,3.1628572118019584,0.9257143058932562,6.325714423603917,4.5533028505874125,low,elev_xfip,3.6666666666666665,6.75,4.888888888888888,4.375,0.3,544,1311,"695578,678554,665953,682928,686611,696285,695670,671277,683083",James Wood; Curtis Mead; Andrés Chaparro; CJ Abrams; Dylan Crews; Jacob Young; Harry Ford; Luis García Jr.; Nasim Nuñez,
14,Joey Cantillo,676282,CLE,L,TB,CLE@TB,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,4.542857142857143,20,2.2222222222222223,season_avg,starter,20.573479691804792,22.58392748606439,5.0030669921560404,4.1619324377739355,1.8516131722624312,9,9,1.0,20,,20,4.415094339622642,1.0188679245283019,9.50943396226415,4.151503400532706,medium,high_bb,7.666666666666667,13.8,5.0,6.965714285714286,0.3,424,1390,"650490,666018,691406,656775,676356,802415,668723,810938,663743",Yandy Díaz; Jonathan Aranda; Junior Caminero; Cedric Mullins; Jonny DeLuca; Chandler Simpson; Ryan Vilade; Ben Williamson; Nick Fortes,
15,Jared Jones,683003,PIT,R,CHC,CHC@PIT,5:40 PM CT,2026-07-24T22:40:00Z,ok,official,4.444444444444445,18,2.0,season_avg,starter,22.903266189038643,25.75710370291476,4.930255984263314,4.122587914026957,2.061293957013478,9,9,1.0,18,,18,2.7,1.125,10.8,3.110520757362247,clear,,7.666666666666667,13.8,5.0,6.814814814814816,0.3,410,241,"691718,673548,683737,608324,664023,663538,699393,608348,621020",Pete Crow-Armstrong; Seiya Suzuki; Michael Busch; Alex Bregman; Ian Happ; Nico Hoerner; Pedro Ramírez; Carson Kelly; Dansby Swanson,
16,Roki Sasaki,808963,LAD,R,NYM,LAD@NYM,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,4.843137254901961,21,2.3333333333333335,season_avg,starter,25.006475195339856,27.756297345851934,4.910919028120102,5.175835433601674,2.250582767580587,9,9,1.0,21,,21,3.5307693343755084,1.973076980974549,8.82692333593877,4.310484514012133,high,"elev_bb,high_hr,elev_xfip",4.333333333333333,7.977272727272727,4.888888888888889,4.292780748663102,0.3,873,643,"805999,665742,666182,596019,701807,673357,676724,543760,682626",A.J. Ewing; Juan Soto; Bo Bichette; Francisco Lindor; Carson Benge; Luis Robert Jr.; Jared Young; Marcus Semien; Francisco Alvarez,
17,Trevor Rogers,669432,BAL,L,ATL,ATL@BAL,6:05 PM CT,2026-07-24T23:05:00Z,ok,official,5.37037037037037,23,2.5555555555555554,season_avg,starter,21.782208204199268,24.38072873919058,4.799473673957417,4.731848838254186,1.960398738377934,9,9,1.0,23,,23,2.9793104232080507,0.9310345072525158,7.168965705844371,4.564203768526188,low,elev_xfip,5.333333333333333,8.307692307692308,5.777777777777778,4.957264957264957,0.3,414,1187,"686948,645277,621566,671739,643289,663586,642201,663698,622761",Drake Baldwin; Ozzie Albies; Matt Olson; Michael Harris II; Mauricio Dubón; Austin Riley; Eli White; Joey Bart; Jorge Mateo,
18,Grant Holmes,656550,ATL,R,BAL,ATL@BAL,6:05 PM CT,2026-07-24T23:05:00Z,ok,official,4.8203703703703695,21,2.3333333333333335,season_start_est,starter,25.568303800337972,28.27105181545632,4.641612519253464,5.391351217981138,2.301147342030417,9,9,1.0,21,,21,3.9963901118414213,1.4620939433566176,7.602888505454412,4.684329320129352,medium,"elev_bb,elev_hr,elev_xfip",3.0,5.4,5.0,2.8922222222222222,0.3,854,649,"687637,624413,683002,621493,681297,665750,702616,687952,644433",Dylan Beavers; Pete Alonso; Gunnar Henderson; Taylor Ward; Colton Cowser; Leody Taveras; Jackson Holliday; Christian Encarnacion-Strand; Chadwick Tromp,
19,Rhett Lowder,695076,CIN,R,STL,CIN@STL,7:15 PM CT,2026-07-25T00:15:00Z,ok,official,4.435714285714286,21,2.3333333333333335,season_start_est,starter,20.195691163390137,24.29887573494359,4.639361674767679,4.226370598755116,1.8176122047051124,9,9,1.0,21,,21,4.375,1.125,7.625,4.880793800287776,high,"high_bb,high_xfip",5.333333333333333,11.368421052631579,4.222222222222222,5.603007518796993,0.3,814,434,"802139,691023,676475,671056,663457,691026,701675,691458,699625",JJ Wetherholt; Jordan Walker; Alec Burleson; Iván Herrera; Lars Nootbaar; Masyn Winn; Nathan Church; Blaze Jordan; Jimmy Crooks,
20,Zebby Matthews,805673,MIN,R,ATH,ATH@MIN,7:10 PM CT,2026-07-25T00:10:00Z,ok,official,5.833333333333333,25,2.7777777777777777,season_avg,starter,18.313418127744914,23.291091330379086,4.605191198794124,4.38372261848638,1.6482076314970422,9,9,1.0,25,,25,2.7,1.9285714285714286,7.457142857142857,4.396385866616454,medium,"high_hr,elev_xfip",4.0,7.902439024390243,4.555555555555556,5.121951219512194,0.3,611,499,"805779,691016,669127,666126,622268,695720,643446,671732,703607",Jacob Wilson; Tyler Soderstrom; Shea Langeliers; Carlos Cortes; Donovan Walton; Tommy White; Jeff McNeil; Lawrence Butler; Henry Bolte,
21,Logan Webb,657277,SF,R,LAA,LAA@SF,9:15 PM CT,2026-07-25T02:15:00Z,ok,prior:2026-07-22,6.294117647058823,26,2.888888888888889,season_avg,starter,19.00659546669435,22.03334039916268,4.517142396681401,4.996421911225532,1.7105935920024917,9,9,1.0,26,,26,2.2710280373831777,0.7570093457943925,7.149532710280374,3.7692730947075606,clear,,3.0,4.859999999999999,5.555555555555556,3.3988235294117644,0.3,1014,580,"687263,545361,694384,687093,666176,685133,672724,666139,623168",Zach Neto; Mike Trout; Nolan Schanuel; Vaughn Grissom; Jo Adell; Wade Meckler; Oswald Peraza; Josh Lowe; Tyler Heineman,
22,Spencer Arrighetti,681293,HOU,R,CWS,HOU@CWS,6:40 PM CT,2026-07-24T23:40:00Z,ok,official,4.89375,22,2.4444444444444446,season_avg,starter,21.60287107822699,25.607546407550583,4.495955903475124,4.744937004964464,1.9442583970404292,9,9,1.0,22,,22,4.9655172413793105,1.2413793103448276,9.0,4.8776405367357984,high,"high_bb,elev_hr,high_xfip",4.0,7.2,5.0,3.915,0.3,890,581,"803011,808959,678246,695657,643217,695731,671976,805367,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Colson Montgomery; Andrew Benintendi; Braden Montgomery; Tristan Peters; Chase Meidroth; Drew Romo,
23,Ryan Gusto,687473,MIA,R,SD,SD@MIA,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,4.277777777777778,19,2.111111111111111,season_start_est,starter,21.993081217214563,25.95547025349588,4.3755466727984,4.188280961140571,1.9793773095493106,9,9,1.0,19,,19,2.9347827608058124,0.8804348282417437,7.923913454175692,4.531641782897014,low,elev_xfip,4.0,10.125,3.5555555555555554,4.8125,0.3,326,183,"665487,630105,592518,664034,701538,669134,657757,593428,823550",Fernando Tatis Jr.; Jake Cronenworth; Manny Machado; Ty France; Jackson Merrill; Luis Campusano; Gavin Sheets; Xander Bogaerts; Sung-Mun Song,statcast_fallback
24,Jacob Lopez,682052,ATH,L,MIN,ATH@MIN,7:10 PM CT,2026-07-25T00:10:00Z,ok,official,4.25,20,2.2222222222222223,season_start_est,starter,19.143764675067988,25.43357357357358,4.301315616971156,3.8679508813873653,1.722938820756119,9,9,1.0,20,,20,5.43016800279645,1.659218000854471,7.3910620038062795,5.804930242669145,high,"high_bb,high_hr,high_xfip",3.3333333333333335,11.25,2.6666666666666665,5.3125,0.3,366,771,"668885,621439,680777,605137,668904,605170,807712,686797,668952",Austin Martin; Byron Buxton; Ryan Jeffers; Josh Bell; Royce Lewis; Victor Caratini; Luke Keaschall; Brooks Lee; Ryan Kreidler,
25,Davis Martin,663436,CWS,R,HOU,HOU@CWS,6:40 PM CT,2026-07-24T23:40:00Z,ok,prior:2026-07-22,5.578947368421052,23,2.5555555555555554,season_avg,starter,21.448047514667735,24.285245680714947,4.241456224077637,4.771773784541217,1.930324276320096,9,9,1.0,23,,23,2.80188679245283,0.5094339622641509,8.235849056603774,3.764193898636216,clear,,2.3333333333333335,4.846153846153846,4.333333333333333,3.004048582995951,0.3,1028,632,"665161,670541,670623,664774,673237,572233,828599,669397,543877",Jeremy Peña; Yordan Alvarez; Isaac Paredes; LaMonte Wade Jr.; Yainer Diaz; Christian Walker; Lucas Spence; Nick Allen; Christian Vázquez,
26,Tomoyuki Sugano,608372,COL,R,MIL,COL@MIL,3:10 PM CT,2026-07-24T20:10:00Z,ok,official,5.0740740740740735,21,2.3333333333333335,season_avg,starter,24.05202775683704,26.366419337707793,4.182392397227016,5.0932504001569985,2.164682498115334,9,9,1.0,21,,21,2.28308829933302,1.7867647559997546,5.062500141999305,5.003528592556091,high,"high_hr,high_xfip",1.6666666666666667,3.648648648648649,4.111111111111111,2.057057057057057,0.3,728,729,"592885,694192,668930,661388,669003,800325,641343,687401,666152",Christian Yelich; Jackson Chourio; Brice Turang; William Contreras; Garrett Mitchell; Luis Lara; Jake Bauers; Joey Ortiz; David Hamilton,
27,Germán Márquez,608566,SD,R,MIA,SD@MIA,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,4.366666666666666,20,2.2222222222222223,season_start_est,starter,15.173992154987767,17.45711578737409,3.2681917451553675,3.109321540698145,1.365659293948899,9,9,1.0,20,,20,4.432836073282502,2.216418036641251,6.0447764635670485,5.6564566707459605,high,"high_bb,high_hr,high_xfip",3.3333333333333335,7.5,4.0,3.638888888888889,0.3,478,305,"672640,669065,681715,669364,689414,665052,805300,691594,691788",Otto Lopez; Kyle Stowers; Heriberto Hernández; Xavier Edwards; Liam Hicks; Griffin Conine; Jakob Marsee; Javier Sanoja; Joe Mack,
28,Grayson Rodriguez,680570,LAA,R,SF,LAA@SF,9:15 PM CT,2026-07-25T02:15:00Z,ok,prior:2026-07-22,3.9375,19,2.111111111111111,season_avg,starter,22.239958258759824,23.432930913147395,3.222816498208342,4.025452140297632,2.0015962432883843,9,9,1.0,19,,19,4.371429047876527,1.2857144258460373,6.942857899568601,5.391072293210665,high,"high_bb,elev_hr,high_xfip",1.3333333333333333,3.085714285714286,3.888888888888889,1.35,0.3,393,267,"650333,805811,671218,646240,669477,808982,642715,687551,701852",Luis Arraez; Bryce Eldridge; Heliot Ramos; Rafael Devers; Casey Schmitt; Jung Hoo Lee; Willy Adames; Drew Gilbert; Drew Cavanaugh,
29,Carson Palmquist,687223,WSH,L,AZ,AZ@WSH,5:45 PM CT,2026-07-24T22:45:00Z,ok,official,2.7666666666666666,13,1.4444444444444444,season_shrunk,starter,14.183902736627765,18.735925214048578,2.579887719910052,1.802360608274864,1.2765512462964987,9,9,1.0,13,,13,2.382353208469302,0.794117736156434,11.117648306190077,3.993599187504008,clear,,3.0,14.294117647058824,1.8888888888888886,4.394117647058824,0.3,97,118,"606466,682998,672695,672515,571448,596146,682988,680728,694374",Ketel Marte; Corbin Carroll; Geraldo Perdomo; Gabriel Moreno; Nolan Arenado; Max Kepler; Tyler Locklear; Adrian Del Castillo; Tim Tawa,statcast_fallback
30,Beck Way,694360,KC,R,DET,KC@DET,5:40 PM CT,2026-07-24T22:40:00Z,ok,official,1.35,6,0.6666666666666666,opener_profile,opener_likely,17.11206410649241,19.635883893171663,1.1835357460505027,1.1835357460505027,1.540085769584317,9,9,1.0,6,,6,4.029851319875478,1.6119405279501913,8.462687771738503,3.674298639850961,high,"high_bb,high_hr",,,,,,189,175,"690993,650402,693307,682985,679529,701678,656716,663837,701162",Colt Keith; Gleyber Torres; Dillon Dingler; Riley Greene; Spencer Torkelson; Hao-Yu Lee; Zach McKinstry; Matt Vierling; Ben Malgeri,statcast_fallback
