rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,outing_risk,risk_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source
1,Shane Drohan,675660,MIL,L,COL,COL@MIL,3:10 PM CT,2026-07-24T20:10:00Z,ok,official,6.090909090909091,26,2.888888888888889,season_start_est,starter,25.253924241159865,24.682296956934636,6.730260869228658,6.482190852144836,2.272853181704388,9,9,1.0,26,,26,2.4868422300861877,0.7105263514531964,9.000000451740489,3.718246473181813,clear,,5.333333333333333,10.8,4.444444444444444,7.30909090909091,0.3,355,828,"664983,691720,694249,696100,650489,687859,666160,671289,678662",Jake McCarthy; Kyle Karros; Cole Carrigg; Hunter Goodman; Willi Castro; Troy Johnston; Mickey Moniak; Tyler Freeman; Ezequiel Tovar,
2,Sean Manaea,640455,NYM,L,LAD,LAD@NYM,6:10 PM CT,2026-07-24T23:10:00Z,ok,official,7.0,30,3.3333333333333335,season_start_est,swingman,21.567915713077277,22.103299875122516,6.692750927565552,6.501072753665074,1.941112414176955,9,9,1.0,30,,30,2.9372387281313084,1.3556486437529116,9.150628345332153,4.1143386925332,low,elev_hr,5.666666666666667,9.18,5.555555555555556,7.140000000000001,0.3,464,971,"660271,681624,669242,518692,605141,500743,663656,606192,687221",Shohei Ohtani; Andy Pages; Tommy Edman; Freddie Freeman; Mookie Betts; Miguel Rojas; Kyle Tucker; Teoscar Hernández; Dalton Rushing,
3,Jesús Luzardo,666200,PHI,L,NYY,NYY@PHI,5:45 PM CT,2026-07-24T22:45:00Z,ok,official,5.766666666666667,24,2.6666666666666665,season_avg,starter,24.188590035618304,23.22749797172453,6.516448458487432,5.602069226410616,2.1769731032056474,9,9,1.0,24,,24,2.8872833643249938,0.7803468552229713,11.158960029688489,2.9348461100010494,clear,,9.0,13.5,6.0,8.65,0.3,445,1481,"502671,700250,642708,641355,691176,683011,663757,676609,645305",Paul Goldschmidt; Ben Rice; Amed Rosario; Cody Bellinger; Jasson Domínguez; Anthony Volpe; Trent Grisham; José Caballero; Ali Sánchez,
4,MacKenzie Gore,669022,TEX,L,SEA,SEA@TEX,7:05 PM CT,2026-07-25T00:05:00Z,ok,prior:2026-07-22,5.26984126984127,23,2.5555555555555554,season_avg,starter,28.280814328390086,31.77788624302685,6.323779178900831,6.262170626630131,2.545273289555108,9,9,1.0,23,,23,3.4156627290946946,1.1385542430315647,9.92168697498935,3.9460491484410403,clear,,6.0,11.045454545454545,4.888888888888889,6.467532467532467,0.3,433,1444,"702284,677594,686527,668227,647304,663728,670042,642215,806068",Cole Young; Julio Rodríguez; Dominic Canzone; Randy Arozarena; Josh Naylor; Cal Raleigh; Luke Raley; Weston Wilson; Colt Emerson,
5,Bryce Miller,682243,SEA,R,TEX,SEA@TEX,7:05 PM CT,2026-07-25T00:05:00Z,ok,official,6.233333333333333,24,2.6666666666666665,season_start_est,starter,25.007629248698326,28.377175472854407,6.140554548948577,6.20160083812061,2.250686632382849,9,9,1.0,24,,24,1.4210526601099247,1.2789473940989322,10.089473886780466,3.1147802311450814,low,elev_hr,5.666666666666667,8.660377358490566,5.888888888888889,5.99811320754717,0.3,484,426,"592626,694671,677649,607043,694497,669394,670032,553869,695508",Joc Pederson; Wyatt Langford; Ezequiel Duran; Brandon Nimmo; Evan Carter; Jake Burger; Nicky Lopez; Elias Díaz; Cam Cauley,
6,Tarik Skubal,669373,DET,L,KC,KC@DET,5:40 PM CT,2026-07-24T22:40:00Z,ok,official,5.904761904761905,23,2.5555555555555554,season_avg,starter,20.313074162163588,20.641315654229626,5.763501936098132,4.8098046866227815,1.828176674594723,9,9,1.0,23,,23,1.1975806820032884,1.0887097109120802,10.669355166938386,2.4181439795445825,clear,,7.666666666666667,12.176470588235293,5.666666666666667,7.988795518207283,0.3,276,972,"695600,657041,521692,516782,686469,679845,686555,686681,686475",Carter Jensen; Lane Thomas; Salvador Perez; Starling Marte; Vinnie Pasquantino; Nick Loftin; Isaac Collins; Michael Massey; Tyler Tolbert,
7,Matthew Boyd,571510,CHC,L,PIT,CHC@PIT,5:40 PM CT,2026-07-24T22:40:00Z,ok,prior:2026-07-22,5.2,22,2.4444444444444446,season_avg,starter,27.725129248107397,31.087387407109436,5.5201193124155825,6.184066550204079,2.4952616323296657,9,9,1.0,22,,22,2.4230771008328,1.0384616146426284,8.826923724462342,3.785344570132172,clear,,4.666666666666667,6.872727272727273,6.111111111111111,3.970909090909091,0.3,185,673,"663968,664040,668804,699013,656811,693304,694378,680779,682997",Jake Mangum; Brandon Lowe; Bryan Reynolds; Esmerlyn Valdez; Ryan O'Hearn; Nick Gonzales; Jacob Gonzalez; Henry Davis; Tyler Callihan,
8,Dustin May,669160,STL,R,CIN,CIN@STL,7:15 PM CT,2026-07-25T00:15:00Z,ok,official,5.157894736842105,22,2.4444444444444446,season_avg,starter,22.639764812358933,22.961298462101617,5.402606509378976,4.968330223374698,2.0375788331123044,9,9,1.0,22,,22,2.938775510204082,0.6428571428571429,8.724489795918368,3.9050607040220378,clear,,5.666666666666667,11.19512195121951,4.555555555555556,6.415917843388959,0.3,1003,588,"682829,701398,668709,553993,663993,668715,663886,667472,695490",Elly De La Cruz; Sal Stewart; JJ Bleday; Eugenio Suárez; Nathaniel Lowe; Spencer Steer; Tyler Stephenson; Dane Myers; Edwin Arroyo,
9,Cam Schlittler,693645,NYY,R,PHI,NYY@PHI,5:45 PM CT,2026-07-24T22:45:00Z,ok,official,5.857142857142857,23,2.5555555555555554,season_avg,starter,20.24023945472309,20.772015065913372,5.259987368600893,4.607715574907829,1.821621550925078,9,9,1.0,23,,23,1.829268292682927,0.8780487804878049,10.609756097560975,2.9861390969132993,clear,,7.333333333333333,10.421052631578947,6.333333333333333,6.781954887218045,0.3,1181,736,"607208,656941,547180,669016,664761,681082,592663,687282,702222",Trea Turner; Kyle Schwarber; Bryce Harper; Brandon Marsh; Alec Bohm; Bryson Stott; J.T. Realmuto; Gabriel Rincones Jr.; Justin Crawford,
10,Trey Yesavage,702056,TOR,R,BOS,TOR@BOS,6:15 PM CT,2026-07-24T23:15:00Z,ok,official,4.86,20,2.2222222222222223,season_avg,starter,23.626574178494852,24.648054343173705,5.194686660683099,4.830109863693626,2.1263916760645367,9,9,1.0,20,,20,4.555555555555555,0.8888888888888888,8.666666666666666,4.7918893847200605,medium,"high_bb,elev_xfip",5.666666666666667,11.195121951219512,4.555555555555555,6.045365853658537,0.3,746,586,"678011,678882,677800,575929,807799,702332,680776,655316,657136",Anthony Seigler; Ceddanne Rafaela; Wilyer Abreu; Willson Contreras; Masataka Yoshida; Caleb Durbin; Jarren Duran; Andruw Monasterio; Connor Wong,
