batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
Max Clark,703601,7,L,DET,Gage Jump,ATH,L,DET@ATH,3:05 PM CT,prior:2026-08-01,0.6666666666666666,vs_lhp,0.0,57.1,0.426,0.368,155.41666666666666,155.41666666666666,True,22.47683968958541,1
Enrique Hernández,571771,5,R,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.42857142857142855,vs_lhp,20.0,60.0,0.364,0.287,95.89285714285712,95.89285714285712,True,10.781034541470802,2
Osleivis Basabe,678545,9,R,SF,Michael King,SD,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.4,vs_rhp,40.0,80.0,0.467,0.338,88.75,88.75,True,3.5685940841776915,3
Yordan Alvarez,670541,2,L,HOU,Kumar Rocker,TEX,R,TEX@HOU,1:10 PM CT,official,0.3413793103448276,vs_rhp,18.6,53.8,0.477,0.339,76.05918103448276,76.91521551724138,False,20.475734863437058,4
Bryan De La Cruz,650559,9,R,PHI,Kyle Bradish,BAL,R,PHI@BAL,12:35 PM CT,official,0.3333333333333333,vs_rhp,7.1,28.6,0.317,0.289,72.08333333333333,72.08333333333333,True,4.691241186424744,5
John Rave,670231,6,L,KC,Kyle Freeland,COL,L,KC@COL,2:10 PM CT,official,0.25,vs_lhp,30.0,55.0,0.443,0.319,70.7625,77.07000000000001,False,12.909677419354841,6
James Wood,695578,1,L,WSH,JR Ritchie,ATL,R,WSH@ATL,12:35 PM CT,official,0.27472527472527475,vs_rhp,20.9,58.2,0.422,0.277,67.58252747252747,70.82126373626375,False,25.399648846257286,7
Shohei Ohtani,660271,1,L,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.2868217054263566,vs_lhp,16.7,54.0,0.412,0.298,66.06279554263566,67.93046027131783,False,18.94116445638184,8
Alec Burleson,676475,3,L,STL,Max Scherzer,TOR,R,STL@TOR,12:37 PM CT,official,0.32525951557093424,vs_rhp,11.1,48.6,0.381,0.297,64.86407655709343,63.22235077854672,False,19.244051384543404,9
Drake Baldwin,686948,1,L,ATL,Cade Cavalli,WSH,R,WSH@ATL,12:35 PM CT,official,0.297029702970297,vs_rhp,14.6,51.3,0.384,0.281,63.978907797029706,64.27054764851485,False,16.90299930803748,10
Munetaka Murakami,808959,2,L,CWS,Griffin Jax,TB,R,CWS@TB,12:40 PM CT,official,0.266304347826087,vs_rhp,20.6,60.6,0.375,0.225,63.85918478260869,66.32896739130435,False,30.313130693003238,11
Junior Caminero,691406,3,R,TB,Anthony Kay,CWS,L,CWS@TB,12:40 PM CT,official,0.30275229357798167,vs_lhp,13.4,50.3,0.373,0.276,63.20491685779817,62.760427178899086,False,11.934588518082363,12
Ben Rice,700250,2,L,NYY,Colin Rea,CHC,R,NYY@CHC,1:20 PM CT,official,0.27710843373493976,vs_rhp,15.7,48.3,0.381,0.273,61.60365587349398,62.745109186746994,False,22.151872850948603,13
Esmerlyn Valdez,699013,4,R,PIT,Chase Burns,CIN,R,PIT@CIN,12:40 PM CT,official,0.25,vs_rhp,24.1,50.6,0.363,0.222,61.381875,64.360625,False,44.310032784415995,14
Michael Harris II,671739,4,L,ATL,Cade Cavalli,WSH,R,WSH@ATL,12:35 PM CT,official,0.2948207171314741,vs_rhp,11.8,49.1,0.353,0.294,61.04300921314741,60.5625983565737,False,14.133534895439658,15
Luis García Jr.,671277,2,L,WSH,JR Ritchie,ATL,R,WSH@ATL,12:35 PM CT,official,0.2947019867549669,vs_rhp,12.5,45.8,0.355,0.29,60.699573675496694,60.12822433774835,False,14.66715001710515,16
Jake Bauers,641343,6,L,MIL,Walbert Ureña,LAA,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.2755905511811024,vs_rhp,13.9,53.6,0.366,0.26,60.694680118110234,61.588902559055114,False,22.085740232396283,17
Jeremy Peña,665161,1,R,HOU,Kumar Rocker,TEX,R,TEX@HOU,1:10 PM CT,official,0.3333333333333333,vs_rhp,5.4,41.6,0.353,0.3,60.48770833333333,56.83979166666666,False,11.719470263242501,18
Gabriel Moreno,672515,3,R,AZ,Gavin Williams,CLE,R,AZ@CLE,12:40 PM CT,official,0.31336405529953915,vs_rhp,7.6,42.2,0.375,0.296,60.46140552995391,58.46570276497695,False,12.013618764965289,19
Bryce Harper,547180,3,L,PHI,Kyle Bradish,BAL,R,PHI@BAL,12:35 PM CT,official,0.2857142857142857,vs_rhp,11.3,44.9,0.386,0.277,59.98049107142857,60.01665178571429,False,19.93039109898591,20
Fernando Tatis Jr.,665487,1,R,SD,Landen Roupp,SF,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.28034682080924855,vs_rhp,10.6,53.4,0.356,0.287,59.81155708092486,60.11046604046243,False,15.222793217064295,21
Garrett Mitchell,669003,7,L,MIL,Walbert Ureña,LAA,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.27385892116182575,vs_rhp,14.5,50.0,0.357,0.261,59.760892116182575,60.485446058091284,False,30.99478107699216,22
Jordan Walker,691023,2,R,STL,Max Scherzer,TOR,R,STL@TOR,12:37 PM CT,official,0.27848101265822783,vs_rhp,13.3,48.4,0.356,0.277,59.68997626582278,60.07217563291139,False,34.426955309718245,23
Ronald Acuña Jr.,660670,2,R,ATL,Cade Cavalli,WSH,R,WSH@ATL,12:35 PM CT,official,0.2765957446808511,vs_rhp,14.4,44.4,0.379,0.253,59.577699468085115,60.11416223404256,False,19.890220865925382,24
Pete Crow-Armstrong,691718,1,L,CHC,Gerrit Cole,NYY,R,NYY@CHC,1:20 PM CT,official,0.2847222222222222,vs_rhp,11.7,49.1,0.362,0.255,59.375659722222224,59.142673611111114,False,25.451610139425924,25
Elly De La Cruz,682829,1,S,CIN,Mitch Keller,PIT,R,PIT@CIN,12:40 PM CT,official,0.25190839694656486,vs_rhp,14.6,53.4,0.37,0.278,59.23646469465649,61.64479484732824,False,27.704875848399237,26
CJ Abrams,682928,4,L,WSH,JR Ritchie,ATL,R,WSH@ATL,12:35 PM CT,official,0.3029197080291971,vs_rhp,10.9,42.4,0.352,0.26,59.21009580291971,57.46786040145986,False,18.074441348679226,27
Dominic Canzone,686527,3,L,SEA,Taj Bradley,MIN,R,MIN@SEA,3:10 PM CT,prior:2026-08-01,0.2572614107883817,vs_rhp,14.8,48.1,0.377,0.278,59.10895357883817,61.09275803941908,False,20.085663390177448,28
Pete Alonso,624413,2,R,BAL,Zack Wheeler,PHI,R,PHI@BAL,12:35 PM CT,official,0.25517241379310346,vs_rhp,12.6,55.1,0.377,0.271,59.04442887931035,61.15393318965518,False,23.546236994036292,29
Tyler Locklear,682988,9,R,AZ,Gavin Williams,CLE,R,AZ@CLE,12:40 PM CT,official,0.2857142857142857,vs_rhp,14.3,33.3,0.374,0.272,58.527991071428566,58.07915178571428,False,2.784070796460177,30
Endy Rodríguez,682848,7,S,PIT,Chase Burns,CIN,R,PIT@CIN,12:40 PM CT,official,0.29591836734693877,vs_rhp,11.1,44.4,0.346,0.247,58.431211734693875,56.951543367346936,False,26.789083269671508,31
Yandy Díaz,650490,1,R,TB,Anthony Kay,CWS,L,CWS@TB,12:40 PM CT,official,0.2975206611570248,vs_lhp,6.9,47.1,0.355,0.285,58.417378615702475,56.95822055785124,False,13.510160404643619,32
Ty France,664034,4,R,SD,Landen Roupp,SF,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.2857142857142857,vs_rhp,11.4,49.8,0.334,0.256,58.35580357142857,57.62633928571428,False,17.31760526368478,33
Matt Olson,621566,3,L,ATL,Cade Cavalli,WSH,R,WSH@ATL,12:35 PM CT,official,0.2603305785123967,vs_rhp,14.6,50.3,0.359,0.247,58.24649535123967,59.57059142561984,False,23.713924750819317,34
Francisco Alvarez,682626,9,R,NYM,Sandy Alcantara,MIA,R,MIA@NYM,12:40 PM CT,official,0.26256983240223464,vs_rhp,16.6,44.4,0.347,0.246,57.75885824022347,58.709116620111736,False,25.25441548076396,35
Mike Trout,545361,2,R,LAA,Jacob Misiorowski,MIL,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.22857142857142856,vs_rhp,17.3,47.6,0.396,0.26,57.66651785714286,61.52919642857143,False,26.969013188355163,36
Jac Caglianone,695506,3,L,KC,Kyle Freeland,COL,L,KC@COL,2:10 PM CT,official,0.24074074074074073,vs_lhp,14.8,55.3,0.351,0.267,57.54313657407407,60.22547453703703,False,35.260599078341016,37
Ryan Jeffers,680777,2,R,MIN,George Kirby,SEA,R,MIN@SEA,3:10 PM CT,prior:2026-08-01,0.27522935779816515,vs_rhp,12.1,40.4,0.371,0.263,57.47168577981652,57.50521788990826,False,23.93622774568975,38
Joc Pederson,592626,1,L,TEX,Peter Lambert,HOU,R,TEX@HOU,1:10 PM CT,official,0.26515151515151514,vs_rhp,11.5,49.1,0.356,0.258,57.15358901515151,57.80413825757576,False,21.120914731219905,39
Freddie Freeman,518692,4,L,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.26153846153846155,vs_lhp,9.5,44.4,0.383,0.303,57.12634615384616,58.30692307692308,False,17.037344487344484,40
Brandon Nimmo,607043,4,L,TEX,Peter Lambert,HOU,R,TEX@HOU,1:10 PM CT,official,0.24662162162162163,vs_rhp,11.4,51.5,0.37,0.29,57.09372466216217,59.33951858108108,False,23.074270982620778,41
Brice Turang,668930,2,L,MIL,Walbert Ureña,LAA,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.29591836734693877,vs_rhp,8.4,41.9,0.349,0.259,57.06152423469388,55.23873086734694,False,21.330977212616794,42
Rafael Devers,646240,4,L,SF,Michael King,SD,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.2791519434628975,vs_rhp,11.0,50.5,0.329,0.235,56.91675684628974,56.20853467314487,False,23.060731526130628,43
Bryce Eldridge,805811,1,L,SF,Michael King,SD,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.2541436464088398,vs_rhp,12.4,52.4,0.354,0.251,56.87936464088398,58.28718232044199,False,29.497326848975206,44
Randy Arozarena,668227,2,R,SEA,Taj Bradley,MIN,R,MIN@SEA,3:10 PM CT,prior:2026-08-01,0.2912280701754386,vs_rhp,8.3,42.8,0.35,0.262,56.83718201754386,55.33202850877193,False,23.44120033812342,45
Gabriel Arias,672356,7,R,CLE,Merrill Kelly,AZ,R,AZ@CLE,12:40 PM CT,official,0.30864197530864196,vs_rhp,10.4,46.3,0.284,0.228,56.747010030864196,53.4442862654321,False,31.104512344823153,46
Brandon Lowe,664040,2,L,PIT,Chase Burns,CIN,R,PIT@CIN,12:40 PM CT,official,0.2756183745583039,vs_rhp,12.4,44.7,0.337,0.248,56.745274955830396,56.3399812279152,False,28.179835081030344,47
Nick Gonzales,693304,6,R,PIT,Chase Burns,CIN,R,PIT@CIN,12:40 PM CT,official,0.3333333333333333,vs_rhp,3.0,35.9,0.324,0.283,56.60739583333333,51.66760416666666,False,18.530615619961136,48
Cooper Pratt,806198,8,R,MIL,Walbert Ureña,LAA,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.3333333333333333,vs_rhp,4.3,30.4,0.34,0.273,56.55020833333334,51.63979166666667,False,13.412631679371104,49
Kyle Schwarber,656941,2,L,PHI,Kyle Bradish,BAL,R,PHI@BAL,12:35 PM CT,official,0.2217573221757322,vs_rhp,17.7,52.2,0.368,0.239,56.420732217573224,60.272866108786616,False,31.24605734796237,50
Brandon Marsh,669016,5,L,PHI,Kyle Bradish,BAL,R,PHI@BAL,12:35 PM CT,official,0.2968197879858657,vs_rhp,8.9,44.7,0.31,0.261,56.40916629858658,54.153801899293285,False,15.174360257193062,51
Sam Antonacci,803011,1,L,CWS,Griffin Jax,TB,R,CWS@TB,12:40 PM CT,official,0.29959514170040485,vs_rhp,6.6,36.4,0.354,0.285,56.333264170040486,54.11100708502024,False,14.039825504219372,52
Spencer Jones,682987,4,L,NYY,Colin Rea,CHC,R,NYY@CHC,1:20 PM CT,official,0.2361111111111111,vs_rhp,13.2,65.4,0.326,0.226,56.25798611111111,58.70368055555556,False,43.828604608635736,53
Vladimir Guerrero Jr.,665489,2,R,TOR,Matthew Liberatore,STL,L,STL@TOR,12:37 PM CT,official,0.2857142857142857,vs_lhp,6.8,44.1,0.342,0.289,56.169866071428565,54.94727678571429,False,13.14704661896092,54
Nathaniel Lowe,663993,5,L,CIN,Mitch Keller,PIT,R,PIT@CIN,12:40 PM CT,official,0.2772727272727273,vs_rhp,9.7,41.7,0.348,0.271,56.04258522727273,55.42332386363636,False,27.025883431185296,55
Bryan Reynolds,668804,3,S,PIT,Chase Burns,CIN,R,PIT@CIN,12:40 PM CT,official,0.26022304832713755,vs_rhp,11.5,46.6,0.357,0.25,56.009179832713755,56.701777416356876,False,26.149609843937572,56
Tyler Stephenson,663886,4,R,CIN,Mitch Keller,PIT,R,PIT@CIN,12:40 PM CT,official,0.2679425837320574,vs_rhp,11.2,45.2,0.346,0.253,55.98925837320574,56.02712918660286,False,24.172940364699418,57
Amed Rosario,642708,3,R,NYY,Colin Rea,CHC,R,NYY@CHC,1:20 PM CT,official,0.2903225806451613,vs_rhp,11.8,39.4,0.312,0.247,55.84288306451613,53.905504032258065,False,34.52372093023256,58
Miguel Vargas,678246,3,R,CWS,Griffin Jax,TB,R,CWS@TB,12:40 PM CT,official,0.22340425531914893,vs_rhp,14.5,47.2,0.39,0.27,55.72980053191489,59.44583776595745,False,14.359699021057107,59
Heliot Ramos,671218,3,R,SF,Michael King,SD,R,SF@SD,3:10 PM CT,prior:2026-08-01,0.25339366515837103,vs_rhp,13.7,48.0,0.326,0.263,55.7262415158371,56.76780825791855,False,27.493989784710447,60
Max Muncy,571970,7,L,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.25316455696202533,vs_lhp,13.6,44.6,0.351,0.242,55.476455696202535,56.52072784810127,False,17.7539182039182,61
Trevor Larnach,663616,1,L,MIN,George Kirby,SEA,R,MIN@SEA,3:10 PM CT,prior:2026-08-01,0.30039525691699603,vs_rhp,7.8,34.9,0.337,0.263,55.45483819169961,52.776950345849805,False,20.422443547443546,62
Miguel Rojas,500743,8,R,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.30612244897959184,vs_lhp,6.2,36.3,0.315,0.283,55.13943239795918,51.87643494897959,False,8.685858585858586,63
Andy Pages,681624,2,R,LAD,Jake Bennett,BOS,L,BOS@LAD,6:20 PM CT,prior:2026-08-01,0.2767857142857143,vs_lhp,7.8,44.0,0.339,0.269,55.11669642857143,54.223660714285714,False,13.307190624088133,64
Jonathan Aranda,666018,2,L,TB,Anthony Kay,CWS,L,CWS@TB,12:40 PM CT,official,0.2542372881355932,vs_lhp,10.5,45.1,0.359,0.265,55.09029131355932,56.04280190677966,False,24.369717934957702,65
Jackson Chourio,694192,1,R,MIL,Walbert Ureña,LAA,R,MIL@LAA,2:15 PM CT,prior:2026-08-01,0.25957446808510637,vs_rhp,12.7,45.5,0.327,0.25,55.08650930851064,55.427160904255324,False,23.55604358782358,66
Mickey Moniak,666160,2,L,COL,Seth Lugo,KC,R,KC@COL,2:10 PM CT,official,0.2926829268292683,vs_rhp,10.6,42.0,0.301,0.227,55.066417682926826,52.61352134146341,False,23.779032323579496,67
Pedro Ramírez,699393,7,S,CHC,Gerrit Cole,NYY,R,NYY@CHC,1:20 PM CT,official,0.3125,vs_rhp,2.5,46.3,0.3,0.266,54.9309375,50.9890625,False,17.170934256055364,68
Riley Greene,682985,4,L,DET,Gage Jump,ATH,L,DET@ATH,3:05 PM CT,prior:2026-08-01,0.2204724409448819,vs_lhp,14.9,49.5,0.367,0.261,54.92255659448819,58.5058095472441,False,31.765803397382346,69
