rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
1,Jesús Luzardo,666200,PHI,L,SEA,PHI@SEA,3:10 PM CT,2026-08-26T20:10:00Z,ok,official,5.7947297175513794,24,2.6666666666666665,season_avg,starter,28.633767497611455,30.760370989634648,7.32476978183815,6.9956826406432056,2.5770390747850307,9,9,1.0,24,,24,2.7115384615384617,0.8076923076923077,11.192307692307692,2.9232400008883235,30.077519000000002,70.588235,48.1958762,33.2474226,8.5271317,15.949367,whiff,"K% 30.1, Contact% 70.6",clear,,1.0,,9.0,12.568965517241377,6.4444444444444455,8.092639777959684,0.3,28.783382789317507,0.18296524390419772,12.759643916913946,56.676557863501486,whiff_prone,recent,1.07,three_true,0.9754719584569733,0.9598632047477745,elevated,605,1943,"621493,668227,677594,663728,621550,641487,642215,640902,801126",Taylor Ward; Randy Arozarena; Julio Rodríguez; Cal Raleigh; Patrick Wisdom; J.P. Crawford; Weston Wilson; Jhonny Pereda; Brock Rodden,,32.00251177394034,96.94860681114551,FF,elite,True,"K9 11.2, L3 K9 12.6, stuff whiff 32.0%",savant,False,,3,0.9333333333333333,elite,elite,6.133767497611455,-0.14961529170605203,,"arsenal K% 28.6 (elite solo, +6.1 vs lg, -0.1 vs opp K%, opp K% 28.8; slate #3/30 elite); stuff whiff 32.0% (elite), FF 96.9 mph; pitcher style WHIFF (K% 30.1, Contact% 70.6); stuff ceiling (K9 11.2, L3 K9 12.6, stuff whiff 32.0%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 7.3 (≥5.5)",0,trust,7.0,39.0,111.0,4.0,6.0,21.0,.202,.685,35.13513513513514,1,12,12.0,2,12,6.0,2026-08-26 A: 7.0IP 9K; 2025-08-20 H: 6.0IP 12K; 2023-06-12 A: 4.0IP 3K
2,Tanner Gordon,685299,COL,R,WSH,COL@WSH,5:45 PM CT,2026-08-26T22:45:00Z,ok,official,6.739440615384615,29,3.2222222222222223,season_start_est,swingman,24.324859169204675,29.666647698754534,6.533365667960312,7.44968494371779,2.1892373252284205,9,9,1.0,29,,29,1.7608696236276917,1.8782609318695378,7.513043727478151,4.46351461383268,18.934911,80.223285,34.1269841,48.015873,8.2644628,9.338521,balanced,,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,3.3333333333333335,5.869565217391305,5.111111111111111,4.395287357859532,0.3,26.153846153846153,0.19076186030959236,9.23076923076923,62.76923076923077,whiff_prone,recent,1.07,neutral,0.9916230769230769,0.9925538461538461,mild,692,501,"682928,694673,686611,695734,665953,677588,695670,683083,696285",CJ Abrams; Abimelec Ortiz; Dylan Crews; Daylen Lile; Andrés Chaparro; José Tena; Harry Ford; Nasim Nuñez; Jacob Young,,22.723376623376627,92.75048923679061,FF,avg,False,,savant+statcast,False,,7,0.8,elite,elite,1.8248591692046752,-1.8289869846414781,,"arsenal K% 24.3 (elite solo, +1.8 vs lg, -1.8 vs opp K%, opp K% 26.2; slate #7/30 elite); stuff whiff 22.7% (avg), FF 92.8 mph; total caution — Exp K 6.5 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5; also swingman — fade full-outing chalk",0,caution,1.0,2.0,20.0,1.0,1.0,8.0,.421,1.082,10.0,0,0,,1,2,2.0,2024-08-21 A: 4.0IP 2K
3,Logan Webb,657277,SF,R,CIN,CIN@SF,2:45 PM CT,2026-08-26T19:45:00Z,ok,official,6.115155880441845,25,2.7777777777777777,season_avg,starter,22.442937774449344,23.14283727831376,5.858800353915797,5.689370493062667,2.019864399700441,9,9,1.0,25,,25,2.2235293319332587,0.6352940948380739,7.1152938621864275,3.767910630657812,19.377163,81.477833,50.8353221,30.3102625,7.8740157,16.587678,contact_gb,GB% 50.8,clear,,1.0,,5.0,9.204545454545455,4.888888888888888,6.254136695906433,0.3,22.22222222222222,0.25568796497039786,9.064327485380117,66.95906432748538,neutral,recent,1.0037797631433654,neutral,0.9931210526315789,0.993885380116959,mild,1333,802,"699302,682829,701398,668709,553993,667472,680574,624431,663647",Héctor Rodríguez; Elly De La Cruz; Sal Stewart; JJ Bleday; Eugenio Suárez; Dane Myers; Matt McLain; Jose Trevino; Ke'Bryan Hayes,,20.324028103044498,92.06748768472907,SI,soft,False,,savant,False,,12,0.6333333333333333,avg,avg,-0.057062225550655654,0.2207155522271229,,"arsenal K% 22.4 (avg solo, -0.1 vs lg, +0.2 vs opp K%, opp K% 22.2; slate #12/30 avg); stuff whiff 20.3% (soft), SI 92.1 mph; pitcher style GB/contact (GB% 50.8)",1,,8.0,45.0,173.0,8.0,2.0,37.0,.227,.555,26.01156069364162,4,28,7.0,2,12,6.0,2026-08-26 H: 6.0IP 6K; 2025-04-07 H: 7.0IP 10K; 2025-03-27 A: 5.0IP 5K; 2024-05-10 H: 7.0IP 6K; 2023-08-30 H: 6.0IP 6K; 2023-07-17 A: 7.0IP 7K
4,Joey Cantillo,676282,CLE,L,LAA,CLE@LAA,3:07 PM CT,2026-08-26T20:07:00Z,ok,official,4.382142857142858,19,2.111111111111111,season_avg,starter,33.92614455427314,32.07538208611433,5.838482605293444,6.87580168103145,3.0533530098845825,9,9,1.0,19,,19,4.350383801487439,1.0358056670208189,9.943734403399862,3.8889748508232715,25.531914999999998,70.483712,45.5587392,37.5358166,9.160305300000001,15.211268,whiff,"K% 25.5, Contact% 70.5",medium,high_bb,0.9,,4.333333333333333,7.02,5.555555555555556,3.418071428571429,0.3,24.528301886792452,0.22466589454773683,7.232704402515723,63.83647798742138,whiff_prone,recent,1.0638523942875941,neutral,1.0096056603773584,1.0,neutral,543,1722,"687263,545361,687093,695681,642350,666139,694203,623168,669326",Zach Neto; Mike Trout; Vaughn Grissom; Christian Moore; Jose Siri; Josh Lowe; Denzer Guzman; Tyler Heineman; Bryce Teodosio,,29.905811971839263,92.13819628647217,FF,strong,True,stuff whiff 29.9%,savant+statcast,False,,1,1.0,elite,elite,11.426144554273137,9.397842667480685,,"arsenal K% 33.9 (elite solo, +11.4 vs lg, +9.4 vs opp K%, opp K% 24.5; slate #1/30 elite); stuff whiff 29.9% (strong), FF 92.1 mph; pitcher style WHIFF (K% 25.5, Contact% 70.5); stuff ceiling (stuff whiff 29.9%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 5.8 (≥5.5)",0,trust,2.0,6.0,31.0,1.0,0.0,5.0,.167,.427,19.35483870967742,1,4,4.0,2,3,1.5,2026-08-26 A: 6.0IP 1K; 2026-05-11 H: 6.0IP 4K; 2025-04-05 A: 2.1IP 2K
5,MacKenzie Gore,669022,TEX,L,CWS,TEX@CWS,6:40 PM CT,2026-08-26T23:40:00Z,ok,official,5.16600858428522,22,2.4444444444444446,season_avg,starter,24.51320728656016,26.926329375951298,5.741134317487472,5.466674732461356,2.2061886557904145,9,9,1.0,22,,22,3.212814869673521,1.1121282241177572,9.94736911571994,3.7894037344156324,26.009693,75.225595,37.9746835,41.5189873,7.9268292,14.786967,whiff,K% 26.0,clear,,1.0,,7.0,11.117647058823529,5.666666666666667,6.381540015881742,0.3,23.98753894080997,0.234811464587827,11.838006230529595,63.55140186915888,whiff_prone,recent,1.058203675909118,patient,0.95,0.9575439252336448,elevated,627,1842,"678246,808959,545341,805367,695731,686668,668670,671976,682668",Miguel Vargas; Munetaka Murakami; Randal Grichuk; Chase Meidroth; Braden Montgomery; Brenton Doyle; Jake Rogers; Tristan Peters; Luisangel Acuña,,27.167757844328495,95.34369016536118,FF,strong,True,"L3 K9 11.1, stuff whiff 27.2% + FB 95.3",savant+statcast,False,,6,0.8333333333333334,elite,elite,2.01320728656016,0.5256683457501907,,"arsenal K% 24.5 (elite solo, +2.0 vs lg, +0.5 vs opp K%, opp K% 24.0; slate #6/30 elite); stuff whiff 27.2% (strong), FF 95.3 mph; pitcher style WHIFF (K% 26.0); stuff ceiling (L3 K9 11.1, stuff whiff 27.2% + FB 95.3); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 5.7 (≥5.5)",0,trust,,,,,,,,,,0,0,,0,0,,
6,Nick Lodolo,666157,CIN,L,SF,CIN@SF,2:45 PM CT,2026-08-26T19:45:00Z,ok,official,4.4997922825892855,20,2.2222222222222223,season_avg,starter,31.30679233809396,27.66991657723221,5.673983313546673,6.698419502403618,2.8176113104284566,9,9,1.0,20,,20,3.72,1.56,7.08,4.762126731872559,17.455621,79.09699,42.1276595,34.0425531,6.25,13.865546,balanced,,high,"elev_bb,high_hr,elev_xfip,exit_hr",0.9215,exit_hr,3.0,6.5675675675675675,4.111111111111112,3.283632206213803,0.3,26.373626373626372,0.2051310120552706,9.523809523809524,61.172161172161175,whiff_prone,recent,1.07,three_true,0.9932690476190477,0.9889857142857142,elevated,318,1003,"813841,646240,678545,671083,806367,668800,683766,687529,694376",Jonah Cox; Rafael Devers; Osleivis Basabe; Buddy Kennedy; Turner Hill; Andrew Knizner; Christian Koss; Grant McCray; Shay Whitcomb,,22.37085541256624,94.02052785923753,FF,avg,False,,savant,True,"K9 7.1, soft L3 3.0, elev_xFIP 4.76",2,0.9666666666666667,elite,elite,8.80679233809396,4.933165964467587,MATCHUP_OK,"soft-contact profile (K9 7.1, soft L3 3.0, elev_xFIP 4.76) but arsenal K% 31.3 (elite solo, +8.8 vs lg, +4.9 vs opp K%, opp K% 26.4; slate #2/30 elite); stuff whiff 22.4% (avg), FF 94.0 mph — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds",0,caution,3.0,10.0,71.0,2.0,2.0,13.0,.194,.557,14.084507042253522,1,1,1.0,3,14,4.666666666666667,2026-08-26 A: 4.0IP 5K; 2025-04-08 A: 6.0IP 3K; 2025-03-29 H: 6.0IP 1K; 2024-05-11 A: 6.0IP 6K
7,Connor Prielipp,687570,MIN,L,ATH,MIN@ATH,8:05 PM CT,2026-08-27T01:05:00Z,ok,official,4.842670740740741,21,2.3333333333333335,season_avg,starter,24.88526587625609,26.37920537016373,5.543050230049854,5.324355288960109,2.239673928863048,9,9,1.0,21,,21,3.65124565073592,1.2491103541991306,9.70462659800863,3.9658898623075234,24.754902,78.629032,42.471042399999995,39.7683397,7.7669901999999995,12.927757000000001,whiff,K% 24.8,medium,"elev_bb,elev_hr",0.95,,6.666666666666667,11.25,5.333333333333333,6.053338425925926,0.3,22.580645161290324,0.24674212774464704,10.0,66.12903225806451,neutral,recent,1.017249951934806,patient,0.96205,0.9796,elevated,488,1114,"703607,680869,671732,641680,695720,683021,661531,675961,687231",Henry Bolte; Zack Gelof; Lawrence Butler; Jonah Heim; Tommy White; Michael Stefanic; Brian Serven; Alika Williams; Darell Hernaiz,,24.30761548064919,95.5879732739421,FF,avg,True,L3 K9 11.2,savant,False,,5,0.8666666666666667,elite,elite,2.3852658762560885,2.3046207149657647,,"arsenal K% 24.9 (elite solo, +2.4 vs lg, +2.3 vs opp K%, opp K% 22.6; slate #5/30 elite); stuff whiff 24.3% (avg), FF 95.6 mph; pitcher style WHIFF (K% 24.8); stuff ceiling (L3 K9 11.2); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 5.5 (≥5.5)",0,trust,1.0,5.0,18.0,1.0,0.0,2.0,.118,.285,27.77777777777778,1,5,5.0,0,0,,2026-07-26 H: 5.2IP 5K
8,Sean Burke,680732,CWS,R,TEX,TEX@CWS,6:40 PM CT,2026-08-26T23:40:00Z,ok,official,6.454545454545454,26,2.888888888888889,season_start_est,starter,21.451059608473553,23.76766917595951,5.431641475650726,5.525222088092446,1.9305953647626197,9,9,1.0,26,,26,2.589041095890411,1.047945205479452,9.73972602739726,3.7163472966380318,26.510067,76.956148,34.7258485,44.6475195,11.6959064,13.178295,whiff,"K% 26.5, FB% 44.6, IFFB% 11.7",clear,,1.0,,4.666666666666667,7.26923076923077,5.777777777777778,5.213286713286714,0.3,20.795107033639145,0.25225343892654367,8.562691131498472,68.19571865443424,neutral,recent,0.9785237962316669,neutral,0.9976357798165137,1.0,neutral,1394,960,"592626,608369,694671,607043,677649,694497,679822,553869,683227",Joc Pederson; Corey Seager; Wyatt Langford; Brandon Nimmo; Ezequiel Duran; Evan Carter; Justin Foscue; Elias Díaz; Cody Freeman,,25.782213907843943,94.87649082568807,FF,avg,False,,savant+statcast,False,,15,0.5333333333333333,avg,avg,-1.0489403915264468,0.6559525748344086,,"arsenal K% 21.5 (avg solo, -1.0 vs lg, +0.7 vs opp K%, opp K% 20.8; slate #15/30 avg); stuff whiff 25.8% (avg), FF 94.9 mph; pitcher style WHIFF (K% 26.5, FB% 44.6, IFFB% 11.7)",0,,1.0,6.0,23.0,3.0,0.0,3.0,.150,.511,26.08695652173913,1,6,6.0,0,0,,2025-05-23 H: 6.0IP 6K
9,Eduardo Rodriguez,593958,AZ,L,CHC,CHC@AZ,2:40 PM CT,2026-08-26T19:40:00Z,ok,official,5.891332970027248,24,2.6666666666666665,season_avg,starter,22.866742432487893,24.73163856969222,5.3084257565978135,5.148781843240719,2.0580068189239102,9,9,1.0,24,,24,2.8451612903225807,0.8129032258064516,6.387096774193548,4.40631708791179,17.322835,81.585678,39.7435897,39.3162393,10.3260869,15.12605,balanced,,low,elev_xfip,1.0,,6.0,8.678571428571429,6.222222222222222,5.6809282210977035,0.3,22.070844686648503,0.24367149986570694,9.809264305177111,66.4850136239782,neutral,recent,1.0094608716275788,patient,0.964624931880109,0.9818888283378747,elevated,722,1747,"691718,673548,608324,683737,663538,621438,699393,608348,672356",Pete Crow-Armstrong; Seiya Suzuki; Alex Bregman; Michael Busch; Nico Hoerner; Tyrone Taylor; Pedro Ramírez; Carson Kelly; Gabriel Arias,,20.47598217901985,91.9865503080082,FF,soft,False,,savant,True,"K9 6.4, elev_xFIP 4.41",9,0.7333333333333333,strong,strong,0.36674243248789296,0.7958977458393903,MATCHUP_OK,"soft-contact profile (K9 6.4, elev_xFIP 4.41) but arsenal K% 22.9 (strong solo, +0.4 vs lg, +0.8 vs opp K%, opp K% 22.1; slate #9/30 strong); stuff whiff 20.5% (soft), FF 92.0 mph — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds",0,,2.0,14.0,46.0,5.0,3.0,8.0,.195,.722,30.434782608695652,2,14,7.0,0,0,,2026-08-26 H: 7.0IP 9K; 2025-03-30 H: 5.1IP 5K
10,Michael McGreevy,700241,STL,R,BAL,BAL@STL,6:45 PM CT,2026-08-26T23:45:00Z,ok,official,5.493333333333334,22,2.4444444444444446,season_avg,starter,22.64292605454104,26.80689336501012,5.007152952246336,5.214252116654429,2.037863344908694,9,9,1.0,22,,22,2.3592233883468254,1.1796116941734127,6.225728385915233,4.169953618617459,17.025090000000002,82.946519,44.3127962,36.255924099999994,5.2287581,13.114754000000001,balanced,,clear,,1.0,,4.666666666666667,7.411764705882353,5.666666666666667,4.523921568627452,0.3,24.846625766871167,0.2396242419839853,4.9079754601226995,68.09815950920246,neutral,recent,1.0251000744733287,free_swing,1.0271361963190184,1.0,low,1424,801,"702616,624413,683002,694212,687952,687637,665750,681297,665966",Jackson Holliday; Pete Alonso; Gunnar Henderson; Samuel Basallo; Christian Encarnacion-Strand; Dylan Beavers; Leody Taveras; Colton Cowser; Carlos Narváez,,19.335321399031077,91.76799999999999,FF,soft,False,,savant+statcast,True,"K9 6.2, low-K volume",10,0.7,strong,strong,0.14292605454103935,-2.2036997123301276,MATCHUP_OK,"soft-contact profile (K9 6.2, low-K volume) but arsenal K% 22.6 (strong solo, +0.1 vs lg, -2.2 vs opp K%, opp K% 24.8; slate #10/30 strong); stuff whiff 19.3% (soft), FF 91.8 mph — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds",0,,,,,,,,,,,0,0,,0,0,,
