rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent
1,Gavin Williams,668909,CLE,R,ATH,ATH@CLE,12:40 PM CT,2026-09-20T17:40:00Z,ok,official,5.838709677419355,23,2.5555555555555554,season_avg,starter,27.936398924394634,28.304186722604634,7.156158923917852,6.469627955827346,2.514275903195517,9,9,1.0,23,,23,2.896551724137931,1.396551724137931,12.155172413793103,2.8381478504031556,33.333332999999996,69.521045,43.3168316,39.108910800000004,9.4936708,14.460783999999999,whiff,"K% 33.3, Contact% 69.5",low,elev_hr,1.0,,9.0,13.5,6.0,8.758064516129032,0.3,22.641509433962263,0.2087858693295368,7.232704402515723,68.86792452830188,neutral,recent,1.0027280609695026,neutral,1.0096056603773584,1.0,neutral,1657,1140,"703607,669127,671732,680869,622268,695720,675961,641680,672016",Henry Bolte; Shea Langeliers; Lawrence Butler; Zack Gelof; Donovan Walton; Tommy White; Alika Williams; Jonah Heim; Denzel Clarke,,32.40159297660191,97.62493472584856,FF,elite,True,"K9 12.2, L3 K9 13.5, stuff whiff 32.4%",savant+statcast,False,,2,0.9666666666666667,elite,elite,5.436398924394634,5.294889490432372,,"arsenal K% 27.9 (elite solo, +5.4 vs lg, +5.3 vs opp K%, opp K% 22.6; slate #2/30 elite); stuff whiff 32.4% (elite), FF 97.6 mph; pitcher style WHIFF (K% 33.3, Contact% 69.5); stuff ceiling (K9 12.2, L3 K9 13.5, stuff whiff 32.4%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 7.2 (≥5.5)",0,trust,3.0,24.0,72.0,5.0,1.0,11.0,.164,.461,33.333333333333336,3,24,8.0,0,0,,2026-09-20 H: 7.0IP 9K; 2025-07-20 H: 7.0IP 11K; 2023-06-21 H: 5.2IP 4K
2,Jacob Misiorowski,694819,MIL,R,BAL,MIL@BAL,6:20 PM CT,2026-09-20T23:20:00Z,ok,official,5.940476190476191,23,2.5555555555555554,season_avg,starter,26.456803854573153,27.05799264011064,6.96452828889916,6.462524884762774,2.381112346911584,9,9,1.0,23,,23,2.2725451596719184,0.7575150532239727,13.14829699524467,2.240916590354118,38.207547,65.453137,44.6745562,37.2781065,11.1111111,18.71345,whiff,"K% 38.2, Contact% 65.5",clear,,1.0,,7.0,12.32608695652174,5.111111111111111,8.135869565217392,0.3,30.56379821958457,0.22254898056120265,8.308605341246292,59.05044510385757,whiff_prone,recent,1.07,neutral,0.9999225519287834,1.0,neutral,1442,1093,"687637,624413,683002,691723,694212,669236,681297,665750,665966",Dylan Beavers; Pete Alonso; Gunnar Henderson; Coby Mayo; Samuel Basallo; Jeremiah Jackson; Colton Cowser; Leody Taveras; Carlos Narváez,,37.38606230031948,100.58130841121495,FF,elite,True,"K9 13.1, L3 K9 12.3, stuff whiff 37.4%",savant,False,,4,0.9,elite,elite,3.9568038545731525,-4.106994365011417,,"arsenal K% 26.5 (elite solo, +4.0 vs lg, -4.1 vs opp K%, opp K% 30.6; slate #4/30 elite); stuff whiff 37.4% (elite), FF 100.6 mph; pitcher style WHIFF (K% 38.2, Contact% 65.5); stuff ceiling (K9 13.1, L3 K9 12.3, stuff whiff 37.4%); K-first arm — confirms overs / SPIKE caution on soft unders; TRUST total — ELITE/STRONG + WHIFF + Exp K 7.0 (≥5.5)",0,trust,,,,,,,,,,0,0,,0,0,,
3,Spencer Miles,693686,TOR,R,TEX,TOR@TEX,1:35 PM CT,2026-09-20T18:35:00Z,ok,official,6.192608306748467,25,2.7777777777777777,season_start_est,swingman,19.238279945441874,23.303346531517263,6.0985115156016905,4.731196825092686,1.731445195089769,9,9,1.0,25,,25,2.356363897856434,0.49090914538675706,8.541819129729573,3.17216829537407,23.513514,83.13783000000001,51.5625,27.34375,10.0,15.503876,balanced,,low,short_recent_ip,0.93,short_recent_ip,3.0,13.5,2.0,9.2889124601227,0.3,21.779141104294478,0.24442957103596433,10.429447852760736,62.576687116564415,whiff_prone,recent,1.0413834047870212,patient,0.9562524539877301,0.9744466257668711,elevated,772,656,"694671,608369,673962,677649,696030,669394,670032,643376,694497",Wyatt Langford; Corey Seager; Josh Jung; Ezequiel Duran; Alejandro Osuna; Jake Burger; Nicky Lopez; Danny Jansen; Evan Carter,,18.93062178588125,96.30015625,SI,soft,True,L3 K9 13.5,savant+statcast,False,,20,0.36666666666666664,soft,soft,-3.2617200545581255,-2.5408611588526036,SPIKE,"arsenal K% 19.2 (soft solo, -3.3 vs lg, -2.5 vs opp K%, opp K% 21.8; slate #20/30 soft); stuff whiff 18.9% (soft), SI 96.3 mph; SPIKE (L3 K9 13.5) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+",0,,2.0,7.0,20.0,0.0,0.0,3.0,.150,.300,35.0,1,3,3.0,1,4,4.0,2026-09-20 A: 3.0IP 4K; 2026-06-26 H: 2.2IP 3K
4,David Peterson,656849,CHC,L,CIN,CHC@CIN,12:40 PM CT,2026-09-20T17:40:00Z,ok,official,5.495454545454546,24,2.6666666666666665,season_start_est,starter,21.959152424301593,24.43465446688005,5.802587595105532,5.693890044425873,1.9763237181871431,9,9,1.0,24,,24,4.063106918382158,0.9174757557637132,8.126213836764316,4.021495954034616,19.935691,79.375591,50.704225300000004,27.4647887,6.8376068,15.277778,contact_gb,GB% 50.7,medium,high_bb,0.9,,6.0,9.918367346938776,5.444444444444444,6.056215213358072,0.3,29.496402877697843,0.19488219106412483,6.83453237410072,61.8705035971223,whiff_prone,recent,1.07,free_swing,1.0117237410071942,1.0,low,659,1643,"667472,682829,701398,663886,668709,680574,665828,677943,663647",Dane Myers; Elly De La Cruz; Sal Stewart; Tyler Stephenson; JJ Bleday; Matt McLain; Oswaldo Cabrera; Will Banfield; Ke'Bryan Hayes,,22.2505212858384,92.14057553956835,SI,avg,False,,savant,False,,10,0.7,strong,avg,-0.5408475756984075,-7.5372504533962505,,"arsenal K% 22.0 (avg solo, -0.5 vs lg, -7.5 vs opp K%, opp K% 29.5; slate #10/30 strong); stuff whiff 22.3% (avg), SI 92.1 mph; pitcher style GB/contact (GB% 50.7)",1,,9.0,44.0,181.0,20.0,4.0,48.0,.306,.826,24.30939226519337,4,24,6.0,4,16,4.0,2026-09-20 A: 6.0IP 7K; 2026-08-28 H: 5.0IP 6K; 2026-06-15 A: 3.0IP 1K; 2026-05-26 H: 5.0IP 4K; 2025-09-05 A: 5.1IP 4K; 2025-07-20 H: 6.0IP 4K; 2023-09-15 H: 5.2IP 10K; 2023-05-09 A: 3.1IP 4K
5,Jonah Tong,804636,NYM,R,PHI,PHI@NYM,12:10 PM CT,2026-09-20T17:10:00Z,ok,official,6.161985192982456,27,3.0,season_shrunk,starter,19.7779455272835,23.31804995770513,5.521726995661917,4.854012421574295,1.780015097455515,9,9,1.0,27,,27,3.8571430323075355,0.8571428960683413,8.571428960683413,4.492755605373302,21.978022,73.22404399999999,41.3793103,44.8275862,7.6923076,9.836066,balanced,,medium,"elev_bb,elev_xfip",0.95,,6.0,10.340425531914892,5.222222222222222,7.079727668533034,0.3,18.005540166204987,0.22374864744203857,11.357340720221607,68.14404432132964,neutral,recent,0.9568246109926759,patient,0.95,0.9633119113573407,elevated,203,154,"656941,607208,547180,650333,664761,681082,669016,592663,702222",Kyle Schwarber; Trea Turner; Bryce Harper; Luis Arraez; Alec Bohm; Bryson Stott; Brandon Marsh; J.T. Realmuto; Justin Crawford,statcast_fallback,27.44947293986088,95.31518987341772,FF,strong,True,"L3 K9 10.3, stuff whiff 27.4% + FB 95.3",statcast,False,,18,0.43333333333333335,avg,soft,-2.7220544727165006,1.772405361078512,SPIKE,"arsenal K% 19.8 (soft solo, -2.7 vs lg, +1.8 vs opp K%, opp K% 18.0; slate #18/30 avg); stuff whiff 27.4% (strong), FF 95.3 mph; SPIKE (L3 K9 10.3, stuff whiff 27.4% + FB 95.3) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+",0,,,,,,,,,,,1,5,5.0,0,0,,2026-09-20 H: 4.2IP 5K
6,Quinn Mathews,687273,STL,L,WSH,WSH@STL,1:15 PM CT,2026-09-20T18:15:00Z,ok,official,5.231272878787879,23,2.5555555555555554,season_avg,starter,26.568756218357947,28.83203804611063,5.410530157142398,6.019348557088744,2.3911880596522153,9,9,1.0,23,,23,3.8571429885163644,0.7232143103468183,8.67857172416182,4.114192358898201,22.222222,75.324675,39.6226415,36.7924528,15.384615300000002,15.59633,balanced,,low,elev_bb,0.95,,5.0,6.864406779661016,6.555555555555556,3.989953890600924,0.3,19.805194805194805,0.2187609581434281,9.090909090909092,69.15584415584415,neutral,recent,0.9678617085160911,neutral,0.9928818181818182,0.9936727272727273,mild,191,499,"695578,665953,691781,682928,686611,695734,695670,696285,683083",James Wood; Andrés Chaparro; Brady House; CJ Abrams; Dylan Crews; Daylen Lile; Harry Ford; Jacob Young; Nasim Nuñez,,26.719596626696244,93.5084249084249,FF,strong,False,,savant+statcast,False,,3,0.9333333333333333,elite,elite,4.068756218357947,6.763561413163142,,"arsenal K% 26.6 (elite solo, +4.1 vs lg, +6.8 vs opp K%, opp K% 19.8; slate #3/30 elite); stuff whiff 26.7% (strong), FF 93.5 mph",0,,1.0,3.0,28.0,2.0,1.0,7.0,.280,.761,10.714285714285714,1,3,3.0,0,0,,2026-09-20 H: 7.0IP 3K
7,Kade Anderson,807739,SEA,L,COL,SEA@COL,2:10 PM CT,2026-09-20T19:10:00Z,ok,official,5.388888888888889,22,2.4444444444444446,season_avg,starter,26.304102856678043,27.67383026242323,5.397683950546924,5.445867182100001,2.3673692571010236,9,9,1.0,22,,22,2.8421054058127857,1.4210527029063929,7.460526690258563,4.1173807239704505,19.626168,77.934272,35.064935000000006,37.6623376,13.793103400000001,14.102564000000001,balanced,,low,elev_hr,1.0,,5.666666666666667,8.826923076923077,5.777777777777778,5.285256410256411,0.3,17.941176470588236,0.27657506237675905,6.470588235294118,73.23529411764706,contact_heavy,recent,0.9299999999999999,aggressive,1.014635294117647,1.0,low,78,320,"664983,681393,696100,681198,694249,691182,664954,687597,678662",Jake McCarthy; Connor Norby; Hunter Goodman; TJ Rumfield; Cole Carrigg; Adael Amador; Brett Sullivan; Jordan Beck; Ezequiel Tovar,statcast_fallback,23.036372550701202,93.5781818181818,FF,avg,False,,statcast,False,,5,0.8666666666666667,elite,elite,3.8041028566780426,8.362926386089807,,"arsenal K% 26.3 (elite solo, +3.8 vs lg, +8.4 vs opp K%, opp K% 17.9; slate #5/30 elite); stuff whiff 23.0% (avg), FF 93.6 mph",1,,1.0,7.0,24.0,0.0,0.0,3.0,.125,.333,29.166666666666668,0,0,,1,7,7.0,2026-09-20 A: 7.0IP 7K
8,Troy Melton,675512,DET,R,CWS,DET@CWS,1:10 PM CT,2026-09-20T18:10:00Z,ok,official,5.441093324278438,22,2.4444444444444446,season_avg,starter,25.214217698216743,29.55197854684921,5.263973285723181,5.813695637496323,2.269279592839507,9,9,1.0,22,,22,2.7650603045052287,1.0572289399578816,7.319277276631488,4.221793499504354,19.955654,77.869822,42.4528301,38.3647798,11.4754098,14.018692,balanced,,low,"elev_xfip,short_recent_ip",0.96,short_recent_ip,3.3333333333333335,6.585365853658537,4.555555555555555,3.9812877982525166,0.3,30.64516129032258,0.19978024734953315,11.290322580645162,54.516129032258064,whiff_prone,recent,1.07,three_true,0.9835532258064517,0.9730870967741936,elevated,1011,679,"803011,691019,678246,808959,643217,695657,805367,695731,686668",Sam Antonacci; Kyle Teel; Miguel Vargas; Munetaka Murakami; Andrew Benintendi; Colson Montgomery; Chase Meidroth; Braden Montgomery; Brenton Doyle,,23.87270790937458,96.37767527675277,FF,avg,False,,savant+statcast,False,,6,0.8333333333333334,elite,elite,2.7142176982167427,-5.430943592105837,,"arsenal K% 25.2 (elite solo, +2.7 vs lg, -5.4 vs opp K%, opp K% 30.6; slate #6/30 elite); stuff whiff 23.9% (avg), FF 96.4 mph",0,,5.0,17.0,101.0,9.0,1.0,17.0,.189,.599,16.831683168316832,3,10,3.3333333333333335,2,7,3.5,2026-08-15 H: 4.1IP 4K; 2026-06-20 H: 6.0IP 5K; 2026-05-29 A: 7.0IP 1K; 2025-09-07 H: 2.0IP 1K; 2025-08-13 A: 5.0IP 6K
9,Jacob deGrom,594798,TEX,R,TOR,TOR@TEX,1:35 PM CT,2026-09-20T18:35:00Z,ok,official,5.166801732339368,21,2.3333333333333335,season_avg,starter,22.064304095344635,24.400691400382748,5.076466159635508,4.0749928274196865,1.985787368581017,9,9,1.0,21,,21,2.274298131108068,1.1663067339015734,11.31317531884526,2.97716116273204,31.189711,68.361153,36.1979166,42.96875,10.9090909,13.695089999999999,whiff,"K% 31.2, Contact% 68.4",clear,,1.0,,7.333333333333333,12.913043478260871,5.111111111111111,7.413237268139095,0.3,18.210862619808307,0.2381457081104449,10.223642172523961,69.00958466453675,contact_heavy,recent,0.9475913684995453,patient,0.9590308306709265,0.9769162939297125,elevated,1548,1016,"703520,665489,664770,672960,815873,669701,665926,678218,676391",Brett Bateman; Vladimir Guerrero Jr.; Nathan Lukes; Kazuma Okamoto; Sean Keys; Josh Smith; Andrés Giménez; Brandon Valenzuela; Ernie Clement,,34.99424677094827,97.36035447761195,FF,elite,True,"K9 11.3, L3 K9 12.9, stuff whiff 35.0%",savant+statcast,False,,9,0.7333333333333333,strong,avg,-0.4356959046553648,3.8534414755363287,,"arsenal K% 22.1 (avg solo, -0.4 vs lg, +3.9 vs opp K%, opp K% 18.2; slate #9/30 strong); stuff whiff 35.0% (elite), FF 97.4 mph; pitcher style WHIFF (K% 31.2, Contact% 68.4); stuff ceiling (K9 11.3, L3 K9 12.9, stuff whiff 35.0%)",1,,4.0,16.0,87.0,8.0,1.0,15.0,.200,.580,18.39080459770115,2,2,1.0,1,5,5.0,2026-09-20 H: 4.1IP 2K; 2025-08-15 A: 5.0IP 5K; 2025-05-26 H: 5.1IP 0K
10,Hunter Brown,686613,HOU,R,ATL,ATL@HOU,1:10 PM CT,2026-09-20T18:10:00Z,ok,official,4.831578947368421,20,2.2222222222222223,season_avg,starter,18.188267759517906,21.21188429731387,5.034361627896546,3.464727137596569,1.6369440983566117,9,9,1.0,20,,20,4.546391752577319,1.0206185567010309,10.206185567010309,3.6377441196558404,27.093595999999998,75.035461,56.016597499999996,31.120331899999996,14.6666666,18.106996,whiff,K% 27.1,medium,high_bb,0.9,,9.0,16.2,5.0,8.696842105263158,0.3,21.306818181818183,0.2899626204905243,8.238636363636363,68.75,neutral,recent,0.9694809357864599,neutral,1.0005522727272727,1.0,neutral,1021,662,"686948,660670,621566,671739,643289,645277,573262,676551,673490",Drake Baldwin; Ronald Acuña Jr.; Matt Olson; Michael Harris II; Mauricio Dubón; Ozzie Albies; Mike Yastrzemski; Brewer Hicklen; Ha-Seong Kim,,26.422192173572725,96.18899430740038,FF,strong,True,"K9 10.2, L3 K9 16.2, stuff whiff 26.4% + FB 96.2",savant+statcast,False,,25,0.2,soft,soft,-4.311732240482094,-3.1185504223002773,SPIKE,"arsenal K% 18.2 (soft solo, -4.3 vs lg, -3.1 vs opp K%, opp K% 21.3; slate #25/30 soft); stuff whiff 26.4% (strong), FF 96.2 mph; pitcher style WHIFF (K% 27.1); SPIKE (K9 10.2, L3 K9 16.2, stuff whiff 26.4% + FB 96.2) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",0,,3.0,12.0,70.0,6.0,2.0,16.0,.254,.758,17.142857142857142,2,13,6.5,2,9,4.5,2026-09-20 H: 5.0IP 10K; 2025-09-13 A: 6.2IP 2K; 2024-04-16 H: 6.0IP 3K; 2023-04-21 A: 4.2IP 7K
