rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct
1,Zebby Matthews,805673,MIN,R,SF,MIN@SF,8:45 PM CT,2026-09-22T01:45:00Z,ok,prior:2026-09-20,5.3050181818181805,22,2.4444444444444446,season_avg,starter,24.770996388053746,28.612683140651534,5.724662607506647,5.79083125747703,2.229389674924837,9,9,1.0,22,,22,2.800532028544488,1.6515958117057237,7.683510950109237,4.1424082936635624,20.498084,79.749478,42.432432399999996,38.6486486,7.6923076,9.677419,balanced,,medium,"high_hr,short_recent_ip,exit_hr",0.9311999999999999,"short_recent_ip,exit_hr",4.666666666666667,9.45,4.444444444444445,5.570269090909089,0.3,26.643598615916954,0.22973076369273632,5.190311418685121,65.39792387543253,whiff_prone,recent,1.07,free_swing,1.024877508650519,1.0,low,1177,840,"813841,808982,682674,668800,695391,814154,694376,687529,683766",Jonah Cox; Jung Hoo Lee; Victor Bericoto; Andrew Knizner; Brett Harris; Scott Bandura; Shay Whitcomb; Grant McCray; Christian Koss,21.926005471649457,95.20514603616134,FF,soft,False,,savant+statcast,False,,2,0.75,strong,elite,2.270996388053746,-1.872602227863208,,"arsenal K% 24.8 (elite solo, +2.3 vs lg, -1.9 vs opp K%, opp K% 26.6; slate #2/4 strong); stuff whiff 21.9% (soft), FF 95.2 mph; total caution — Exp K 5.7 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5",0,caution,0,0,,0,0,,,,,,,,,,,
2,Trey Yesavage,702056,TOR,R,BAL,TOR@BAL,5:35 PM CT,2026-09-21T22:35:00Z,ok,official,4.611678333333334,19,2.111111111111111,season_avg,starter,30.51844260369965,32.33921686842186,5.707485640550129,6.125105933868605,2.7466598343329682,9,9,1.0,19,,19,4.419928945627693,0.9608541186147158,8.743772479393915,4.6266712639672996,23.57513,71.623465,33.8842975,49.586776799999996,10.8333333,15.384614999999998,balanced,,medium,"high_bb,elev_xfip",0.9,,4.333333333333333,9.236842105263158,4.222222222222222,4.733038289473684,0.3,28.06451612903226,0.24414811980648976,10.0,59.354838709677416,whiff_prone,recent,1.07,three_true,0.99065,0.9847,elevated,858,691,"687637,624413,683002,691723,687952,694212,677956,681297,676480",Dylan Beavers; Pete Alonso; Gunnar Henderson; Coby Mayo; Christian Encarnacion-Strand; Samuel Basallo; Rece Hinds; Colton Cowser; José Barrero,30.047191736604262,94.30401662049861,FF,elite,True,stuff whiff 30.0%,savant,False,,1,1.0,elite,elite,8.01844260369965,2.453926474667391,,"arsenal K% 30.5 (elite solo, +8.0 vs lg, +2.5 vs opp K%, opp K% 28.1; slate #1/4 elite); stuff whiff 30.0% (elite), FF 94.3 mph; stuff ceiling (stuff whiff 30.0%); total caution — Exp K 5.7 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5",0,caution,1,5,5.0,1,4,4.0,2026-06-05 H: 5.2IP 5K; 2026-05-30 A: 5.0IP 4K,2.0,9.0,45.0,9.0,2.0,7.0,.200,.793,20.0
3,Blade Tidwell,694918,SF,R,MIN,MIN@SF,8:45 PM CT,2026-09-22T01:45:00Z,ok,official,5.2218333333333335,22,2.4444444444444446,season_start_est,starter,22.840539236178266,24.09972305626897,4.51626916559655,4.880501543557382,2.055648531256044,9,9,1.0,22,,22,3.543750084489586,1.1812500281631952,7.087500168979172,4.938516879587077,18.918919000000002,79.545455,37.2549019,43.7908496,25.3731343,21.568627000000003,fly_popup,"FB% 43.8, IFFB% 25.4",medium,"elev_bb,high_xfip,exit_xfip_bb",0.9215,exit_xfip_bb,3.6666666666666665,6.319148936170213,5.222222222222222,3.666393617021277,0.3,20.792079207920793,0.2487126190096487,7.260726072607261,67.98679867986799,neutral,recent,0.9812574888119443,neutral,1.0093534653465346,1.0,neutral,512,390,"805805,807712,686797,665019,680777,702176,693306,691181,668952",Walker Jenkins; Luke Keaschall; Brooks Lee; Kody Clemens; Ryan Jeffers; Alan Roden; Aaron Sabato; Emmanuel Rodriguez; Ryan Kreidler,22.48938900680134,95.138127090301,FF,avg,False,,savant+statcast,True,"K9 7.1, soft L3 3.7, elev_xFIP 4.94",3,0.5,avg,strong,0.340539236178266,2.048460028257473,MATCHUP_OK,"soft-contact profile (K9 7.1, soft L3 3.7, elev_xFIP 4.94) but arsenal K% 22.8 (strong solo, +0.3 vs lg, +2.0 vs opp K%, opp K% 20.8; slate #3/4 avg); stuff whiff 22.5% (avg), FF 95.1 mph; pitcher style FLY/popup (FB% 43.8, IFFB% 25.4) — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds; fly/popup out-getter — BIP outs over Ks; same under cue as GB style",1,,0,0,,0,0,,,,,,,,,,,
4,Shane Baz,669358,BAL,R,TOR,TOR@BAL,5:35 PM CT,2026-09-21T22:35:00Z,ok,official,5.766666666666667,25,2.7777777777777777,season_avg,starter,15.502497609522493,19.311032507585494,3.9778992788582803,3.674677541226115,1.3952247848570243,9,9,1.0,25,,25,3.121387283236994,0.7803468208092486,7.907514450867052,4.274372352719996,20.485174999999998,80.42836,37.428022999999996,39.3474088,8.292682899999999,13.167939,balanced,,low,elev_xfip,1.0,,4.333333333333333,7.3125,5.333333333333333,4.685416666666667,0.3,17.350157728706623,0.25519646921985384,8.832807570977918,71.60883280757098,contact_heavy,recent,0.9299999999999999,neutral,0.9952047318611987,1.0,neutral,1729,1089,"703520,672386,664770,543807,815873,672960,669701,665926,676391",Brett Bateman; Alejandro Kirk; Nathan Lukes; George Springer; Sean Keys; Kazuma Okamoto; Josh Smith; Andrés Giménez; Ernie Clement,21.78114394477063,95.8617616580311,FF,soft,False,,savant+statcast,False,,4,0.25,soft,soft,-6.997502390477507,-1.8476601191841304,UNDER_OK,"arsenal K% 15.5 (soft solo, -7.0 vs lg, -1.8 vs opp K%, opp K% 17.4; slate #4/4 soft); stuff whiff 21.8% (soft), FF 95.9 mph; UNDER_OK — 2/2+ confirms (opp contact-heavy BIP, Exp K ≤4.2)",2,,3,14,4.666666666666667,2,9,4.5,2026-06-07 A: 5.2IP 3K; 2025-09-18 H: 5.0IP 4K; 2025-05-24 H: 5.2IP 4K; 2025-05-13 A: 4.2IP 6K; 2024-09-22 H: 6.0IP 6K,7.0,35.0,153.0,10.0,6.0,30.0,.213,.644,22.875816993464053
,River Ryan,689981,DET,R,WSH,WSH@DET,5:40 PM CT,2026-09-21T22:40:00Z,missing_arsenal,official,4.2780000000000005,18,1.9633333333333336,season_shrunk,starter,,,,,,9,0,,0,,18,0.0,0.0,9.0,,33.333333333333336,,50.0,50.0,,,whiff,K% 33.3,low,short_recent_ip,0.93,short_recent_ip,1.0,9.0,1.0,,,19.732441471571907,0.25337496636472784,7.023411371237458,71.23745819397993,contact_heavy,recent,,neutral,1.011489297658863,1.0,neutral,0,0,,,,,,,False,,,False,,,,,,,,,,,,1,1,1.0,0,0,,2026-09-21 H: 1.0IP 1K,,,,,,,,,
,DJ Herz,687792,WSH,L,DET,WSH@DET,5:40 PM CT,2026-09-21T22:40:00Z,missing_arsenal,official,3.6124845600000004,16,1.7972560000000004,season_shrunk,starter,,,,,,9,0,,0,,16,27.0,0.0,0.0,,0.0,,100.0,0.0,,,contact_gb,GB% 100.0,medium,"high_bb,short_recent_ip",0.8370000000000001,short_recent_ip,0.0,0.0,0.3333333333333333,,,23.723723723723722,0.26645710938397454,11.11111111111111,62.46246246246246,whiff_prone,recent,,patient,0.95,0.9662666666666667,elevated,0,0,,,,,,,False,,,False,,,,,,,,,,,,0,0,,1,0,0.0,2026-09-21 A: 0.0IP 0K,,,,,,,,,
