rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct
1,Tanner Gordon,685299,COL,R,BAL,BAL@COL,7:40 PM CT,2026-09-01T00:40:00Z,ok,prior:2026-08-30,6.79,29,3.2222222222222223,season_start_est,swingman,28.25747242402912,29.550845076446155,7.097285159321218,8.795901875953389,2.543172518162621,9,9,1.0,29,,29,1.6135458657783983,1.8286853145488515,7.422310982580632,4.43455024559953,18.90411,80.910426,33.941605800000005,48.5401459,8.2706766,9.318996,balanced,,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,2.6666666666666665,4.153846153846154,5.777777777777778,3.133846153846154,0.3,26.470588235294116,0.23742838201042535,7.647058823529412,63.23529411764706,whiff_prone,recent,1.07,neutral,1.0058764705882353,1.0,neutral,735,548,"677942,624413,683002,691723,687952,665750,681047,665966,681297",Blaze Alexander; Pete Alonso; Gunnar Henderson; Coby Mayo; Christian Encarnacion-Strand; Leody Taveras; Christian Franklin; Carlos Narváez; Colton Cowser,,22.11151388161341,92.7589605734767,FF,avg,False,,savant+statcast,False,,2,0.9565217391304348,elite,elite,5.757472424029121,1.786884188735005,,"arsenal K% 28.3 (elite solo, +5.8 vs lg, +1.8 vs opp K%, opp K% 26.5; slate #2/23 elite); stuff whiff 22.1% (avg), FF 92.8 mph; total caution — Exp K 7.1 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5; also swingman — fade full-outing chalk",0,caution,0,0,,0,0,,,,,,,,,,,
2,Anthony Molina,683627,SF,R,ATL,SF@ATL,5:05 PM CT,2026-08-31T22:05:00Z,ok,prior:2026-08-30,5.5,23,2.5555555555555554,default,starter,30.05786750687173,29.425634920634927,6.727195365761013,6.727195365761013,2.7052080756184558,9,9,1.0,23,,23,1.9285714942581822,0.9642857471290911,2.892857241387273,4.372616159549994,8.571429,82.857143,46.4285714,28.5714285,0.0,20.0,balanced,,low,elev_xfip,1.0,,,,,,,23.728813559322035,0.26678313927421865,7.909604519774011,66.66666666666667,neutral,recent,1.0194567575543267,neutral,1.003513559322034,1.0,neutral,78,62,"686948,660670,621566,671739,643289,645277,669221,663586,673490",Drake Baldwin; Ronald Acuña; Matt Olson; Michael Harris; Mauricio Dubón; Ozzie Albies; Sean Murphy; Austin Riley; Ha-Seong Kim,statcast_fallback,18.722989195678274,96.29016393442622,FF,soft,False,,statcast,True,"K9 2.9, elev_xFIP 4.37",1,1.0,elite,elite,7.55786750687173,6.329053947549696,MATCHUP_OK,"soft-contact profile (K9 2.9, elev_xFIP 4.37) but arsenal K% 30.1 (elite solo, +7.6 vs lg, +6.3 vs opp K%, opp K% 23.7; slate #1/23 elite); stuff whiff 18.7% (soft), FF 96.3 mph — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds",0,caution,1,3,3.0,1,2,2.0,2025-06-14 A: 2.0IP 2K; 2024-08-10 H: 2.0IP 3K,2.0,5.0,14.0,0.0,1.0,2.0,.143,.500,35.714285714285715
3,Ian Seymour,693855,TB,L,NYM,NYM@TB,5:40 PM CT,2026-08-31T22:40:00Z,ok,prior:2026-08-30,6.79,28,3.111111111111111,season_start_est,swingman,21.365157382942133,24.18150920277177,6.724978014394615,5.498876155017519,1.922864164464792,9,9,1.0,28,,28,2.6915890729232936,1.5981310120482057,10.766356291693175,3.5698047092570335,28.699552,73.768614,31.386861300000003,48.5401459,14.2857142,17.730496000000002,whiff,"K% 28.7, Contact% 73.8, FB% 48.5, IFFB% 14.3",medium,"high_hr,exit_hr",0.97,exit_hr,8.0,12.705882352941176,5.666666666666667,9.585882352941177,0.3,19.484240687679083,0.24630217704341686,8.595988538681949,71.63323782234957,contact_heavy,recent,0.93530984255863,neutral,0.9973361031518625,1.0,neutral,566,1168,"596019,665742,666182,701807,676724,673357,805999,543760,620443",Francisco Lindor; Juan Soto; Bo Bichette; Carson Benge; Jared Young; Luis Robert Jr.; A.J. Ewing; Marcus Semien; Luis Torrens,,28.113471665841473,91.42719665271966,FF,strong,True,"K9 10.8, L3 K9 12.7, stuff whiff 28.1%",savant+statcast,False,,14,0.43478260869565216,avg,avg,-1.134842617057867,1.8809166952630498,,"arsenal K% 21.4 (avg solo, -1.1 vs lg, +1.9 vs opp K%, opp K% 19.5; slate #14/23 avg); stuff whiff 28.1% (strong), FF 91.4 mph; pitcher style WHIFF (K% 28.7, Contact% 73.8, FB% 48.5, IFFB% 14.3); stuff ceiling (K9 10.8, L3 K9 12.7, stuff whiff 28.1%); also swingman — fade full-outing chalk",1,,0,0,,0,0,,,,,,,,,,,
4,Brandon Pfaadt,694297,AZ,R,PHI,PHI@AZ,8:40 PM CT,2026-09-01T01:40:00Z,ok,prior:2026-08-30,6.785714285714286,28,3.111111111111111,season_start_est,starter,21.593711382333886,25.369385734890898,5.958716578863132,5.804851974026855,1.9434340244100496,9,9,1.0,28,,28,2.22857155001894,1.028571484624126,6.171428907744757,4.330979035735946,16.705336000000003,80.853816,46.646341400000004,36.8902439,12.396694199999999,15.243902,balanced,,low,elev_xfip,1.0,,6.0,8.379310344827585,6.4444444444444455,6.317733990147782,0.3,19.71014492753623,0.27032664199024525,8.695652173913043,69.85507246376811,neutral,recent,0.9476792090676561,neutral,0.9964391304347826,1.0,neutral,885,699,"656941,607208,547180,664761,624641,650559,681082,592663,656537",Kyle Schwarber; Trea Turner; Bryce Harper; Alec Bohm; Edmundo Sosa; Bryan De La Cruz; Bryson Stott; J.T. Realmuto; Derek Hill,,21.73887846353443,93.1652709359606,FF,soft,False,,savant+statcast,True,"K9 6.2, elev_xFIP 4.33",13,0.4782608695652174,avg,avg,-0.9062886176661138,1.8835664547976556,FILLER,"soft-contact (K9 6.2, elev_xFIP 4.33) + arsenal K% 21.6 (avg solo, -0.9 vs lg, +1.9 vs opp K%, opp K% 19.7; slate #13/23 avg); stuff whiff 21.7% (soft), FF 93.2 mph — FILLER on Ks: pass or O3.5; does not help a K ticket; consider pitcher outs if clear/low risk and projected IP holds",0,,0,0,,2,12,6.0,2026-04-11 A: 6.0IP 6K; 2025-05-03 A: 4.2IP 6K,2.0,12.0,55.0,4.0,4.0,14.0,.292,1.007,21.818181818181817
5,George Kirby,669923,SEA,R,BOS,SEA@BOS,5:45 PM CT,2026-08-31T22:45:00Z,ok,prior:2026-08-30,5.906666666666666,25,2.7777777777777777,season_avg,starter,23.207418267487835,22.818811746652074,5.710103222453352,5.8951626582160355,2.0886676440739054,9,9,1.0,25,,25,2.07223490573271,1.036117452866355,7.679458768303573,3.819382208120664,20.421394,78.787879,43.7086092,36.6445916,10.8433734,15.418502,balanced,,clear,,1.0,,4.666666666666667,8.042553191489361,5.222222222222222,5.278297872340425,0.3,23.691460055096417,0.23782965374089826,7.162534435261708,67.76859504132231,neutral,recent,1.016385561771387,neutral,1.0102371900826446,1.0,neutral,1242,1040,"701350,678882,677800,575929,668939,702332,680776,596115,686765",Roman Anthony; Ceddanne Rafaela; Wilyer Abreu; Willson Contreras; Adley Rutschman; Caleb Durbin; Jarren Duran; Trevor Story; Nick Sogard,,21.664222010472006,96.64483282674773,FF,soft,False,,savant+statcast,False,,9,0.6521739130434783,strong,strong,0.7074182674878351,-0.4840417876085823,,"arsenal K% 23.2 (strong solo, +0.7 vs lg, -0.5 vs opp K%, opp K% 23.7; slate #9/23 strong); stuff whiff 21.7% (soft), FF 96.6 mph; total caution — Exp K 5.7 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5",0,caution,2,15,7.5,2,8,4.0,2024-07-31 A: 5.1IP 2K; 2024-03-29 H: 6.2IP 8K; 2023-07-31 H: 5.0IP 7K; 2023-05-15 A: 6.2IP 6K,6.0,30.0,143.0,8.0,4.0,35.0,.259,.694,20.97902097902098
6,Taj Bradley,671737,MIN,R,DET,DET@MIN,6:40 PM CT,2026-08-31T23:40:00Z,ok,prior:2026-08-30,5.383333333333334,23,2.5555555555555554,season_avg,starter,22.124760316077836,21.207474623012377,5.687415624677557,5.0323262723357205,1.9912284284470052,9,9,1.0,23,,23,3.8484164224483584,1.2217194991899551,10.32352976815512,3.8890889784149785,26.953748,76.386555,34.6153846,44.1025641,10.4651162,12.244898,whiff,K% 27.0,medium,"elev_bb,elev_hr",0.95,,7.0,12.063829787234042,5.222222222222222,7.215957446808511,0.3,20.063694267515924,0.18150087601690904,7.32484076433121,69.4267515923567,neutral,recent,0.9774528064734797,neutral,1.0087764331210192,1.0,neutral,1482,1035,"650402,690993,805808,693307,814430,656716,701678,703601,595879",Gleyber Torres; Colt Keith; Kevin McGonigle; Dillon Dingler; Brett Callahan; Zach McKinstry; Hao-Yu Lee; Max Clark; Javier Báez,,26.90580055621772,97.09659574468085,FF,strong,True,"K9 10.3, L3 K9 12.1, stuff whiff 26.9% + FB 97.1",savant,False,,12,0.5217391304347826,avg,avg,-0.3752396839221639,2.061066048561912,,"arsenal K% 22.1 (avg solo, -0.4 vs lg, +2.1 vs opp K%, opp K% 20.1; slate #12/23 avg); stuff whiff 26.9% (strong), FF 97.1 mph; pitcher style WHIFF (K% 27.0); stuff ceiling (K9 10.3, L3 K9 12.1, stuff whiff 26.9% + FB 97.1)",0,,1,10,10.0,1,3,3.0,2026-06-09 A: 4.1IP 3K; 2026-04-07 H: 6.1IP 10K,2.0,13.0,50.0,3.0,3.0,13.0,.295,.905,26.0
7,Michael King,650633,SD,R,CIN,SD@CIN,5:40 PM CT,2026-08-31T22:40:00Z,ok,prior:2026-08-30,5.683444618508848,24,2.6666666666666665,season_avg,starter,23.995183204594998,25.129369479046137,5.560988807165861,6.086485163993133,2.15956648841355,9,9,1.0,24,,24,3.4615384615384617,1.0384615384615385,7.788461538461538,4.30893737219083,21.226415000000003,77.549272,45.1536643,39.4799054,10.7784431,15.813953,balanced,,low,elev_xfip,1.0,,5.0,6.864406779661016,6.555555555555556,4.334830641235562,0.3,24.02088772845953,0.2660638522809396,9.660574412532638,63.70757180156658,whiff_prone,recent,1.049335211864491,neutral,0.9877548302872062,0.9836731070496083,elevated,1537,971,"667472,682829,701398,663886,553993,668709,680574,699302,695490",Dane Myers; Elly De La Cruz; Sal Stewart; Tyler Stephenson; Eugenio Suárez; JJ Bleday; Matt McLain; Héctor Rodríguez; Edwin Arroyo,,24.613806126731014,93.08591549295775,SI,avg,False,,savant,False,,6,0.782608695652174,strong,strong,1.4951832045949978,-0.025704523864533257,,"arsenal K% 24.0 (strong solo, +1.5 vs lg, -0.0 vs opp K%, opp K% 24.0; slate #6/23 strong); stuff whiff 24.6% (avg), SI 93.1 mph; total caution — Exp K 5.6 with STYLE BAL (not WHIFF); prefer O4.5 floor over juiced O5.5+/O6.5",0,caution,2,5,2.5,2,9,4.5,2026-06-10 H: 6.2IP 3K; 2025-09-09 H: 5.0IP 2K; 2024-05-22 A: 6.2IP 6K; 2023-05-20 A: 2.0IP 3K,6.0,16.0,88.0,6.0,5.0,16.0,.198,.673,18.181818181818183
8,Jacob deGrom,594798,TEX,R,ATH,ATH@TEX,7:05 PM CT,2026-09-01T00:05:00Z,ok,prior:2026-08-30,4.848400000000001,20,2.2222222222222223,season_avg,starter,23.84327170181394,28.339103391981315,5.193918943300995,4.748316857776931,2.1458944531632547,9,9,1.0,20,,20,2.5549873119846866,1.1739130892902614,10.979540070420681,3.214682450580867,29.444443999999997,68.74443500000001,35.380116900000004,43.5672514,10.738254999999999,13.662790999999999,whiff,"K% 29.4, Contact% 68.7",low,short_recent_ip,0.93,short_recent_ip,5.0,11.571428571428571,3.888888888888889,6.233657142857143,0.3,22.408963585434172,0.2656648800285533,7.563025210084033,67.78711484593838,neutral,recent,0.9957938640264751,neutral,1.0066327731092437,1.0,neutral,1310,895,"703607,643446,680869,671732,622268,695720,666126,661531,675961",Henry Bolte; Jeff McNeil; Zack Gelof; Lawrence Butler; Donovan Walton; Tommy White; Carlos Cortes; Brian Serven; Alika Williams,,34.47487993933777,97.33326203208557,FF,elite,True,"K9 11.0, L3 K9 11.6, stuff whiff 34.5%",savant+statcast,False,,7,0.7391304347826086,strong,strong,1.34327170181394,1.4343081163797677,,"arsenal K% 23.8 (strong solo, +1.3 vs lg, +1.4 vs opp K%, opp K% 22.4; slate #7/23 strong); stuff whiff 34.5% (elite), FF 97.3 mph; pitcher style WHIFF (K% 29.4, Contact% 68.7); stuff ceiling (K9 11.0, L3 K9 11.6, stuff whiff 34.5%); K-first arm — confirms overs / SPIKE caution on soft unders",0,,3,27,9.0,2,12,6.0,2025-08-31 A: 5.0IP 6K; 2025-07-22 H: 6.0IP 9K; 2025-04-29 H: 6.0IP 7K; 2025-04-24 A: 5.1IP 6K; 2023-04-23 H: 6.0IP 11K,6.0,44.0,126.0,6.0,3.0,24.0,.200,.571,34.92063492063492
9,Peter Lambert,663567,HOU,R,CWS,CWS@HOU,7:10 PM CT,2026-09-01T00:10:00Z,ok,prior:2026-08-30,5.025077979391807,22,2.4444444444444446,season_avg,starter,23.57816319130527,28.400750843982106,5.08670446785071,5.16319965372903,2.1220346872174742,9,9,1.0,22,,22,3.5859377137385438,0.9140625544823738,8.78906302386898,4.404899255957937,23.062731,77.671756,38.1766381,45.2991452,10.6918238,13.72549,balanced,,medium,"elev_bb,elev_xfip",0.95,,4.666666666666667,8.790697674418604,4.777777777777778,4.9082157008013,0.3,23.98843930635838,0.23402273145546773,12.427745664739884,62.138728323699425,whiff_prone,recent,1.07,patient,0.95,0.9504670520231214,elevated,1232,933,"803011,808959,678246,643217,695731,695657,671976,686668,691011",Sam Antonacci; Munetaka Murakami; Miguel Vargas; Andrew Benintendi; Braden Montgomery; Colson Montgomery; Tristan Peters; Brenton Doyle; Drew Romo,,25.77478091528724,93.92023460410556,FF,avg,False,,savant+statcast,False,,8,0.6956521739130435,strong,strong,1.0781631913052685,-0.41027611505311157,,"arsenal K% 23.6 (strong solo, +1.1 vs lg, -0.4 vs opp K%, opp K% 24.0; slate #8/23 strong); stuff whiff 25.8% (avg), FF 93.9 mph",0,,1,5,5.0,0,0,,2023-08-18 H: 7.0IP 5K,1.0,5.0,24.0,1.0,1.0,4.0,.174,.512,20.833333333333332
10,Kyle Harrison,690986,MIL,L,CHC,MIL@CHC,6:40 PM CT,2026-08-31T23:40:00Z,ok,prior:2026-08-30,4.887576719576719,20,2.2222222222222223,season_avg,starter,24.487480259189514,24.27621239440391,4.929594021080711,4.757176369014498,2.203873223327056,9,9,1.0,20,,20,2.3516130189766677,1.2193548987286424,11.0612908670384,3.0828000682701377,30.023641,73.310023,37.0229007,40.8396946,7.4766355,13.207547,whiff,"K% 30.0, Contact% 73.3",low,elev_hr,1.0,,5.333333333333333,9.818181818181817,4.888888888888889,5.331901875901875,0.3,20.967741935483872,0.25511397769087774,9.13978494623656,67.47311827956989,neutral,recent,0.9861247313837322,neutral,0.9924419354838709,0.9932817204301075,mild,504,1281,"691718,673548,683737,608324,664023,663538,699393,624424,665804",Pete Crow-Armstrong; Seiya Suzuki; Michael Busch; Alex Bregman; Ian Happ; Nico Hoerner; Pedro Ramírez; Michael Conforto; Miguel Amaya,,29.383228391528334,94.80484966052377,FF,strong,True,"K9 11.1, stuff whiff 29.4%",savant+statcast,False,,5,0.8260869565217391,elite,elite,1.987480259189514,3.519738323705642,,"arsenal K% 24.5 (elite solo, +2.0 vs lg, +3.5 vs opp K%, opp K% 21.0; slate #5/23 elite); stuff whiff 29.4% (strong), FF 94.8 mph; pitcher style WHIFF (K% 30.0, Contact% 73.3); stuff ceiling (K9 11.1, stuff whiff 29.4%); K-first arm — confirms overs / SPIKE caution on soft unders",0,,1,9,9.0,2,13,6.5,2026-06-27 H: 5.0IP 9K; 2026-05-20 A: 7.0IP 11K; 2025-05-06 A: 1.0IP 2K,3.0,22.0,45.0,2.0,1.0,5.0,.116,.365,48.888888888888886
