rank,pitcher,pitcher_id,pitcher_team,pitch_hand,opponent,game,game_time_ct,game_time_utc,status,lineup_source,projected_ip,projected_bf,times_through_order,outing_source,outing_role,expected_k_pct,expected_whiff_pct,expected_ks,expected_ks_model,expected_ks_1x,lineup_batters,lineup_scored,lineup_coverage,bf_scored,missing_batters,batters_faced_assumed,bb9,hr9,k9,xfip,pitcher_k_pct,pitcher_contact_pct,pitcher_gb_pct,pitcher_fb_pct,pitcher_iffb_pct,pitcher_soft_pct,pitcher_style,pitcher_style_flags,outing_risk,risk_flags,bf_risk_factor,survival_flags,last3_ks,last3_k9,last3_ip,form_ks,form_weight,lineup_k_pct,lineup_avg,lineup_bb_pct,lineup_bip_pct,contact_grade,offense_source,offense_factor,discipline_grade,discipline_ks_factor,discipline_bf_factor,pitch_count_risk,hand_mix_pitches_l,hand_mix_pitches_r,lineup_batter_ids,lineup_batter_names,arsenal_source,stuff_whiff_pct,stuff_fb_velo,stuff_fb_pitch,stuff_grade,spike_risk,spike_flags,stuff_source,soft_contact_profile,profile_flags,arsenal_matchup_rank,arsenal_matchup_pctile,matchup_grade,arsenal_abs_grade,arsenal_vs_league,arsenal_vs_opp,ticket_outlook,ticket_note,under_confirm_n,total_trust,vs_team_home_g,vs_team_home_ks,vs_team_home_avg_ks,vs_team_away_g,vs_team_away_ks,vs_team_away_avg_ks,vs_team_recent,vs_team_games,vs_team_ks,vs_team_pa,vs_team_bb,vs_team_hr,vs_team_hits,vs_team_avg,vs_team_ops,vs_team_k_pct
11,Payton Tolle,801139,BOS,L,SEA,SEA@BOS,5:45 PM CT,2026-08-31T22:45:00Z,ok,prior:2026-08-30,5.575240177051413,23,2.5555555555555554,season_avg,starter,18.86858889409667,20.822881740943075,4.831866041068251,4.687050845451095,1.6981730004687003,9,9,1.0,23,,23,2.513297974334797,1.0053191897339189,10.12500041089161,3.627100052176872,27.920792,75.717017,35.625,49.0625,13.3757961,19.325153,whiff,"K% 27.9, FB% 49.1, IFFB% 13.4",clear,,1.0,,5.666666666666667,8.345454545454546,6.111111111111111,5.169768164174946,0.3,28.089887640449437,0.17778450078915015,10.674157303370787,60.1123595505618,whiff_prone,recent,1.07,three_true,0.9869421348314606,0.9786325842696629,elevated,479,1429,"668227,686527,677594,663728,647304,621493,702284,641487,801126",Randy Arozarena; Dominic Canzone; Julio Rodríguez; Cal Raleigh; Josh Naylor; Taylor Ward; Cole Young; J.P. Crawford; Brock Rodden,,27.451218191662157,96.10957324106113,FF,strong,True,"K9 10.1, stuff whiff 27.5% + FB 96.1",savant,False,,18,0.2608695652173913,soft,soft,-3.6314111059033287,-9.221298746352765,SPIKE,"arsenal K% 18.9 (soft solo, -3.6 vs lg, -9.2 vs opp K%, opp K% 28.1; slate #18/23 soft); stuff whiff 27.5% (strong), FF 96.1 mph; pitcher style WHIFF (K% 27.9, FB% 49.1, IFFB% 13.4); SPIKE (K9 10.1, stuff whiff 27.5% + FB 96.1) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",0,,0,0,,1,2,2.0,2026-06-21 A: 6.0IP 2K,1.0,2.0,25.0,2.0,1.0,6.0,.261,.711,8.0
12,Gage Jump,695611,ATH,L,TEX,ATH@TEX,7:05 PM CT,2026-09-01T00:05:00Z,ok,prior:2026-08-30,4.515049826989618,20,2.2222222222222223,season_avg,starter,26.991998334244126,28.76013469120489,4.805560442649879,5.259430329141818,2.4292798500819712,9,9,1.0,20,,20,4.2792455294192635,0.9169811848755565,9.88301943699211,3.9820033514393325,25.194805,76.91256800000001,39.1666666,38.3333333,7.6086956,13.580247,whiff,K% 25.2,medium,high_bb,0.9,,4.333333333333333,7.468085106382979,5.222222222222222,3.746530707502024,0.3,20.294117647058822,0.23815450969506946,11.176470588235293,65.29411764705883,neutral,recent,1.0029025490468209,patient,0.95,0.9654823529411765,elevated,382,1157,"592626,608369,694671,607043,677649,669394,694497,683227,553869",Joc Pederson; Corey Seager; Wyatt Langford; Brandon Nimmo; Ezequiel Duran; Jake Burger; Evan Carter; Cody Freeman; Elias Díaz,,25.047532349453625,96.30055944055944,FF,avg,False,,savant+statcast,False,,3,0.9130434782608695,elite,elite,4.491998334244126,6.697880687185304,,"arsenal K% 27.0 (elite solo, +4.5 vs lg, +6.7 vs opp K%, opp K% 20.3; slate #3/23 elite); stuff whiff 25.0% (avg), FF 96.3 mph; pitcher style WHIFF (K% 25.2); K-first arm — confirms overs / SPIKE caution on soft unders",0,,1,1,1.0,0,0,,2026-08-14 H: 5.1IP 1K,1.0,1.0,23.0,4.0,1.0,3.0,.158,.620,4.3478260869565215
13,Bryce Elder,693821,ATL,R,SF,SF@ATL,5:05 PM CT,2026-08-31T22:05:00Z,ok,prior:2026-08-29,5.645158445168295,24,2.6666666666666665,season_avg,starter,19.50060285080448,21.386972438528712,4.752271143929306,4.796549914041291,1.7550542565724032,9,9,1.0,24,,24,2.8816707376835544,1.3781903528051782,7.392111892318683,4.128536500376285,19.471947,80.62249,42.1911421,37.062937,10.062893,12.100457,balanced,,low,elev_hr,1.0,,4.666666666666667,7.411764705882353,5.666666666666667,4.648954013668008,0.3,24.104234527687296,0.24344295076021683,9.77198697068404,62.214983713355046,whiff_prone,recent,1.069298871430467,neutral,0.9867521172638436,0.9823361563517915,elevated,1408,753,"687551,646240,805811,808982,806367,701852,694376,801501,683766",Drew Gilbert; Rafael Devers; Bryce Eldridge; Jung Hoo Lee; Turner Hill; Drew Cavanaugh; Shay Whitcomb; Nate Furman; Christian Koss,,21.036927348449794,91.04689075630252,SI,soft,False,,savant,False,,16,0.34782608695652173,soft,soft,-2.99939714919552,-4.6036316768828165,,"arsenal K% 19.5 (soft solo, -3.0 vs lg, -4.6 vs opp K%, opp K% 24.1; slate #16/23 soft); stuff whiff 21.0% (soft), SI 91.0 mph; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",0,,1,1,1.0,2,16,8.0,2026-06-27 A: 4.0IP 4K; 2025-07-21 H: 5.0IP 1K; 2025-06-07 A: 8.0IP 12K,3.0,17.0,69.0,4.0,3.0,16.0,.254,.750,24.63768115942029
14,Walbert Ureña,700712,LAA,R,NYY,NYY@LAA,8:38 PM CT,2026-09-01T01:38:00Z,ok,prior:2026-08-30,4.570401818181818,19,2.111111111111111,season_start_est,starter,22.885903952576513,22.650575207020147,4.258252641135465,4.079957521574868,2.059731355731886,9,9,1.0,19,,19,4.951289533579303,0.5415472927352363,8.66475668376378,4.268753873065931,22.400000000000002,74.615385,53.3546325,30.990415300000002,7.2164948,15.822785,balanced,,medium,"high_bb,elev_xfip",0.9,,5.0,9.204545454545455,4.888888888888888,4.674274586776859,0.3,19.387755102040817,0.26578023979395055,10.204081632653061,67.68707482993197,neutral,recent,0.9649426951535531,patient,0.9592948979591837,0.9771510204081633,elevated,1125,899,"502671,641355,671218,671277,642708,663757,676609,665862,645305",Paul Goldschmidt; Cody Bellinger; Heliot Ramos; Luis García Jr.; Amed Rosario; Trent Grisham; José Caballero; Jazz Chisholm Jr.; Ali Sánchez,,26.992094861660078,97.86448,SI,strong,True,stuff whiff 27.0% + FB 97.9,savant,False,,10,0.6086956521739131,avg,strong,0.38590395257651267,3.4981488505356957,,"arsenal K% 22.9 (strong solo, +0.4 vs lg, +3.5 vs opp K%, opp K% 19.4; slate #10/23 avg); stuff whiff 27.0% (strong), SI 97.9 mph; stuff ceiling (stuff whiff 27.0% + FB 97.9)",0,,0,0,,0,0,,,,,,,,,,,
15,Anthony Kay,641743,CWS,L,HOU,CWS@HOU,7:10 PM CT,2026-09-01T00:10:00Z,ok,prior:2026-08-30,5.2,23,2.5555555555555554,season_start_est,starter,17.962370011657285,24.300877574146497,4.257321247192729,4.131887495989613,1.6166133010491555,9,9,1.0,23,,23,3.2045456629154248,1.2272728070739924,7.363636842443954,4.621864902903058,18.367347000000002,77.939836,44.6384039,35.162094700000004,13.475177299999999,17.761557,balanced,,medium,"elev_hr,elev_xfip",1.0,,4.666666666666667,7.875,5.333333333333333,4.55,0.3,21.802325581395348,0.24723573686449257,8.13953488372093,66.56976744186046,neutral,recent,1.0049875774117838,neutral,1.0014441860465115,1.0,neutral,644,1701,"665161,670541,670623,514888,572233,662139,673237,701358,669397",Jeremy Peña; Yordan Alvarez; Isaac Paredes; Jose Altuve; Christian Walker; Daulton Varsho; Yainer Diaz; Cam Smith; Nick Allen,,24.40554371002132,95.86079545454545,FF,avg,False,,savant,False,,20,0.17391304347826086,soft,soft,-4.537629988342715,-3.8399555697380627,,"arsenal K% 18.0 (soft solo, -4.5 vs lg, -3.8 vs opp K%, opp K% 21.8; slate #20/23 soft); stuff whiff 24.4% (avg), FF 95.9 mph; weak under — only 0/2 confirms (none); need 2 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",0,,0,0,,0,0,,,1.0,3.0,12.0,2.0,1.0,4.0,.444,1.583,25.0
16,Aaron Nola,605400,PHI,R,AZ,PHI@AZ,8:40 PM CT,2026-09-01T01:40:00Z,ok,prior:2026-08-29,5.10490162962963,22,2.4444444444444446,season_avg,starter,15.395971002881083,17.188840805150814,4.192588445720933,3.0723254198129726,1.3856373902592976,9,9,1.0,22,,22,3.0839160839160837,2.013986013986014,9.62937062937063,3.749024833874269,24.837661999999998,73.796791,40.0977995,40.8312958,10.1796407,15.980630000000001,whiff,"K% 24.8, Contact% 73.8",medium,"high_hr,exit_hr",0.97,exit_hr,8.0,12.0,6.0,6.80653550617284,0.3,19.318181818181817,0.2513499415843166,9.090909090909092,69.31818181818181,contact_heavy,recent,0.9531397873311936,neutral,0.9928818181818182,0.9936727272727273,mild,1567,891,"545121,682998,672515,672695,571448,694374,699912,691783,814439",Ildemaro Vargas; Corbin Carroll; Gabriel Moreno; Geraldo Perdomo; Nolan Arenado; Tim Tawa; Jose Fernandez; Jordan Lawlar; Ryan Waldschmidt,,26.48245250627891,92.32913793103447,FF,strong,True,L3 K9 12.0,statcast+savant,False,,23,0.043478260869565216,soft,soft,-7.104028997118917,-3.9222108153007333,SPIKE,"arsenal K% 15.4 (soft solo, -7.1 vs lg, -3.9 vs opp K%, opp K% 19.3; slate #23/23 soft); stuff whiff 26.5% (strong), FF 92.3 mph; pitcher style WHIFF (K% 24.8, Contact% 73.8); SPIKE (L3 K9 12.0) — no soft U6; prefer U6.5+ or pass — solo SOFT vs lineup but pitcher stuff/K9 can clear 6+; K-first arm — confirms overs / SPIKE caution on soft unders",2,,1,8,8.0,3,17,5.666666666666667,2025-09-20 A: 5.1IP 4K; 2025-05-03 H: 6.0IP 8K; 2024-08-10 A: 5.0IP 4K; 2023-06-15 A: 6.2IP 9K,8.0,45.0,195.0,10.0,5.0,57.0,.313,.840,23.076923076923077
17,Elmer Rodríguez,695684,NYY,R,LAA,NYY@LAA,8:38 PM CT,2026-09-01T01:38:00Z,ok,prior:2026-08-30,3.9818512252631577,18,2.0,season_avg,starter,22.830754129723758,24.622417695473253,3.9655202634659594,4.355383528203688,2.054767871675138,9,9,1.0,18,,18,5.086956521739131,0.782608695652174,6.260869565217392,5.413938431895298,15.238095,74.691358,50.704225300000004,35.2112676,0.0,11.111111,contact_gb,GB% 50.7,high,"high_bb,high_xfip,exit_xfip_bb",0.873,exit_xfip_bb,3.6666666666666665,6.906976744186047,4.777777777777778,3.0558393124112606,0.3,25.730994152046783,0.19397164281556403,9.35672514619883,60.23391812865497,whiff_prone,recent,1.07,neutral,0.9904894736842106,0.9915461988304094,mild,188,218,"685133,545361,687093,694208,695681,666139,642350,672724,694203",Wade Meckler; Mike Trout; Vaughn Grissom; Moisés Ballesteros; Christian Moore; Josh Lowe; Jose Siri; Oswald Peraza; Denzer Guzman,,28.64218678008152,95.63977900552486,SI,strong,True,stuff whiff 28.6%,savant+statcast,True,"K9 6.3, soft L3 3.7, elev_xFIP 5.41",11,0.5652173913043478,avg,strong,0.33075412972375773,-2.9002400223230254,MATCHUP_OK,"soft-contact profile (K9 6.3, soft L3 3.7, elev_xFIP 5.41) but arsenal K% 22.8 (strong solo, +0.3 vs lg, -2.9 vs opp K%, opp K% 25.7; slate #11/23 avg); stuff whiff 28.6% (strong), SI 95.6 mph; pitcher style GB/contact (GB% 50.7) — O3.5 / thin O4.5 K only; disclose, not a nuke anchor; if skipping Ks, consider pitcher outs when IP/risk holds; GB/contact out-getter — soft matchup strengthens under; elite mix alone is not a nuke over without length",2,,0,0,,0,0,,,,,,,,,,,
18,Clay Holmes,605280,CHC,R,MIL,MIL@CHC,6:40 PM CT,2026-08-31T23:40:00Z,ok,prior:2026-08-30,5.780046080376167,23,2.5555555555555554,season_avg,starter,18.958801811685145,18.730162160678695,3.8724379854101882,4.35866145156225,1.706292163051663,9,9,1.0,23,,23,2.973568381878971,0.47577094110063534,6.541850440133736,3.753764423954271,18.151815,81.78438700000001,60.0,25.0,5.4545454,15.384614999999998,contact_gb,GB% 60.0,clear,,1.0,,3.0,4.2631578947368425,6.333333333333333,2.7379165643887107,0.3,20.05730659025788,0.27259718856152015,9.169054441260744,69.34097421203438,neutral,recent,0.9553836541490183,neutral,0.9921785100286533,0.993047564469914,mild,701,456,"668930,669003,641343,694192,592885,596142,686217,666152,687401",Brice Turang; Garrett Mitchell; Jake Bauers; Jackson Chourio; Christian Yelich; Gary Sánchez; Sal Frelick; David Hamilton; Joey Ortiz,,20.62462887297984,93.27198641765705,SI,soft,False,,savant+statcast,True,"K9 6.5, soft L3 3.0",17,0.30434782608695654,soft,soft,-3.541198188314855,-1.0985047785727353,UNDER_OK,"soft-contact (K9 6.5, soft L3 3.0) + arsenal K% 19.0 (soft solo, -3.5 vs lg, -1.1 vs opp K%, opp K% 20.1; slate #17/23 soft); stuff whiff 20.6% (soft), SI 93.3 mph; pitcher style GB/contact (GB% 60.0); UNDER_OK — 2/2+ confirms (GB/FLY style, Exp K ≤4.2) — FILLER on K overs (pass/O3.5); under lane preferred when confirms hold; pitcher outs also live if clear/low risk and projected IP holds; GB/contact out-getter — soft matchup strengthens under; elite mix alone is not a nuke over without length",2,,2,3,1.5,1,2,2.0,2025-07-02 H: 5.1IP 1K; 2024-04-26 A: 1.0IP 2K; 2023-09-10 H: 1.0IP 2K,18.0,24.0,123.0,26.0,1.0,22.0,.232,.723,19.51219512195122
19,Brady Singer,663903,CIN,R,SD,SD@CIN,5:40 PM CT,2026-08-31T22:40:00Z,ok,prior:2026-08-30,4.976421291833408,23,2.5555555555555554,season_avg,starter,17.75151361049738,22.69415156383816,3.804852661658271,3.986842078600743,1.597636224944764,9,9,1.0,23,,23,2.9490292354335317,1.703883558250485,7.339806097079012,4.416907269296155,18.330606,76.996198,42.6940639,35.3881278,5.8064516,9.977324,balanced,,medium,"high_hr,elev_xfip,exit_hr",0.97,exit_hr,4.0,6.113207547169811,5.888888888888889,3.3802106887925034,0.3,21.67630057803468,0.23117478666361235,10.693641618497109,65.02890173410404,neutral,recent,1.0215473437965248,patient,0.9526858381502891,0.9712763005780347,elevated,1558,805,"665487,630105,592518,664034,701538,593428,687957,666023,823550",Fernando Tatis Jr.; Jake Cronenworth; Manny Machado; Ty France; Jackson Merrill; Xander Bogaerts; Dustin Harris; Freddy Fermin; Sung-Mun Song,,24.199805384543698,91.28761742100768,SI,avg,False,,savant+statcast,False,,21,0.13043478260869565,soft,soft,-4.74848638950262,-3.924786967537301,,"arsenal K% 17.8 (soft solo, -4.7 vs lg, -3.9 vs opp K%, opp K% 21.7; slate #21/23 soft); stuff whiff 24.2% (avg), SI 91.3 mph; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",1,,0,0,,2,8,4.0,2026-06-10 A: 6.0IP 5K; 2023-05-16 A: 6.0IP 3K,2.0,8.0,50.0,3.0,0.0,13.0,.283,.755,16.0
20,Jackson Jobe,695549,DET,R,MIN,DET@MIN,6:40 PM CT,2026-08-31T23:40:00Z,ok,prior:2026-08-30,4.528333333333332,20,2.2222222222222223,season_shrunk,starter,20.527301103149068,27.024703723531033,3.8025097311482288,3.8310674730688987,1.847457099283416,9,9,1.0,20,,20,3.9272729996610467,0.9818182499152617,7.363636874364463,4.395606438662549,18.75,82.550336,55.5555555,25.925925900000003,7.1428571,16.666667,contact_gb,GB% 55.6,medium,"elev_bb,elev_xfip",0.95,,3.6666666666666665,7.425000000000001,4.444444444444444,3.7358749999999996,0.3,15.479876160990711,0.25888800002452256,4.643962848297214,77.70897832817337,contact_heavy,recent,0.9299999999999999,aggressive,1.0292482972136223,1.0,low,191,126,"807712,686797,665019,680777,605137,663616,668904,701785,805805",Luke Keaschall; Brooks Lee; Kody Clemens; Ryan Jeffers; Josh Bell; Trevor Larnach; Royce Lewis; Kaelen Culpepper; Walker Jenkins,statcast_fallback,19.462523446159093,97.91217391304349,FF,soft,False,,statcast,False,,15,0.391304347826087,soft,avg,-1.9726988968509325,5.047424942158356,,"arsenal K% 20.5 (avg solo, -2.0 vs lg, +5.0 vs opp K%, opp K% 15.5; slate #15/23 soft); stuff whiff 19.5% (soft), FF 97.9 mph; pitcher style GB/contact (GB% 55.6)",3,,0,0,,1,2,2.0,2025-04-12 A: 6.0IP 2K,1.0,2.0,20.0,1.0,0.0,2.0,.105,.255,10.0
21,Ryan Gusto,687473,MIA,R,WSH,MIA@WSH,5:45 PM CT,2026-08-31T22:45:00Z,ok,prior:2026-08-30,4.422020985738565,20,2.2222222222222223,season_start_est,starter,18.292331225324475,24.593614516667955,3.3327114969991887,3.438817458449104,1.6463098102792029,9,9,1.0,20,,20,2.5578949037483305,1.1368421794437022,7.5315794388145285,4.256739727466672,18.928570999999998,81.32530100000001,42.9268292,37.073170700000006,7.8947368,13.658537,balanced,,low,elev_xfip,1.0,,3.3333333333333335,6.27906976744186,4.777777777777778,3.0851309202827197,0.3,19.88472622478386,0.23435121093928096,9.510086455331413,68.58789625360231,neutral,recent,0.9699107563429895,patient,0.9686638328530259,0.9854789625360231,elevated,605,404,"682928,694673,665953,695734,686611,678391,695670,696285,683083",CJ Abrams; Abimelec Ortiz; Andrés Chaparro; Daylen Lile; Dylan Crews; Jorbit Vivas; Harry Ford; Jacob Young; Nasim Nuñez,,21.009634219718723,94.52857142857142,FF,soft,False,,savant+statcast,False,,19,0.21739130434782608,soft,soft,-4.2076687746755255,-1.592394999459387,,"arsenal K% 18.3 (soft solo, -4.2 vs lg, -1.6 vs opp K%, opp K% 19.9; slate #19/23 soft); stuff whiff 21.0% (soft), FF 94.5 mph; weak under — only 1/2 confirms (Exp K ≤4.2); need 1 more of GB/FLY · contact-heavy · Exp K ≤4.2 (or take U6.5+ / pass)",1,,2,7,3.5,1,3,3.0,2026-08-21 H: 4.0IP 2K; 2026-06-02 A: 2.0IP 3K; 2025-07-30 H: 6.0IP 5K,3.0,10.0,51.0,2.0,0.0,14.0,.292,.606,19.607843137254903
22,Robert Stock,476594,NYM,R,TB,NYM@TB,5:40 PM CT,2026-08-31T22:40:00Z,ok,prior:2026-08-30,3.6084000000000005,18,2.0,season_avg,starter,15.780706652130268,17.587700133868807,2.978736663443943,2.6681847071755573,1.420263598691724,9,9,1.0,18,,18,5.661290496742818,0.8709677687296642,9.145161571661475,5.265977956829319,20.192308,76.041667,39.0625,40.625,11.5384615,16.41791,fly_popup,"FB% 40.6, IFFB% 11.5",high,"high_bb,high_xfip,exit_xfip_bb",0.873,exit_xfip_bb,4.333333333333333,9.236842105263158,4.222222222222222,3.703357894736842,0.3,16.766467065868262,0.25471546680050405,7.18562874251497,73.35329341317366,contact_heavy,recent,0.9299999999999999,neutral,1.0100293413173653,1.0,neutral,252,152,"650490,666018,691406,668723,802415,676356,622761,663743,670764",Yandy Díaz; Jonathan Aranda; Junior Caminero; Ryan Vilade; Chandler Simpson; Jonny DeLuca; Jorge Mateo; Nick Fortes; Taylor Walls,statcast_fallback,23.54122458812401,91.09765625,FC,avg,False,,statcast,False,,22,0.08695652173913043,soft,soft,-6.719293347869732,-0.9857604137379941,UNDER_OK,"arsenal K% 15.8 (soft solo, -6.7 vs lg, -1.0 vs opp K%, opp K% 16.8; slate #22/23 soft); stuff whiff 23.5% (avg), FC 91.1 mph; pitcher style FLY/popup (FB% 40.6, IFFB% 11.5); UNDER_OK — 3/2+ confirms (GB/FLY style, opp contact-heavy BIP, Exp K ≤4.2); fly/popup out-getter — BIP outs over Ks; same under cue as GB style",3,,0,0,,0,0,,,2.0,5.0,17.0,4.0,0.0,4.0,.308,1.009,29.41176470588235
23,Will Dion,702021,WSH,L,MIA,MIA@WSH,5:45 PM CT,2026-08-31T22:45:00Z,ok,prior:2026-08-30,1.3935725454545456,6,0.6666666666666666,opener_profile,opener_likely,25.84290522148846,28.11064947945789,1.1465444600259496,1.1465444600259496,2.3258614699339613,9,9,1.0,6,,6,2.3592234538787933,1.5728156359191954,10.747573512114503,3.3649935743432433,29.496402999999997,73.550725,32.941176399999996,48.2352941,17.073170700000002,19.318182,whiff,"K% 29.5, Contact% 73.6, FB% 48.2, IFFB% 17.1",medium,"high_hr,exit_hr",0.97,exit_hr,,,,,,20.0,0.2228104140823439,11.818181818181818,64.54545454545455,neutral,recent,1.010388305570323,patient,0.95,0.9577818181818182,elevated,214,321,"681715,672640,682663,665923,669364,691594,677870,805300,640459",Heriberto Hernández; Otto Lopez; Agustín Ramírez; Esteury Ruiz; Xavier Edwards; Javier Sanoja; Leo Jiménez; Jakob Marsee; Brian Navarreto,,28.12899020407843,91.22433628318583,FF,strong,True,"K9 10.7, stuff whiff 28.1%",savant+statcast,False,,4,0.8695652173913043,elite,elite,3.3429052214884614,5.842905221488461,,"arsenal K% 25.8 (elite solo, +3.3 vs lg, +5.8 vs opp K%, opp K% 20.0; slate #4/23 elite); stuff whiff 28.1% (strong), FF 91.2 mph; pitcher style WHIFF (K% 29.5, Contact% 73.6, FB% 48.2, IFFB% 17.1); stuff ceiling (K9 10.7, stuff whiff 28.1%); K-first arm — confirms overs / SPIKE caution on soft unders; also opener_likely — fade full-outing chalk",1,,0,0,,1,4,4.0,2026-08-21 A: 3.0IP 4K,1.0,4.0,12.0,2.0,0.0,1.0,.100,.350,33.333333333333336
