batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
Angel Genao,694197,9,S,CLE,Noah Schultz,CWS,L,CLE@CWS,6:40 PM CT,prior:2026-08-06,0.5,vs_lhp,25.0,75.0,0.419,0.37,113.75,113.75,True,5.982072470517146,1
Osleivis Basabe,678545,5,R,SF,Keider Montero,DET,R,DET@SF,9:15 PM CT,prior:2026-08-05,0.5,vs_rhp,21.1,42.1,0.38,0.31,113.75,113.75,True,3.1323809523809527,2
Michael Conforto,624424,7,L,CHC,Daniel Lynch IV,KC,L,CHC@KC,7:10 PM CT,prior:2026-08-06,0.5,vs_lhp,11.3,44.3,0.321,0.225,77.3503125,65.0621875,False,16.929657794676807,3
George Lombard Jr.,806146,7,R,NYY,Tyler Mahle,ATL,R,ATL@NYY,6:05 PM CT,official,0.3333333333333333,vs_rhp,25.0,50.0,0.374,0.267,72.08333333333333,72.08333333333333,True,54.275997752821205,4
Max Clark,703601,7,L,DET,JT Brubaker,SF,R,DET@SF,9:15 PM CT,prior:2026-08-06,0.3333333333333333,vs_rhp,0.0,40.0,0.366,0.291,72.08333333333333,72.08333333333333,True,45.232701421800954,5
Alan Roden,702176,7,L,MIN,Shane Drohan,MIL,L,MIN@MIL,6:40 PM CT,prior:2026-08-06,0.42857142857142855,vs_lhp,5.0,45.0,0.346,0.278,69.65401785714285,61.04669642857142,False,17.394117647058827,6
Yordan Alvarez,670541,2,L,HOU,Robbie Ray,SD,L,HOU@SD,8:40 PM CT,prior:2026-08-05,0.26785714285714285,vs_lhp,18.2,53.9,0.473,0.338,68.34665178571429,72.75441964285714,False,14.024918917183138,7
Shohei Ohtani,660271,1,L,LAD,Merrill Kelly,AZ,R,LAD@AZ,8:40 PM CT,prior:2026-08-05,0.2932330827067669,vs_rhp,16.7,52.8,0.413,0.301,66.5833082706767,68.10915413533834,False,25.72255974076186,8
Alec Burleson,676475,3,L,STL,Ryan Feltner,COL,R,COL@STL,7:15 PM CT,official,0.3288590604026846,vs_rhp,11.6,49.2,0.384,0.299,65.75465604026846,64.10420302013424,False,20.80136805536301,9
Esmerlyn Valdez,699013,4,R,PIT,Zac Thornton,NYM,L,NYM@PIT,5:40 PM CT,official,0.28846153846153844,vs_lhp,24.1,50.6,0.35,0.206,64.29990384615385,64.98432692307692,False,23.77347232371209,10
Abimelec Ortiz,694673,2,L,WSH,Chase Petty,CIN,R,CIN@WSH,5:45 PM CT,official,0.3,vs_rhp,10.0,40.0,0.355,0.277,63.75,63.75,True,45.32722796836243,11
Freddie Freeman,518692,3,L,LAD,Merrill Kelly,AZ,R,LAD@AZ,8:40 PM CT,prior:2026-08-05,0.33098591549295775,vs_rhp,9.2,43.8,0.38,0.301,63.63671654929577,61.20117077464789,False,11.8782048709056,12
Chase DeLauter,800050,2,L,CLE,Noah Schultz,CWS,L,CLE@CWS,6:40 PM CT,prior:2026-08-06,0.35398230088495575,vs_lhp,6.5,46.0,0.348,0.275,63.12010508849558,58.50724004424779,False,17.91690372606876,13
Riley Greene,682985,4,L,DET,JT Brubaker,SF,R,DET@SF,9:15 PM CT,prior:2026-08-06,0.30141843971631205,vs_rhp,14.9,49.0,0.365,0.259,62.787468971631206,62.24279698581561,False,24.91775407247002,14
Pete Crow-Armstrong,691718,1,L,CHC,Daniel Lynch IV,KC,L,CHC@KC,7:10 PM CT,prior:2026-08-06,0.30714285714285716,vs_lhp,12.2,49.7,0.365,0.257,62.14834821428572,60.96558035714286,False,19.031122377129982,15
Griffin Conine,665052,3,L,MIA,George Klassen,LAA,R,LAA@MIA,6:10 PM CT,official,0.26785714285714285,vs_rhp,15.7,53.9,0.371,0.268,61.24977678571429,62.956294642857145,False,29.053336790251493,16
Junior Caminero,691406,3,R,TB,Logan Gilbert,SEA,R,TB@SEA,8:45 PM CT,prior:2026-08-05,0.2772585669781931,vs_rhp,14.0,50.7,0.377,0.278,61.23554419781931,62.25574084890965,False,22.820573629647924,17
Luis García Jr.,671277,4,L,NYY,Tyler Mahle,ATL,R,ATL@NYY,6:05 PM CT,official,0.2967741935483871,vs_rhp,12.3,45.5,0.355,0.29,60.75148185483871,60.032147177419354,False,10.557346844771995,18
