rank,pitcher,pitcher_id,team,opponent,game,expected_ks,expected_ks_model,actual_ks,actual_ip,actual_bf,err,abs_err,outing_role,outing_risk,lineup_source,status
1,Sean Burke,680732,CWS,NYY,NYY@CWS,7.446377242975029,6.800521911733035,10.0,6.0,23.0,2.5536227570249714,2.5536227570249714,starter,clear,official,Final
2,Ryan Weathers,677960,NYY,CWS,NYY@CWS,5.553252761924929,5.784435096089213,4.0,7.0,26.0,-1.553252761924929,1.553252761924929,starter,low,official,Final
6,Bailey Ober,641927,MIN,KC,KC@MIN,5.0442407662136475,5.382300473472913,3.0,6.0,24.0,-2.0442407662136475,2.0442407662136475,starter,medium,official,Final
7,Shane McClanahan,663556,TB,TEX,TEX@TB,5.029687786071707,5.716586947135406,3.0,3.0,12.0,-2.0296877860717073,2.0296877860717073,starter,clear,official,Final
10,Andre Pallante,669467,STL,CHC,CHC@STL,4.705298765755288,4.953173277244231,3.0,6.333333333333333,27.0,-1.7052987657552876,1.7052987657552876,starter,clear,official,Final
12,Noah Cameron,702070,KC,MIN,KC@MIN,4.617346347636353,4.524036051798725,7.0,8.0,26.0,2.382653652363647,2.382653652363647,starter,clear,official,Final
15,Javier Assad,665871,CHC,STL,CHC@STL,4.229780430473471,3.7367149006763865,6.0,4.333333333333333,20.0,1.770219569526529,1.770219569526529,starter,medium,official,Final
19,Cole Winn,668390,TEX,TB,TEX@TB,1.0551896960560738,1.0551896960560738,0.0,1.0,3.0,-1.0551896960560738,1.0551896960560738,opener_likely,medium,official,Final
